solar_year,gregorian_year_approx,item,index_value,unit,source,notes,country_iso3
1955/6,1955-56,agricultural_products,104,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,wheat,106,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,sugar,113,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,tea,337,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,tobacco,97,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,textiles,100,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,cement,151,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,electricity,447,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1955/6,1955-56,kerosene,111,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,agricultural_products,112,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,wheat,107,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,sugar,133,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,tea,273,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,tobacco,122,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,textiles,92,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,cement,183,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,electricity,1045,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1956/7,1956-57,kerosene,123,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,agricultural_products,114,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,wheat,126,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,sugar,120,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,tea,238,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,tobacco,140,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,textiles,100,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,cement,248,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,electricity,1133,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
1957/8,1957-58,kerosene,123,"index, 1954/5=100","World Bank, 'Current Economic Position and Prospects of Iran' (1960), Table 7 p.42, source: Economic Bureau, Plan Organization","Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)",IRN
