country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1973,400,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,1500,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,1000,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,625,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,700,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1978,900,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1979,800,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1980,800,thousand metric tons,pig_iron,Pig iron,usgs-minerals-yearbook:MYB1980v3,flag=estimate
ARG,ARG,2012,2073000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2013,2650000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2014,2766000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2017-18,
ARG,ARG,2015,2685000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2016,2141000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2017,2171000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2018,2184000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2019,1964000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2020,1930000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2021,2142000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
ESP,ESP,2014,3958000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2017-18,
ESP,ESP,2015,4450000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ESP,ESP,2016,4116000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ESP,ESP,2017,4462000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
ESP,ESP,2018,4521000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2019,3880000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2020,2850000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2021,4049000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2022,3399000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
IRN,IRN,2014,2782000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2017-18,
IRN,IRN,2015,2459000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
IRN,IRN,2016,2251000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
IRN,IRN,2017,2293000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
IRN,IRN,2018,2362000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
IRN,IRN,2019,2530000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2020,2466000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2021,3200000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2022,3500000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2023,3540000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2023,
ITA,ITA,2014,6371000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2017-18,
ITA,ITA,2015,5051000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ITA,ITA,2016,6048000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ITA,ITA,2017,5052000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
ITA,ITA,2018,4836000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ITA,ITA,2019,4607000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ITA,ITA,2020,3405000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ITA,ITA,2021,3925000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
ITA,ITA,2022,3464000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
KOR,KOR,2014,46909000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2017-18,
KOR,KOR,2015,47639000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
KOR,KOR,2016,46336000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
KOR,KOR,2017,47071000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
KOR,KOR,2018,47124000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
KOR,KOR,2019,47521000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
KOR,KOR,2020,45360000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
KOR,KOR,2021,46441000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
RUS,RUS,2014,51460000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2017-18,
RUS,RUS,2015,52411000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
RUS,RUS,2016,51874000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2019,
RUS,RUS,2017,52127000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2020-21,
RUS,RUS,2018,51797000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2019,51184000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2020,52003000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2021,53785000.0,metric tons,mining__pig_iron_production,Pig iron production,usgs-minerals-yearbook/MYB3-2022,
