country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,2005,46.5,millions USD,transport_of_total_services_exports,Transport (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2010,43.7,millions USD,transport_of_total_services_exports,Transport (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2015,35.5,millions USD,transport_of_total_services_exports,Transport (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2005,15.8,millions USD,travel_of_total_services_exports,Travel (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2010,27.5,millions USD,travel_of_total_services_exports,Travel (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2015,39.6,millions USD,travel_of_total_services_exports,Travel (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2005,37.6,millions USD,other_services_of_total_services_exports,Other services (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",2005 value is UNCTAD-estimated (marked 'e' in source).
IRN,Iran,2010,28.8,millions USD,other_services_of_total_services_exports,Other services (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2015,25.0,millions USD,other_services_of_total_services_exports,Other services (% of total services exports),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2005,2327,millions USD,transport_services_exports_millions_us,Transport services exports (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2010,3867,millions USD,transport_services_exports_millions_us,Transport services exports (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2015,3930,millions USD,transport_services_exports_millions_us,Transport services exports (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2005,2324,millions USD,transport_services_imports_millions_us,Transport services imports (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2010,3689,millions USD,transport_services_imports_millions_us,Transport services imports (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2015,3781,millions USD,transport_services_imports_millions_us,Transport services imports (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2005,3,millions USD,transport_services_trade_balance_millions_us,Transport services trade balance (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2010,178,millions USD,transport_services_trade_balance_millions_us,Transport services trade balance (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
IRN,Iran,2015,149,millions USD,transport_services_trade_balance_millions_us,Transport services trade balance (millions US$),"UNCTADstat Maritime Country Profile: Iran, International Trade in Transport Services tables",
