country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1968,1057,metric tons or thousand metric tons (unclear in source),iron_ore_gross_weight_unit_ambiguous_see_notes,Iron ore (gross weight) -- UNIT AMBIGUOUS see notes,usgs-minerals-yearbook:MYB1970v3,flag=estimate
IRN,Iran,1969,1650,metric tons or thousand metric tons (unclear in source),iron_ore_gross_weight_unit_ambiguous_see_notes,Iron ore (gross weight) -- UNIT AMBIGUOUS see notes,usgs-minerals-yearbook:MYB1970v3,flag=estimate
IRN,Iran,1970,1858,metric tons or thousand metric tons (unclear in source),iron_ore_gross_weight_unit_ambiguous_see_notes,Iron ore (gross weight) -- UNIT AMBIGUOUS see notes,usgs-minerals-yearbook:MYB1970v3,flag=preliminary
IRN,Iran,1961,42,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1962,8,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1963,21,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1965v4,flag=revised
IRN,Iran,1964,21,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1965,60,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1973,850,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,1000,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,1000,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,1070,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,1100,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,1560,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,609,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1980,600,thousand metric tons,iron_ore_gross_weight,Iron ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
