country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1898,1,event,first_daily_newspaper_founded,First daily newspaper founded,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia (Sreberny-Mohammadi & Mohammadi 1992) -- Kholasat al-hawadeth, first daily, 31 Oct 1898]"
IRN,Iran,1923,173,count,persian_interest_dailies_and_magazines,Persian interest dailies and magazines,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing Sazman-e barnama 1973 p.74 -- period 1300-03 Sh/1921-24]"
IRN,Iran,1944,454,count,periodicals_in_persian_period_total,Periodicals in persian period total,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing Elwell-Sutton 1968 -- total distinct periodicals published across period 1320-26 Sh/1941-47, placed at period midpoint 1944]"
IRN,Iran,1975,28,count,daily_newspapers,Daily newspapers,iran-media-history:iranica-press-newspapers,[source: Encyclopaedia Iranica COMMUNICATIONS in Persia -- 'by the 1970s']
IRN,Iran,1975,88,count,weekly_papers,Weekly papers,iran-media-history:iranica-press-newspapers,[source: Encyclopaedia Iranica COMMUNICATIONS in Persia -- 'by the 1970s']
IRN,Iran,1975,29,count,weekly_magazines,Weekly magazines,iran-media-history:iranica-press-newspapers,[source: Encyclopaedia Iranica COMMUNICATIONS in Persia -- 'by the 1970s']
IRN,Iran,1975,57,count,monthly_magazines,Monthly magazines,iran-media-history:iranica-press-newspapers,[source: Encyclopaedia Iranica COMMUNICATIONS in Persia -- 'by the 1970s']
IRN,Iran,1975,13,count,foreign_newspapers_in_circulation,Foreign newspapers in circulation,iran-media-history:iranica-press-newspapers,[source: Encyclopaedia Iranica COMMUNICATIONS in Persia -- 'by the 1970s']
IRN,Iran,1976,198,count,daily_weekly_monthly_papers_total,Daily weekly monthly papers total,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing Barzin pp.7-13 -- 1355 Sh/1976]"
IRN,Iran,1976,57,percent,literacy_rate_age10plus_male,Literacy rate age10plus male,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing Markaz-e amar (Statistical Centre of Iran) p.25 -- 1355 Sh/1976]"
IRN,Iran,1976,32,percent,literacy_rate_age10plus_female,Literacy rate age10plus female,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing Markaz-e amar (Statistical Centre of Iran) p.25 -- 1355 Sh/1976]"
IRN,Iran,1980,237,count,daily_weekly_monthly_newspapers_total,Daily weekly monthly newspapers total,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing Hafta-nama-ye otaq-e bazargani... 1990 pp.13-15 -- period 1357-59 Sh/1979 to summer 1980, before university closures]"
IRN,Iran,1988,163,count,daily_weekly_monthly_periodicals_total,Daily weekly monthly periodicals total,iran-media-history:iranica-press-newspapers,"[source: Encyclopaedia Iranica COMMUNICATIONS in Persia, citing same source pp.14-15 -- 1367 Sh/1988, post-contraction figure]"
