country_iso3,indicator_id,year,value,unit,source_dataset,original_period_label,source_report_file
IRN,oil_product_domestic_consumption__fuel_oil,1996,263.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__fuel_oil,1997,230.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__fuel_oil,1998,310.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__fuel_oil,1999,225.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__fuel_oil,2001,208.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__fuel_oil,2002,151.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1385_2006-07.txt
IRN,oil_product_domestic_consumption__fuel_oil,2003,145.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1386_2007-08.txt
IRN,oil_product_domestic_consumption__fuel_oil,2004,178.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__fuel_oil,2005,218.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__fuel_oil,2006,242.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__fuel_oil,2007,297.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__fuel_oil,2008,368.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__fuel_oil,2009,353.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__fuel_oil,2010,357.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__fuel_oil,2011,343.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__fuel_oil,2012,405.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__fuel_oil,2013,428.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__fuel_oil,2014,378.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__fuel_oil,2015,326.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__fuel_oil,2016,340.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__fuel_oil,2017,165.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
IRN,oil_product_domestic_consumption__gas_oil,1996,390.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__gas_oil,1997,405.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__gas_oil,1998,376.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1381_2002-03.txt
IRN,oil_product_domestic_consumption__gas_oil,1999,364.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1382_2003-04.txt
IRN,oil_product_domestic_consumption__gas_oil,2000,348.0,thousand barrels per day,cbi-annual-review,2000/01,cbi_annual_review_1383_2004-05.txt
