country_iso3,country_name,indicator_id,indicator_label,fred_series_id,year,date,value,unit,source_dataset
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1961,1961-01-01,14.218349999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1962,1962-01-01,12.977530000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1963,1963-01-01,14.833520000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1964,1964-01-01,16.465320000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1965,1965-01-01,15.967720000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1966,1966-01-01,17.206589999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1967,1967-01-01,17.830920000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1968,1968-01-01,19.009340000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1969,1969-01-01,19.345859999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1970,1970-01-01,20.980200000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1971,1971-01-01,19.671520000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1972,1972-01-01,20.465229999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1973,1973-01-01,19.797460000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1974,1974-01-01,15.371100000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1975,1975-01-01,20.919270000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1976,1976-01-01,21.684770000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1977,1977-01-01,21.490240000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1978,1978-01-01,21.490240000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1979,1979-01-01,25.734620000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1980,1980-01-01,29.695090000000004,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1981,1981-01-01,26.160499999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1982,1982-01-01,20.669149999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1983,1983-01-01,19.819030000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1984,1984-01-01,18.304819999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1985,1985-01-01,19.259170000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1986,1986-01-01,22.781810000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1987,1987-01-01,21.545480000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1988,1988-01-01,21.330459999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1989,1989-01-01,22.708430000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1990,1990-01-01,22.978670000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1991,1991-01-01,22.420380000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1992,1992-01-01,23.190950000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1993,1993-01-01,20.852020000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1994,1994-01-01,19.705700000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1995,1995-01-01,16.688240000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1996,1996-01-01,15.176980000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1997,1997-01-01,16.605409999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1998,1998-01-01,18.021920000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1999,1999-01-01,18.043279999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2000,2000-01-01,26.249780000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2001,2001-01-01,30.079609999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2002,2002-01-01,29.100840000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2003,2003-01-01,32.433250000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2004,2004-01-01,35.071090000000005,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2005,2005-01-01,38.348149999999997,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2006,2006-01-01,44.631670000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2007,2007-01-01,47.116000000000007,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2008,2008-01-01,45.270710000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2009,2009-01-01,49.178740000000005,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2010,2010-01-01,52.027360000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2011,2011-01-01,49.303950000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2012,2012-01-01,52.476570000000002,percent,worldbank-gfdd-via-fred
