chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
pahlavi__actual_budget_revenues_1958_59,"Government Revenue by Tax Category, Actuals (FY1958/59)",Government Finance,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/actual_budget_revenues_1958_59.csv|wb1960-table12-actual-budget-revenues,extends,wdi__GC.REV.XGRT,FY1958/59 (single year),"WDI's Iran GC.* government-finance series (incl. GC.REV.XGRT) only starts 1972 -- this single actual-revenue year sits 14 years before WDI's own Iran coverage begins. Direct/indirect tax and oil-transfer breakdown by category, actuals not budget. Unit: million rials, 1958/59 exchange rate -- do not convert to USD without checking the source table's own stated rate (see pahlavi_government_finance_series/README.md)."
pahlavi__actual_treasury_expenditures_1958_59,"Government Expenditure by Ministry, Actuals (FY1958/59)",Government Finance,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/actual_treasury_expenditures_1958_59.csv|wb1960-table11-actual-treasury-expenditures,extends,wdi__GC.XPN.TOTL,FY1958/59 (single year),"Same pre-1972 WDI-gap logic as actual_budget_revenues_1958_59. Ministry-level granularity (Ministry of War, Education, Finance, Health, etc.) -- WDI's GC.XPN.TOTL is a single national aggregate with no ministry breakdown at any year, so this is also strictly more granular than the chart it extends, not just an earlier point on the same line."
pahlavi__balance_of_payments_summary_1963_70,Balance of Payments Summary (FY1963/64-1969/70),Balance of Payments (Net),pahlavi-era-primary-extraction,,pahlavi_government_finance_series/balance_of_payments_summary_1963_70.csv|wb1971-appendix1-balance-of-payments-summary,extends,wdi__BN.CAB.XOKA,FY1963/64-1969/70 (+ 7-year CAGR summary rows),"WDI's Iran balance-of-payments series (BN.CAB.XOKA.CD, BX.GSR.TOTL.CD, BM.GSR.TOTL.CD) only start 1976 -- this table covers 1963/64-1969/70, well before that gap. Covers exports (oil vs non-oil split), imports (goods vs services), current account, capital account, and monetary movements -- broader than just the current-account-balance chart it is mapped to; also touches BX.GSR.TOTL/BM.GSR.TOTL concepts. One illegible cell (1964/65 errors-and-omissions) left blank per no-fabrication rule -- see README caveats before charting."
pahlavi__bank_deposits_private_sector_1963_70,"Private-Sector Bank Deposits by Type (Sight/Saving/Time), FY1963/64-1969/70",Financial Sector (Monetary),pahlavi-era-primary-extraction,,pahlavi_government_finance_series/bank_deposits_private_sector_1963_70.csv|wb1971-table6.5-bank-deposits-private-sector,new,,FY1963/64-1969/70 (+ 2 rolling 12-month periods),"Money-supply/deposit-composition DETAIL (sight vs. saving vs. time deposits, level + % of total) -- WDI's broad-money chart (wdi__FM.LBL.BMNY) already covers this exact period (Iran coverage 1960-2016) as a single aggregate with no deposit-type breakdown, so this does not extend WDI's time range, it adds granularity WDI never had. Per task brief's own 'money supply detail' new-topic example. README flags one column (FY1964/65) with a ~2.0bn-rial Total-vs-components discrepancy in the ORIGINAL 1971 typescript, preserved as printed, not corrected."
pahlavi__banking_statistics_private_sector_1957_59,"Deposit Banks vs. National Bank Private-Sector Deposits/Advances, 1957-1959",Financial Sector (Monetary),pahlavi-era-primary-extraction,,pahlavi_government_finance_series/banking_statistics_private_sector_1957_59.csv|wb1960-table14-banking-statistics-private-sector,new,,"June 20 snapshots, 1957-1959","Deposit-bank-vs-National-Bank institutional split, plus an advances/deposits ratio -- not tracked by WDI or any existing chart_id at any granularity. README flags the 'Excess Cash' row's ambiguous parenthetical sign convention, preserved as a positive magnitude per the original manifest's interpretation."
pahlavi__budgeted_vs_actual_expenditures_1955_60,Budgeted vs. Actual Government Expenditure by Ministry (FY1955/56-1959/60),Government Finance,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/budgeted_vs_actual_expenditures_1955_60.csv|wb1960-table10-budgeted-expenditures,extends,wdi__GC.XPN.TOTL,FY1955/56-1959/60,"Pre-1972 WDI-gap extension for government expenditure, same as the other Pahlavi expenditure tables. Distinctive extra angle no WDI chart carries at any year: BUDGETED figure side-by-side with ACTUAL figure by ministry, i.e. budget-execution variance -- a structurally different question ('did they spend what they planned') from a simple expenditure-level time series. Flagging this bonus dimension rather than treating the file as pure duplicate-of-level-series."
pahlavi__central_govt_operations_summary_1962_73,"Central Government Fiscal Operations: Revenue, Expenditure, Deficit & Financing (FY1962-1973)",Government Finance,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/central_govt_operations_summary_1962_73.csv|wb1974-table6.1-central-govt-operations-summary,extends,wdi__GC.NLD.TOTL,"FY1962-1973 (incl. preliminary actuals 1972, budget estimate 1973)","Full IMF-GFS-style fiscal-operations statement: total revenue, current + capital expenditure, deficit, savings, and a FINANCING breakdown by source (net borrowing abroad / net borrowing from the banking system / nonbank holdings of government securities). The financing-by-source split has no equivalent in WDI's GC.* group at any year -- genuinely more granular than the net-lending/borrowing chart it is mapped to, not just an earlier data point. Also jointly extends wdi__GC.REV.XGRT (Total Revenues row) and wdi__GC.XPN.TOTL (Current+Capital Expenditure rows); one extends_chart_id per staging row, so those two are noted here rather than given separate rows since this is one integrated statement in the source. This is the only one of the Pahlavi expenditure tables with a CAPITAL expenditure line (others are current/ordinary-budget only) -- not directly comparable to the ministry-level current-only breakdowns without accounting for that scope difference (see README)."
pahlavi__century_indicators_bookend_1900_2006,"Macro/Demographic Bookend Snapshot: Population, Income, Life Expectancy, Literacy, Urbanization, Agriculture Share, Trade Ratio (1900 vs. 2006)",Demographics & Population,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/century_indicators_1900_2006.csv|esfahani-pesaran-2008-century-indicators,extends,wdi__SP.POP,1900 (rough estimate) vs. 2006,"Bundles 7 different macro/demographic concepts as a single two-point (1900, 2006) bookend table (Esfahani & Pesaran 2008, Table 1); this row's single extends_chart_id captures Population (wdi__SP.POP) as primary, but the file equally extends: wdi__NY.GDP.PCAP (per-capita income), wdi__SP.DYN.LE00 (life expectancy), wdi__SE.ADT.LITR (literacy rate, pop. 15+), wdi__SP.URB.TOTL.IN (urbanization rate), wdi__NV.AGR.TOTL (agriculture share of GDP), and wdi__NE.TRD.GNFS (trade/GDP ratio) -- all confirmed present in CHART_REGISTRY.csv. The unique contribution is the single 1900 anchor point, decades before WDI/Maddison's own Iran coverage begins for most of these series (WDI Population/GDP-per-capita start 1960). 1900 values are explicitly labeled rough estimates by the source (several carry a '?' or '<' marker, preserved in notes) -- treat as order-of-magnitude anchors, not precise data points. See pahlavi__century_indicators_world_rank_1900_2006 (this file's other row) for the world-rank sub-statistics, split out as status=new."
pahlavi__century_indicators_world_rank_1900_2006,"Iran's World Rank in Population, Per-Capita Income & Life Expectancy (1900 vs. 2006)",Demographics & Population,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/century_indicators_1900_2006.csv|esfahani-pesaran-2008-century-indicators,new,,1900 (rough estimate) vs. 2006,"The same source file's 'rank in the world' and 'out of (N countries ranked)' rows -- a fundamentally different statistic TYPE (Iran's relative cross-country standing, not a level or growth rate) that no existing chart_id in CHART_REGISTRY.csv tracks at any granularity. Split out from the level-bookend row above because it doesn't extend any existing chart's time range or concept -- it's a new angle entirely."
pahlavi__fiscal_system_narrative_indicators_1921_79,"Fiscal-Structure Narrative Indicators: Tax Mix, Oil-Revenue Share, Expenditure Shares (1920-1977)",Government Finance,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/fiscal_system_narrative_indicators_1921_79.csv|iranica-fiscal-system-narrative-1921-1979,new,,"1920-1977 (irregular: single years, multi-year periods, decade averages as stated in source prose)","Iran-specific fiscal-structure indicators transcribed from Encyclopaedia Iranica's narrative prose (citing Bharier 1971, Karshenas 1990): direct/indirect tax shares of revenue, CUSTOMS-REVENUE-AS-RATIO-OF-DUTIABLE-IMPORTS, OIL-REVENUE SHARE OF BUDGET, effective tax rates on property/corporate income and on wages, development-project share of expenditure, First Seven-Year Plan financing splits. None of these are tracked by any existing chart_id, WDI's GC.* group included -- WDI has no 'oil revenue as % of government budget' indicator for Iran at any year, which is arguably the single most economically important fiscal fact about 20th-century Iran. NOT an annual series (irregular points, several values are themselves ranges e.g. '10-16 percent' or approximate e.g. '~100' exactly as Iranica states them) -- do not average a stated range to a point estimate."
pahlavi__government_revenue_summary_1962_72,Government Revenue by Category (FY1962/63-1971/72),Government Finance,pahlavi-era-primary-extraction,,pahlavi_government_finance_series/government_revenue_summary_1962_72.csv|wb1971-table5.2-government-revenue-summary,extends,wdi__GC.REV.XGRT,FY1962/63-1971/72 (incl. budget-estimate/revised-estimate/draft-budget columns for 1970/71-1971/72),"Almost entirely fills the pre-1972 gap in WDI's Iran GC.REV.XGRT coverage (WDI starts 1972; this table runs through FY1971/72, ending exactly at the WDI boundary). Overlaps in time with pahlavi__central_govt_operations_summary_1962_73's 'Total Revenues' rows (1962-1971) but the two multi-year tables' totals do NOT agree exactly (e.g. FY1969/70: 143.9bn vs 150.4bn rials for the same nominal year, per README) -- kept as two distinct report vintages, not merged into one reconciled figure. Direct/indirect tax and oil revenue breakdown by category."
pahlavi__monetary_aggregates_movements_1963_73,"Money & Quasi-Money Component Movements, Year-over-Year Flows (FY1963-1973)",Financial Sector (Monetary),pahlavi-era-primary-extraction,,pahlavi_government_finance_series/monetary_aggregates_movements_1963_73.csv|wb1974-table7.1-movements-monetary-aggregates,new,,FY1963-1973,"Money-supply FLOW (year-over-year change) detail by component (domestic assets net, foreign assets net, other items net) -- not a level series, so not directly comparable to WDI's FM.LBL.BMNY level chart even where the years overlap (WDI Iran coverage 1960-2016, fully overlapping this file's span). Per README, this is the 1974-vintage 'later/extended re-run of the same flow concept' as pahlavi__money_quasi_money_changes_1965_71 below -- the two overlap 1965-1971 and should be treated as two vintages of the same underlying flow concept, not summed or reconciled to one number."
