chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
dams_of_iran_technical_economic_specs_1971,Major Reservoir Dams of Iran — Technical & Economic Specifications,Infrastructure (Dams & Water),pahlavi-era-primary-extraction:wb1975water-major-dams-specifications-1971,,major_dams_specifications_1971.csv,new,,up to end of 1971,"19 dams (12 constructed, 2 under construction, 5 under study) with height, reservoir capacity, generator capacity, irrigated area, year operational, and cost by dam. No existing chart_id in CHART_REGISTRY.csv covers dam-level infrastructure at all -- WDI's hydro indicators (wdi__EG.ELC.HYRO) are % of national electricity mix, not by-dam engineering/cost specs, a fundamentally different granularity. Includes the Dez Dam and Sefid Rud/Karaj/Latian/Zayandehrud dams also profiled individually elsewhere in this batch."
diversion_dams_of_iran_specifications_1937_1967,Small-Scale Irrigation Diversion Dams of Iran — Specifications,Infrastructure (Dams & Water),pahlavi-era-primary-extraction:wb1975water-diversion-dams-specifications,,diversion_dams_specifications_1937_1967.csv,new,,1937-1967,"15 low-head diversion structures (crest length, height, cultivated area, utilization date) -- distinct dam category from the major reservoir dams above (no storage/hydropower, irrigation-diversion only). New topic, no existing chart_id."
iran_reservoir_water_control_forecast_by_zone,"Reservoir Water Control & Public Water Supply Forecast, by Regional Zone (4th/5th Plan)",Infrastructure (Dams & Water),pahlavi-era-primary-extraction:wb1975water-reservoir-water-control-forecast-by-zone,,reservoir_water_control_forecast_4th_5th_plan.csv,new,,4th Plan (1968-72) end-point + 5th Plan (1973-77) forecast,"Water controlled (Mm3) and public-sector supply split (cities/industry vs agriculture) across 10 regional zones. Different granularity from WDI's national-aggregate freshwater indicators (wdi__ER.H2O.FWTL etc.) -- this is sub-national and plan-period-forecast, not a simple time series extension of those aggregates, so treated as new rather than extends."
dez_dam_project_economics_1960,"Dez Multipurpose Project — Key Parameters & Cost Breakdown (World Bank Appraisal, 1960)",Infrastructure (Dams & Water),pahlavi-era-primary-extraction:wb1960dez-project-key-parameters,pahlavi-era-primary-extraction:wb1960dez-dam-power-cost-estimate,dez_dam_key_parameters_1960_appraisal.csv|dez_dam_cost_estimate_by_component_1960.csv,new,,1957 conception - 1974/1984 forward targets,"Combines the two Dez Dam processed files (engineering/investment/schedule parameters + line-item cost breakdown by component) into one project-economics chart concept, per the task brief's explicit request to keep Dez project-economics detail as its own entry separate from the general dams comparative table above (which also includes one Dez summary row). Dez Dam = the dam listed as 'Mohammad Reza Shah-e-Pahlavi' in the comparative dams table."
ghazvin_project_economics_appraisal_vs_actual_1967_1978,Ghazvin (Qazvin) Area Development Project — Appraisal vs. Audited Actual Outcomes,Infrastructure (Dams & Water),pahlavi-era-primary-extraction:wb1967ghazvin-project-cost-and-parameters,pahlavi-era-primary-extraction:wb1978ghazvin-project-completion-outcomes,ghazvin_project_appraisal_cost_parameters_1967.csv|ghazvin_project_completion_audit_1978.csv,new,,"1962 conception - 1977 audit (appraised 1967, loan-closed 1974)","Combines the 1967 appraisal (planned cost/financing/parameters) with the 1978 completion audit (actual cost/loan disbursement/economic rate of return) into one before-and-after project-economics chart, per the task brief's explicit request. Rare instance in this project's holdings of an AUDITED actual-vs-planned outcome (rate of return collapsed from appraised 10% to ~0%) rather than just appraisal-stage projections."
iran_chromite_production_1961_1980,Chromite (Chrome Ore) Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Chromite (gross weight)),"bgs_wms_iran_crosscheck_1970_1974.csv (Chrome ore); usgs_comparator_argentina_turkey_metals_1968_1970.csv (Turkey has a chromite row for comparison, Argentina's is mostly NA)",iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)","USGS is primary; BGS provides an independent cross-check for 1970-74 with ONE real disagreement flagged (1970: BGS 220,000t vs USGS 120,000t; 1974: BGS 140,000t vs USGS 175,000t) -- both kept as separate lines per this project's overlapping-disagreeing-sources rule, not resolved to one number."
iran_copper_production_by_stage_1961_1980,"Copper Production — Mine Output, Smelter Output & Refined",Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Copper'),usgs_iran_commodity_narrative_highlights_1965_1980.csv (Sar Cheshmeh narrative rows provide qualitative context for the 1973-80 production jump),iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)","3 processing stages bundled as one chart (mine/smelter/refined all present as separate 'commodity' values in the same source table) -- Iran's copper mine output jumps from ~600-5,000t/yr pre-1976 to 6,000-20,000t by 1977-78 as Sar Cheshmeh ramps up, then collapses to 3,600t by 1980 (revolution/foreign-personnel withdrawal). BGS's Copper production table was checked and has NO Iran row for 1970-74 (see mining series README)."
iran_iron_ore_production_1961_1980,Iron Ore Production (Gross Weight),Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Iron ore'),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)","1968-1970 rows carry a preserved unit ambiguity (metric tons vs thousand metric tons, flagged not resolved -- see mining series README). BGS's Iron Ore table was checked and has NO Iran row for 1970-74."
iran_pig_iron_production_1973_1980,Pig Iron Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Pig iron),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,1973-1980,"Only appears in USGS from 1973 onward (Isfahan/Aryamehr steel complex startup) -- no earlier data exists in this project's holdings, a real gap not a search failure."
iran_crude_steel_production_1973_1980,Crude Steel Production,Mining & Minerals Production,"usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Steel, crude)","imidro_capacity_growth_since_2002.csv (modern capacity bridge: 8 million t/yr capacity by 2002/03 vs this series' 1980 endpoint of 700,000t ACTUAL output)",iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,1973-1980 (+ 2002/03 and 2021/22 capacity bridge points),"Directly connects to the Isfahan Steel Mill narrative in pahlavi_industry_series/isfahan_steel_idro_capital_goods_1972.csv (planned 750,000t stage-1 capacity by mid-1972) and usgs_iran_commodity_narrative_highlights (1975: Aryamehr complex operational at 750,000t capacity but actual 1975 crude-steel OUTPUT only 600,000t; 1980: output less than half of 1.5M capacity due to coking-coal supply problems) -- capacity vs. actual-output distinction preserved, not conflated."
