chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
iran_insurance__market_earned_premium_incurred_loss_1379_1391,"Iranian Insurance Market: Earned Premium, Incurred Loss & Loss Ratio",Financial Sector / Insurance,bimeh-markazi-iran,,iran_insurance_series/market_earned_premium_incurred_loss_1379_1391.csv,new,,1379-1391 (2000-2013),Genuinely new category for this project: whole-market insurance premiums/losses. 13-year series built from 5 overlapping annual-report editions; multiple editions per year kept (not reconciled) where they differ slightly.
iran_insurance__market_direct_premium_1379_1384,Iranian Insurance Market: Direct Premium Written & Growth Rate,Financial Sector / Insurance,bimeh-markazi-iran,,iran_insurance_series/market_direct_premium_1379_1384.csv,new,,1379-1384 (2000-2005),
iran_insurance__premium_loss_by_class_1383_1389,"Iranian Insurance Market: Premium & Loss by Insurance Class (Fire, Motor, Health, etc.)",Financial Sector / Insurance,bimeh-markazi-iran,,iran_insurance_series/market_premium_loss_by_insurance_class.csv,new,,"1383-1384, 1388-1389","Two 2-year clusters, not continuous. Class naming/grouping shifts between editions, preserved as printed."
iran_insurance__sales_network_1382_1391,"Iranian Insurance Market: Sales Network (Companies, Branches, Brokers, Agents, Policies, Claims)",Financial Sector / Insurance,bimeh-markazi-iran,,iran_insurance_series/sales_network_by_year.csv,new,,1382-1391 (2003-2013),
iran_insurance__companies_by_ownership_1385_1391,Iranian Insurance Companies by Ownership Type (State vs. Private) & Employment,Financial Sector / Insurance,bimeh-markazi-iran,,iran_insurance_series/companies_by_ownership_type.csv,new,,1385-1391 (2006-2013),Shows the market's privatization trajectory: 4 state/15 private in 1385 to 1 state/26 private by 1391.
iran_insurance__bmi_own_financial_highlights_1386_1391,Bimeh Markazi Iran (Reinsurer) Own Financial Highlights,Financial Sector / Insurance,bimeh-markazi-iran,,iran_insurance_series/bmi_own_financial_highlights.csv,new,,1386-1391 (2007-2013),"The reinsurer's own balance sheet/P&L, not whole-market data -- roughly 1/3 the scale of the whole market's premium figures, see README caveat."
iran_provincial__gdp_value_added_share_1393_1401,"GDP & Sectoral Value-Added Share by Province (Agriculture, Mining, Industry, Services)",Macro / National Accounts,sci-provincial-standing-indicators,,iran_provincial_indicators_series/gdp_value_added_share_by_province_1393_1401.csv,extends,wdi__NY.GDP.MKTP,1393-1401 (2014-2023),"Adds provincial-breakdown depth (31 provinces + national total) to WDI's national-only GDP concept; WDI carries no subnational GDP series for Iran at all. Combines 2 overlapping SCI yearbook editions, both kept."
iran_provincial__gdp_per_capita_excl_oil_1393_1397,Non-Oil GDP Per Capita by Province,Macro / National Accounts,sci-provincial-standing-indicators,,iran_provincial_indicators_series/gdp_per_capita_excl_oil_by_province_1393_1397.csv,new,,1393-1397 (2014-2018),
iran_provincial__government_budget_execution_1397_1401,Government Current & Capital Budget Execution Share by Province,Government Finance,sci-provincial-standing-indicators,majlis-historical-budget-laws,iran_provincial_indicators_series/government_budget_execution_share_by_province.csv,new,,1397-1401 (2018-2023),Complements this project's national-level Majlis budget-law series with a provincial spending-distribution breakdown.
iran_provincial__financial_markets_insurance_1397_1401,"Financial Markets Indicators by Province (Bank Loan/Deposit Ratio, Insurance Premium/Claims/Per-Capita)",Financial Sector / Insurance,sci-provincial-standing-indicators,bimeh-markazi-iran,iran_provincial_indicators_series/financial_markets_insurance_by_province.csv,new,,1397-1401 (2018-2023),Directly complements the national-level Bimeh Markazi insurance series with a provincial breakdown of premium/claims share and per-capita premium.
iran_provincial__industry_workshops_1396_1400,Industrial Production Value & Workshop Count Share by Province (10+ Employee Workshops),Industry / Value Added by Sector,sci-provincial-standing-indicators,,iran_provincial_indicators_series/industry_workshops_by_province.csv,new,,1396-1400 (2017-2021),
iran_provincial__mining_production_value_1397_1401,Value of Mine Production Share by Province,Industry / Value Added by Sector,sci-provincial-standing-indicators,imidro-iran;usgs-minerals-yearbook,iran_provincial_indicators_series/mining_production_value_share_by_province.csv,new,,1397-1401 (2018-2023),"Complements iran_mining_series/ (commodity-based, national-level) with a geographic breakdown."
iran_provincial__foreign_investment_1398_1400,Foreign Investment Value by Province,Trade & Investment,sci-provincial-standing-indicators,,iran_provincial_indicators_series/foreign_investment_by_province.csv,new,,1398-1400 (2019-2021),"1401-1402 rows dropped -- source shows literal placeholder '000' for those years (data not yet available at publication), not real zeros."
iran_energy__national_balance_1386_1394,"Iran National Energy Balance Sheet: Production, Supply & Consumption by Fuel Type and Sector",Energy,iran-data-portal,,iran_energy_data_portal_series/national_energy_balance_1386_1394.csv,new,,1386-1394 (2007/08-2015/16),"Newly extracted from a 596pp Ministry of Energy report's retrospective annex. Full national energy balance by 8-9 fuel carriers (oil, gas, coal, renewables, hydro, solar/wind, nuclear from 1390, electricity) and by end-use sector -- no equivalent multi-fuel balance-sheet concept elsewhere in this project (WDI's EG.EGY.PRIM.PP is an intensity ratio, not a physical balance)."
iran_energy__oil_production_exports_quarterly_2000_2016,"Iran Oil Production & Exports, Quarterly (CBI)",Energy,iran-data-portal,owid,iran_energy_data_portal_series/oil_production_exports_quarterly_2000_2016.csv,extends,owid__oil_production_volume,2000q2-2016q3,Adds quarterly granularity (vs. OWID's annual) plus an export series (OWID/most sources only carry production) and an Iranian-calendar crosswalk.
iran_energy__natural_gas_consumption_1370_1385,"Natural Gas Consumption: Flared, Delivered to NIGC, Injection",Energy,iran-data-portal,,iran_energy_data_portal_series/natural_gas_consumption_1370_1385.csv,new,,"1370-1385 (1991-2006, gap years)",
iran_energy__oil_products_imports_1370_1385,"Oil Product Imports by Type (Motor Spirit, Kerosene, Gas Oil, Aviation Spirit)",Energy,iran-data-portal,,iran_energy_data_portal_series/oil_products_imports_1370_1385.csv,new,,"1370-1385 (1991-2006, gap years)",Shows Iran's gasoline-import dependence emerging post-1380 while kerosene/diesel imports collapse to zero as domestic refining catches up.
iran_energy__npc_petrochemical_production_1375_1385,National Petrochemical Company Production by Category,Energy,iran-data-portal,,iran_energy_data_portal_series/npc_petrochemical_production_1375_1385.csv,new,,"1375-1385 (1996-2006, gap years)",
iran_pmi__whole_economy_fy1403,"Iran Purchasing Managers' Index (PMI), Whole Economy, Monthly with 13-Component Breakdown",Business Cycle Indicators,iccima-iran,,iran_iccima_pmi_series/pmi_yearbook_fy1403_by_sector.csv (sector_table = Whole Economy),new,,FY1403 (March 2024-March 2025),"The only genuinely high-frequency, forward-looking Iranian economic indicator in this database -- almost everything else is annual. ISM/S&P-Global-style methodology, 50=no-change threshold."
iran_pmi__sectoral_fy1403,Iran Purchasing Managers' Index (PMI) by Manufacturing Sub-Sector (13 sectors),Business Cycle Indicators,iccima-iran,,iran_iccima_pmi_series/pmi_yearbook_fy1403_by_sector.csv (13 sub-sectors excl. Whole Economy),new,,FY1403 (March 2024-March 2025),"Rubber & plastics, petroleum & gas products, textiles, machinery & appliances, non-metallic minerals, basic metals, food, chemicals, wood/paper/furniture, motor vehicles, apparel & leather, other manufacturing, plus the Manufacturing-sector aggregate. Genuinely granular real-time sectoral data, first of its kind in this project."
iran_pmi__monthly_bulletin_late1404_early1405,"Iran PMI Whole Economy, Monthly Bulletins (Seasonally-Adjusted & Not), Recent Months",Business Cycle Indicators,iccima-iran,,iran_iccima_pmi_series/pmi_monthly_series.csv,extends,iran_pmi__whole_economy_fy1403,Aban 1404-Ordibehesht 1405 (Oct 2025-May 2026),"Picks up close to where the FY1403 yearbook series ends (real ~7-month gap in between, not filled). Adds seasonally-adjusted cut not present in the yearbook table. Includes a striking data point: headline PMI collapsed to 22-25 in Esfand 1404, by far the lowest reading in either PMI file."
iran_bizenv__national_index_1398_1404,Iran National Business Environment Monitoring Index (Annual & Quarterly),Business Cycle Indicators,iccima-iran,,iran_iccima_pmi_series/business_environment_national_index.csv,new,,1398-1404 (2019-2026),Worse-is-higher 1-10 survey-based obstacle index. Only 8 clean tabulated points extracted; source also has a ~36-quarter chart back to 1396 not individually digit-read (see README).
iran_mimt__daily_bulletin_panel_1399,"MIMT Daily Bulletin: Permits, Licenses & E-Commerce Transaction Panel (5 days)",Industry / Value Added by Sector,mimt-iran,,iran_industry_ministry_series/mimt_daily_bulletin_panel_1399.csv,new,,14-21 Bahman 1399 (2-9 Feb 2021),"Thin, honestly-disclosed: 5 real single-day operational/administrative observations (permits, licenses, e-signatures, industrial-park land contracts), not a macro time series. Numbers required visual re-verification -- pdftotext digit-corrupted this specific source (see README)."
iran_unido_cip__iran_subindicators_2010_2014,"Iran UNIDO Competitive Industrial Performance (CIP) Index, Rank & 8 Sub-Indicators",Industry / Value Added by Sector,mimt-iran,unido.org,iran_industry_ministry_series/unido_cip_iran_subindicators_2010_2014.csv,new,,2010-2014,"UNIDO's composite industrial-competitiveness rank/score (out of 135-144 countries, denominator grows each year) plus MVA-per-capita, export-per-capita, tech-share, and world-share sub-indicators -- not otherwise in this database (WDI's manufacturing-VA-share-of-GDP is a component but the composite CIP score itself is additive)."
iran_unido_cip__regional_comparison_2010_2014,"UNIDO Competitive Industrial Performance (CIP) Rank & Score, Iran vs. Regional Economies",Industry / Value Added by Sector,mimt-iran,unido.org,iran_industry_ministry_series/unido_cip_regional_comparison_2010_2014.csv,new,,2010-2014,"Israel, Turkey, Saudi Arabia, UAE, Bahrain, Kuwait, Oman, Kazakhstan, Qatar, Iran, Egypt. See README for a source-side country-label note (one row labeled per IRI official terminology, neutral common-name column added)."
iran_imidro__production_performance_2011_2015,"IMIDRO Subsidiary Production Performance vs. Budget vs. Plan (Steel, Copper, Aluminum, Coal, Iron Ore)",Industry / Value Added by Sector,imidro-iran,usgs-minerals-yearbook,iran_mining_series/imidro_production_performance_2011_2015.csv,new,,FY2011/12-2014/15,Fills the gap between the Pahlavi-era USGS series (ending 1980) and the previously-registered 2002/03 and 2021/22 IMIDRO snapshots (see iran_mining_capacity_growth_since_2002).
iran_imidro__sales_export_by_group_2011_2015,IMIDRO Subsidiary Sales & Export Volume/Value by Industrial Group,Trade & Investment,imidro-iran,,iran_mining_series/imidro_sales_export_by_group_2011_2015.csv,new,,FY2011/12-2013/14,"Includes a documented source-side unit-labeling inconsistency between two IMIDRO annual-report editions for the same underlying export figures -- both preserved, see README."
