chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
ussr_russia_cia_gnp_by_sector_1950_1987,"USSR GNP by Sector of Origin (CIA estimate, 1982 rubles)",Macro / National Accounts,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_gnp_by_sector_1950_1987.csv,new,,1950-1987,"CIA/JEC reconstruction of Soviet GNP by sector (industry, construction, agriculture, transport, communications, trade, services, military personnel, other), billion 1982 rubles at factor cost. Comparator-country-only chart, no Iran data -- no existing chart_id concept in CHART_REGISTRY.csv covers this (WDI has no USSR/pre-1991-RUS coverage at all). Keep methodologically separate from narkhoz_national_economy_index_1913_1989 (official Soviet statistics) below -- the two series are known to diverge, see README."
ussr_russia_cia_gnp_by_end_use_1950_1987,"USSR GNP by End Use — Consumption, Investment, Government (CIA estimate, 1982 rubles)",Macro / Expenditure & Trade Aggregates,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_gnp_by_end_use_1950_1987.csv,new,,1950-1987,"Same source/table family as ussr_russia_cia_gnp_by_sector_1950_1987 but by end-use (consumption/investment/other government incl. defense) rather than by sector of origin -- distinct chart concept, kept separate per this project's sector-vs-end-use convention used elsewhere for GDP breakdowns."
ussr_russia_cia_consumption_population_1950_1987,USSR Consumption Per Capita & Population (CIA estimate),Demographics & Population,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_consumption_population_1950_1987.csv,new,,1950-1987,CIA reconstruction of Soviet consumer-goods/consumer-services/total consumption per capita (1982 established-price rubles) plus USSR population time series. No Iran data; comparator context for living-standards comparisons.
ussr_russia_cia_gnp_growth_defense_narrative,USSR GNP Growth & Defense-Spending Burden — CIA Assessment Timeline,Military Expenditure,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_gnp_growth_and_defense_narrative.csv,new,,1951-1989,"Long-format timeline of CIA-cited GNP growth rates, defense-share-of-GNP figures, and defense-spending growth rates, each row citing its originating CIA/JEC document and approximate page -- includes the explicit Soviet-official-vs-CIA growth comparison for 1981-85/1986/1987. Not a single clean numeric series (mixed vintages/definitions per row) so charting this requires picking a sub-slice by indicator; documented as a timeline/citation table, directly analogous to this project's existing CIA Iran assessment narrative entries."
ussr_us_gnp_pct_comparison_1960_1983,Soviet GNP as % of US GNP (CIA geometric-mean estimate),Macro / National Accounts,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_gnp_pct_of_us_gnp_1960_1983.csv,new,,1960-1983,"6-point series (1960,65,70,75,80,83) from the CIA's own published 'Figure 1' bar chart. Geometric-mean-of-ruble-and-dollar-valuation methodology -- NOT directly comparable to ussr_us_gnp_ruble_valuation_1960_1981 below, which uses ruble valuation only and shows a materially lower ratio; see README methodological note."
ussr_us_gnp_ruble_valuation_1960_1981,"USSR vs US Total GNP, Ruble Valuation (CIA estimate, 1970 rubles)",Macro / National Accounts,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_us_gnp_ruble_valuation_1960_1981.csv,new,,1960-1981,"USSR and US total GNP in a single (ruble) price system, billion 1970 rubles, plus USSR/US ratio -- from a different, lower-resolution scanned CIA source (DOC_0000498181) than the geometric-mean Figure 1 series. US-side values independently sanity-checked against known US recession years (1970, 1974-75, 1980), all of which show up correctly as dips."
ussr_us_defense_spending_ruble_valuation_1960_1981,"USSR vs US Defense Spending, Ruble Valuation (CIA estimate, 1970 rubles)",Military Expenditure,ussr-russia-historical:cia-soviet-economy-assessments,,cia_soviet_us_defense_spending_ruble_valuation_1960_1981.csv,new,,1960-1981,"Same Table 5 source as ussr_us_gnp_ruble_valuation_1960_1981. Shows the well-documented Cold War crossover where Soviet defense spending (ruble valuation) exceeds the US from the early 1970s onward (ratio >100%). One cell (USSR 1966) is blank -- illegible on the source scan, not guessed."
ussr_russia_narkhoz_national_economy_index_1913_1989,"USSR Official National-Economy Development Indices (Narodnoe khozyaistvo SSSR, multiple bases)",Macro / National Accounts,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,,narkhoz_national_economy_index_1913_1989.csv,new,,1913-1989,"OFFICIAL SOVIET STATISTICS (as opposed to the ussr_russia_cia_* CIA-reconstruction entries above) -- national income, industrial output (by group A/B), agricultural output, capital investment, labor productivity, etc., as index numbers on several overlapping base years drawn from 4 different yearbook editions (1956/65/75/89). The single richest table (1975 ed., base 1913=1) spans the full Stalin-to-Brezhnev era in one consistent series. This is the pre-1991 command-economy comparator this task brief specifically called out as a gap; no existing chart_id in CHART_REGISTRY.csv is remotely comparable."
ussr_russia_narkhoz_population_1913_1956,"USSR Population, Urban/Rural (official Soviet statistics)",Demographics & Population,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,,narkhoz_population_1913_1956.csv,new,,1913-1956,"Official Soviet population figures (total/urban/rural) for 5 benchmark years including two 1913 rows under different border definitions, as printed in the 1956 yearbook."
ussr_russia_narkhoz_grain_harvest_index_1950_1956,USSR Grain & Technical-Crop Harvest Index (official Soviet statistics),Agriculture Production,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,,narkhoz_grain_harvest_index_1950_1956.csv,new,,1950-1956,"Gross harvest index (wheat, corn, sunflower, sugar beet, raw cotton, flax), base 1950=100, official Soviet statistics."
ussr_russia_narkhoz_livestock_products_index_1950_1956,USSR Livestock Product Output Index (official Soviet statistics),Agriculture Production,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,,narkhoz_livestock_products_index_1950_1956.csv,new,,1950-1956,"Meat/milk/wool/egg output index, base 1950=100, official Soviet statistics."
ussr_russia_narkhoz_livestock_headcount_1916_1956,"USSR Livestock Headcount — Cattle, Pigs, Sheep & Goats (official Soviet statistics)",Agriculture Production,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,,narkhoz_livestock_headcount_1916_1956.csv,new,,1916-1956,"Million head, all farm categories, mostly annual. Directly documents the 1930-33 collectivization-era livestock collapse (cattle 50.6M in 1930 to 33.5M in 1933) from the Soviet Union's own later official statistics -- a historically significant, source-attributed data point on a contested episode, presented per this project's neutrality policy (official figure, not an advocacy-outlet claim)."
ussr_russia_narkhoz_1932_five_year_plan_farm_machinery,USSR First Five-Year Plan Agricultural Machinery Output (1928/29-1932 plan target),Industry / Value Added by Sector,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,,narkhoz_1932_five_year_plan_farm_machinery.csv,new,,1928/29-1932,"Seeders/cultivators/harrows/binders/combines/threshers production, actuals through 1931 plus the 1932 plan target, from the contemporaneous 1932 'Narodnoe khoziaistvo SSSR' journal (not the later fixed yearbook series) -- directly responds to this task brief's call for 'Five-Year Plan targets/actuals.'"
ussr_russia_imperial_population_by_region_1858_1910,Imperial Russia Population by Region (Tsarist-era official statistics),Demographics & Population,ussr-russia-historical:imperial-russia-statistical-yearbook,,imperial_russia_population_by_region_1858_1910.csv,new,,1858-1910,"PRE-SOVIET baseline -- population of the Russian Empire by region (European Russia, Vistula/Congress-Poland, Caucasus, Siberia, Central Asia, Finland) at 4 benchmark dates (1858 tax revision, 1897 census, 1904 and 1910 administrative estimates). Genuinely rare pre-1917 comparator data per this task brief; do not confuse with the Soviet-era narkhoz_population_1913_1956 entry above -- different statistical apparatus, different territory definitions in places."
ussr_russia_imperial_international_population_comparison,"Imperial Russia vs. Other Great Powers, Population (Tsarist-era official statistics)",Demographics & Population,ussr-russia-historical:imperial-russia-statistical-yearbook,,imperial_russia_international_population_comparison.csv,new,,"1904, 1910","The Russian Empire's own published international population ranking vs. USA/Germany/Austria-Hungary/UK/France/Italy and 8 smaller European states plus Japan, at 2 benchmark dates."
ussr_russia_imperial_population_density_comparison,"Imperial Russia vs. Other Great Powers, Population Density (Tsarist-era official statistics)",Demographics & Population,ussr-russia-historical:imperial-russia-statistical-yearbook,,imperial_russia_population_density_comparison.csv,new,,"1904, 1910","Persons per square verst, same country set as the population-comparison entry -- illustrates Russia's low density despite its large total population, a recurring theme in the source yearbooks' own narrative text."
ussr_russia_imperial_foreign_trade_1897_1908,Imperial Russia Total Foreign Trade (Tsarist-era official statistics),Trade (Goods),ussr-russia-historical:imperial-russia-statistical-yearbook,,imperial_russia_foreign_trade_1897_1908.csv,new,,1897-1908,"Total imports/exports in rubles, 1897-1902 (annual, printed grand totals) and 1908 (by European/Finnish/Asian border section, summed to an all-borders total by us -- flagged in the CSV's notes column since no single printed grand-total cell was captured)."
