country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1973,57,percent,demographics_population_rural_population_share,Demographics & Population — Rural population share,frus-iran-1973-76-oil-boom-era,as of 1973,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 1 (Jan 9 1973), PDF p.56]"
IRN,Iran,1973,35,percent,demographics_population_literacy_rate,Demographics & Population — Literacy rate,frus-iran-1973-76-oil-boom-era,as of 1973,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 1 (Jan 9 1973), PDF p.56]"
IRN,Iran,1974,"some 16,000",count,demographics_population_americans_resident_in_iran,Demographics & Population — Americans resident in Iran,frus-iran-1973-76-oil-boom-era,as of Dec 1974,"Approximately 13,000 of whom live in Tehran, a city of about 3.5 million. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 92 (Dec 16 1974), PDF p.321]"
IRN,Iran,1983,about 42,million,demographics_population_iran_s_projected_population_by_1983,Demographics & Population — Iran's projected population by 1983,frus-iran-1973-76-oil-boom-era,1983 (projected),"Growing about 3 percent a year, per Ansari, though Iran had a family-planning program aiming to reduce this. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 109 (March 4 1975), PDF p.367]"
IRN,Iran,1975,about 3,percent/year,demographics_population_iran_s_population_growth_rate,Demographics & Population — Iran's population growth rate,frus-iran-1973-76-oil-boom-era,"population growth rate, 1975","Per Ansari. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 109 (March 4 1975), PDF p.367]"
IRN,Iran,1980,"50,000",count,demographics_population_us_citizens_likely_to_be_in_iran_by_1980,Demographics & Population — US citizens likely to be in Iran by 1980,frus-iran-1973-76-oil-boom-era,by 1980 (projected),"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 121 (May 9 1975), PDF p.401]"
IRQ,Iraq,1975,"11 million (25% Sunni Arab, 20% Kurd, 50% Shiah Arab per main text; footnote gives 70.9% Arab/18.3% Kurd/0.7% Assyrian/2.4% Turkmen/7.7% other ethnically, 50% Shiah/40% Sunni/8% Christian/2% other religiously)",count and percent,demographics_population_iraq_population_and_ethnic_composition,Demographics & Population — Iraq population and ethnic composition,frus-iran-1973-76-oil-boom-era,undated (mid-1970s),"Main-text and footnote breakdowns use different category schemes (sectarian-geographic vs. ethnic/religious); both preserved as printed, not reconciled. Footnote sourced to Factbook estimates; no recent census existed in Iraq at the time. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.897]"
IRQ,Iraq,1976,65,percent,demographics_population_iraq_national_illiteracy_rate,Demographics & Population — Iraq national illiteracy rate,frus-iran-1973-76-oil-boom-era,as of mid-1970s,"Probably higher among women, per the source. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.930]"
IRQ,Iraq,1975,"60,000",count,demographics_population_shiahs_deported_from_iraq_to_iran_shortly_before_the_baghdad_tehran_accord,"Demographics & Population — Shiahs deported from Iraq to Iran, shortly before the Baghdad-Tehran accord",frus-iran-1973-76-oil-boom-era,shortly before mid-1970s accord,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.930]"
IRQ,Iraq,1976,59,percent,demographics_population_iraq_population_share_under_19_years_of_age,Demographics & Population — Iraq population share under 19 years of age,frus-iran-1973-76-oil-boom-era,as of mid-1970s,"Of a population of 11 million. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 317 (undated, c.1976), PDF p.930]"
