country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,2005,56252,millions USD,merchandise_exports,Merchandise exports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2010,101316,millions USD,merchandise_exports,Merchandise exports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2015,70275,millions USD,merchandise_exports,Merchandise exports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2024,112556,millions USD,merchandise_exports,Merchandise exports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",2024 value is UNCTAD-estimated (marked 'e' in source).
IRN,Iran,2005,40041,millions USD,merchandise_imports,Merchandise imports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2010,65404,millions USD,merchandise_imports,Merchandise imports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2015,44937,millions USD,merchandise_imports,Merchandise imports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2024,69414,millions USD,merchandise_imports,Merchandise imports,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",2024 value is UNCTAD-estimated (marked 'e' in source).
IRN,Iran,2005,16211,millions USD,merchandise_trade_balance,Merchandise trade balance,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2010,35912,millions USD,merchandise_trade_balance,Merchandise trade balance,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2015,25338,millions USD,merchandise_trade_balance,Merchandise trade balance,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",
IRN,Iran,2024,43142,millions USD,merchandise_trade_balance,Merchandise trade balance,"UNCTADstat Maritime Country Profile: Iran, International Merchandise Trade table",2024 value is UNCTAD-estimated (marked 'e' in source).
