fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1955/56,1956,Ministry of War,Budgeted (by ministry/category),4500,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1956 (known gap), not converted"
1956/57,1957,Ministry of War,Budgeted (by ministry/category),5871,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1957 (known gap), not converted"
1957/58,1958,Ministry of War,Budgeted (by ministry/category),6036,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1958 (known gap), not converted"
1958/59,1959,Ministry of War,Budgeted (by ministry/category),8217,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1959 (known gap), not converted"
1959/60,1960,Ministry of War,Budgeted (by ministry/category),8217,million rials,,IRN,wb1960-table10-budgeted-expenditures,108.4752,497.1178,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1955/56,1956,Gendarmerie,Budgeted (by ministry/category),728,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1956 (known gap), not converted"
1956/57,1957,Gendarmerie,Budgeted (by ministry/category),997,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1957 (known gap), not converted"
1957/58,1958,Gendarmerie,Budgeted (by ministry/category),1191,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1958 (known gap), not converted"
1958/59,1959,Gendarmerie,Budgeted (by ministry/category),1941,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1959 (known gap), not converted"
1959/60,1960,Gendarmerie,Budgeted (by ministry/category),1940,million rials,,IRN,wb1960-table10-budgeted-expenditures,25.6106,117.3675,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1955/56,1956,Police,Budgeted (by ministry/category),841,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1956 (known gap), not converted"
1956/57,1957,Police,Budgeted (by ministry/category),1052,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1957 (known gap), not converted"
1957/58,1958,Police,Budgeted (by ministry/category),1125,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1958 (known gap), not converted"
1958/59,1959,Police,Budgeted (by ministry/category),1275,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1959 (known gap), not converted"
1959/60,1960,Police,Budgeted (by ministry/category),1524,million rials,,IRN,wb1960-table10-budgeted-expenditures,20.1188,92.2,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1955/56,1956,Ministry of Posts and Telegraphs,Budgeted (by ministry/category),390,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1956 (known gap), not converted"
1956/57,1957,Ministry of Posts and Telegraphs,Budgeted (by ministry/category),526,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1957 (known gap), not converted"
1957/58,1958,Ministry of Posts and Telegraphs,Budgeted (by ministry/category),726,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1958 (known gap), not converted"
1958/59,1959,Ministry of Posts and Telegraphs,Budgeted (by ministry/category),756,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1959 (known gap), not converted"
1959/60,1960,Ministry of Posts and Telegraphs,Budgeted (by ministry/category),866,million rials,,IRN,wb1960-table10-budgeted-expenditures,11.4323,52.3919,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1955/56,1956,Ministry of Education,Budgeted (by ministry/category),2111,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1956 (known gap), not converted"
1956/57,1957,Ministry of Education,Budgeted (by ministry/category),3584,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1957 (known gap), not converted"
1957/58,1958,Ministry of Education,Budgeted (by ministry/category),3895,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1958 (known gap), not converted"
1958/59,1959,Ministry of Education,Budgeted (by ministry/category),4128,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1959 (known gap), not converted"
1959/60,1960,Ministry of Education,Budgeted (by ministry/category),4500,million rials,,IRN,wb1960-table10-budgeted-expenditures,59.4059,272.2442,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1955/56,1956,Ministry of Agriculture,Budgeted (by ministry/category),309,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1956 (known gap), not converted"
1956/57,1957,Ministry of Agriculture,Budgeted (by ministry/category),400,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1957 (known gap), not converted"
1957/58,1958,Ministry of Agriculture,Budgeted (by ministry/category),481,million rials,,IRN,wb1960-table10-budgeted-expenditures,,,"no FX rate for 1958 (known gap), not converted"
