fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1963/64,1964,oil_exports,,464,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,oil_exports,,747,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,oil_exports,,642,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,oil_exports,,725,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,oil_exports,,857,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,oil_exports,,959,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,oil_exports,,1099,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,oil_exports,7-year compound annual growth rate,15,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,non_oil_exports,,138,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,non_oil_exports,,153,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,non_oil_exports,,181,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,non_oil_exports,,158,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,non_oil_exports,,182,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,non_oil_exports,,217,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,non_oil_exports,,245,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,non_oil_exports,7-year compound annual growth rate,12,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,services,,84,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,services,,78,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,services,,115,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,services,,119,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,services,,143,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,services,,175,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,services,,210,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,services,7-year compound annual growth rate,16,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,total_exports,,686,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,total_exports,,978,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,total_exports,,938,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,total_exports,,1002,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,total_exports,,1182,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,total_exports,,1351,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,total_exports,,1554,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,total_exports,7-year compound annual growth rate,15,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,imports_of_goods,,481,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,imports_of_goods,,684,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
