fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1963/64,1964,Foreign assets (net),,20.1,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2653,1.1223,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Foreign assets (net),,27.5,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.363,1.5044,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Foreign assets (net),,23.0,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.3036,1.2629,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Foreign assets (net),,20.5,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2706,1.1072,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Foreign assets (net),,18.5,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2442,0.9919,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Foreign assets (net),,12.8,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.169,0.6636,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Foreign assets (net),,9.4,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.1241,0.4789,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1963/64,1964,Public sector (net),,11.8,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.1558,0.6589,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Public sector (net),,4.1,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.0541,0.2243,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Public sector (net),,17.5,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.231,0.9609,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Public sector (net),,19.7,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2601,1.064,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Public sector (net),,32.2,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.4251,1.7265,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Public sector (net),,48.0,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.6337,2.4884,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Public sector (net),,65.5,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.8647,3.3373,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1963/64,1964,Claims on public sector,,33.2,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.4383,1.8538,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Claims on public sector,,39.6,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.5228,2.1663,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Claims on public sector,,45.7,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.6033,2.5093,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Claims on public sector,,51.7,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.6825,2.7923,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Claims on public sector,,71.3,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.9413,3.823,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Claims on public sector,,88.1,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,1.163,4.5672,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Claims on public sector,,115.3,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,1.5221,5.8747,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1963/64,1964,Claims on public sector,Treasury,17.0,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2244,0.9492,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Claims on public sector,Treasury,19.6,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2587,1.0722,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Claims on public sector,Treasury,21.4,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2825,1.175,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Claims on public sector,Treasury,20.7,billion rials (year-end stock level; 1 US$ = 75.7 rials per report),,IRN,wb1971-table6.1-monetary-survey,0.2733,1.118,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
