fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1962/63,1963,Direct Taxes,,4.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.062,0.2727,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,Direct Taxes,,5.9,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.0779,0.3294,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Direct Taxes,,5.4,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.0713,0.2954,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Direct Taxes,,8.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.1096,0.4557,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Direct Taxes,,9.2,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.1215,0.4969,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Direct Taxes,,10.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.1413,0.5737,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Direct Taxes,,13.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.1809,0.7102,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Direct Taxes,,16.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.2205,0.8509,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,Direct Taxes,,19.9,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71 (not the revised estimate, not an actual).",IRN,wb1971-table5.2-government-revenue-summary,0.2627,0.9738,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,Direct Taxes,,20.8,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision, not the original budget estimate, not a final actual).",IRN,wb1971-table5.2-government-revenue-summary,0.2746,1.0179,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
draft_budget_1971/72,1972,Direct Taxes,,24.6,billion rials (1 US$ = 75.7 rials per report),"DRAFT BUDGET for FY1971/72, not yet enacted at time of report -- not an actual or even a passed budget.",IRN,wb1971-table5.2-government-revenue-summary,0.3248,1.1312,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1962/63,1963,Indirect Taxes,,12.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.1677,0.7368,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,Indirect Taxes,,15.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.2-government-revenue-summary,0.2046,0.8655,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
