country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,2100,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1962,1000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1965v4,flag=revised
IRN,Iran,1963,3000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1964,3000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1965,3500,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1968,25000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1970v3,flag=revised
IRN,Iran,1969,35000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1970,36000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1970v3,flag=estimate
IRN,Iran,1973,22000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,30000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,36000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,40000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,40000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,30000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,20000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1980,20000,metric tons,manganese_ore_gross_weight,Manganese ore (gross weight),usgs-minerals-yearbook:MYB1980v3,
