country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1974,at least 10,billion USD,balance_of_payments_projected_additional_us_oil_import_cost_1974,"Balance of Payments — Projected additional US oil import cost, 1974",frus-iran-1973-76-oil-boom-era,"1974 (US assessment, Dec 1973)","[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 49 (Dec 29 1973), PDF p.208]"
IRN,Iran,1974,at least 23,billion USD,balance_of_payments_projected_additional_western_europe_oil_import_cost_1974,"Balance of Payments — Projected additional Western Europe oil import cost, 1974",frus-iran-1973-76-oil-boom-era,"1974 (US assessment, Dec 1973)","Comparator figure cited alongside US/Japan/developing-country impact estimates. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 49 (Dec 29 1973), PDF p.208]"
IRN,Iran,1974,at least 8,billion USD,balance_of_payments_projected_additional_japan_oil_import_cost_1974,"Balance of Payments — Projected additional Japan oil import cost, 1974",frus-iran-1973-76-oil-boom-era,"1974 (US assessment, Dec 1973)","Comparator figure cited alongside US/Western Europe impact estimates. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 49 (Dec 29 1973), PDF p.208]"
IRN,Iran,1974,at least 9,billion USD,balance_of_payments_projected_additional_developing_country_oil_import_cost_1974,"Balance of Payments — Projected additional developing-country oil import cost, 1974",frus-iran-1973-76-oil-boom-era,"1974 (US assessment, Dec 1973)","Comparator figure cited alongside US/Western Europe/Japan impact estimates. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 49 (Dec 29 1973), PDF p.208]"
IRN,Iran,1974,6.5,billion USD,balance_of_payments_france_balance_of_payments_deficit_forecast_1974,"Balance of Payments — France balance-of-payments deficit forecast, 1974",frus-iran-1973-76-oil-boom-era,1974 (OECD forecast),"OECD forecast, largely a function of 1973 oil price rises. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 66 (July 15 1974), PDF p.253]"
IRN,Iran,1974,7.5,billion USD,balance_of_payments_italy_balance_of_payments_deficit_forecast_1974,"Balance of Payments — Italy balance-of-payments deficit forecast, 1974",frus-iran-1973-76-oil-boom-era,1974 (OECD forecast),"OECD forecast. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 66 (July 15 1974), PDF p.253]"
IRN,Iran,1974,7.5,billion USD,balance_of_payments_japan_balance_of_payments_deficit_forecast_1974,"Balance of Payments — Japan balance-of-payments deficit forecast, 1974",frus-iran-1973-76-oil-boom-era,1974 (OECD forecast),"OECD forecast. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 66 (July 15 1974), PDF p.253]"
IRN,Iran,1974,11,billion USD,balance_of_payments_uk_balance_of_payments_deficit_forecast_1974,"Balance of Payments — UK balance-of-payments deficit forecast, 1974",frus-iran-1973-76-oil-boom-era,1974 (OECD forecast),"OECD forecast. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 66 (July 15 1974), PDF p.253]"
IRN,Iran,1974,32 (before oil price rise) -> about 40 (expected by end of 1974),billion USD,balance_of_payments_west_germany_s_foreign_exchange_reserves,Balance of Payments — West Germany's foreign exchange reserves,frus-iran-1973-76-oil-boom-era,pre-1973 vs end of 1974 (Amouzegar est.),"Cited by Amouzegar to argue reserves growth wasn't unique to OPEC. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 80 (Sept 26 1974), PDF p.287]"
IRN,Iran,1975,over 8,billion USD,balance_of_payments_iran_s_official_reserves_end_of_1974,"Balance of Payments — Iran's official reserves, end of 1974",frus-iran-1973-76-oil-boom-era,end of 1974,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 121 (May 9 1975), PDF p.398]"
