country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1986,200000,persons (about),trade_iraq_foreign_workers_reduced_by_currency_remittance_curbs,Trade — Iraq foreign workers reduced by currency-remittance curbs,cia-iran-iraq-gloomy-economic-prospects-1987,since late 1986,"Regulations curtailing the amount of money foreign workers were allowed to send out of Iraq caused about 200,000 of Iraq's 1.2 million foreign workers to leave, adversely affecting service industries and agriculture. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.8]"
IRN,Iran,1987,1.4,million barrels/day,oil_production_trade_iran_oil_exports_1987_estimate_under_moderate_iraqi_air_pressure,"Oil production & trade — Iran oil exports, 1987 estimate under moderate Iraqi air pressure",cia-iran-iraq-gloomy-economic-prospects-1987,1987 (estimate),"With only moderate Iraqi pressure through air attacks, Iranian oil exports in 1987 are estimated to average about 1.4 million b/d, somewhat less than in 1986. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.9]"
IRN,Iran,1986,1000000,barrels/day (no more than),oil_production_trade_iran_oil_exports_during_intensive_iraqi_air_attacks_aug_oct_1986,"Oil production & trade — Iran oil exports during intensive Iraqi air attacks, Aug-Oct 1986",cia-iran-iraq-gloomy-economic-prospects-1987,1986 (Aug-Oct),"If Iraq carries out repeated, systematic attacks, Iranian oil exports would be kept to no more than 1 million b/d, as during the intensive air attacks of August-October 1986. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.9]"
IRN,Iran,1987,2.25,million barrels/day,oil_production_trade_iran_opec_production_quota_1987,"Oil production & trade — Iran OPEC production quota, 1987",cia-iran-iraq-gloomy-economic-prospects-1987,,"With little or no Iraqi military pressure on Iran's oil exports/production, Iran would produce slightly above its OPEC quota of 2.25 million b/d, implying exports of 1.6-1.7 million b/d. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.9]"
IRN,Iran,1987,1.6-1.7,million barrels/day,oil_production_trade_iran_implied_oil_export_range_at_full_opec_quota_production,Oil production & trade — Iran implied oil export range at full OPEC-quota production,cia-iran-iraq-gloomy-economic-prospects-1987,,"Producing slightly above the 2.25 million b/d OPEC quota would imply Iranian oil exports of 1.6-1.7 million b/d absent Iraqi military pressure. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.9]"
IRN,Iran,1987,15,USD/barrel,oil_production_trade_assumed_iranian_crude_oil_price_1987_estimate,"Oil production & trade — Assumed Iranian crude oil price, 1987 estimate",cia-iran-iraq-gloomy-economic-prospects-1987,1987 (estimate),"Tehran's 1987 oil export revenue estimate assumes oil prices average $15 per barrel for Iranian crude. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.9]"
IRN,Iran,1987,20,percent lower (about),trade_iran_imports_change_1987_vs_1986,"Trade — Iran imports change, 1987 vs 1986",cia-iran-iraq-gloomy-economic-prospects-1987,1987 vs 1986,"Under the $15/barrel, 1.4 million b/d export scenario, Iran's 1987 imports are expected to be about 20 percent lower than 1986 as Iran maintains the deep import cuts begun mid-1986. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.9]"
IRN,Iran,1987,,USD billion (see notes),oil_production_trade_iran_iraq_oil_export_revenue_chart_scenario_notes,Oil production & trade — Iran-Iraq oil export revenue chart scenario notes,cia-iran-iraq-gloomy-economic-prospects-1987,1987 (scenario a: no Iraqi pressure/worst-case low prices combined in chart footnotes),"Figure 6 plots Iran/Iraq oil export revenues 1978-1987 as a line chart with only gridlines (no printed per-year data labels) except for the four 1987 scenario footnotes: (a) estimated; (b) oil price of $18/barrel; (c) oil price of $15/barrel; (d) oil price of $10/barrel. Left blank per no-guessing rule -- chart values not pixel-estimated; exact 1987 scenario dollar figures are captured separately via Table 1 (Iran) and Table 3 (Iraq) current-account tables on pp.14 and 18. [cite: CIA NESA 87-10025, Figure 6 ""Iran-Iraq Oil Export Revenues, 1978-87"" (line chart, billion US$; scenario years 87a/87b/87c/87d), May 1987, PDF p.10]"
IRN,Iran,1987,200000000,USD/year (at least),trade_cost_of_iran_s_oil_shuttle_maintenance_charter_fees_insurance,"Trade — Cost of Iran's oil shuttle (maintenance, charter fees, insurance)",cia-iran-iraq-gloomy-economic-prospects-1987,,"The cost of Iran's oil shuttle, which includes maintenance, charter fees, and insurance, is estimated at at least $200 million a year. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.10]"
IRN,Iran,1987,25,percent (about),trade_iran_nonoil_exports_1987_projected_rise,"Trade — Iran nonoil exports, 1987 projected rise",cia-iran-iraq-gloomy-economic-prospects-1987,,"Iran's nonoil exports are estimated to rise by about 25 percent in 1987 but will still account for less than 15 percent of total export revenues. [cite: CIA Directorate of Intelligence, NESA 87-10025, ""Iran-Iraq: Gloomy Economic Prospects"" (information as of 1 April 1987), May 1987, PDF p.10]"
