country_iso3,country_name,indicator_id,indicator_label,fred_series_id,year,date,value,unit,source_dataset
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1961,1961-01-01,14.2183,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1962,1962-01-01,12.9775,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1963,1963-01-01,14.8335,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1964,1964-01-01,16.4653,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1965,1965-01-01,15.9677,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1966,1966-01-01,17.2066,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1967,1967-01-01,17.8309,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1968,1968-01-01,19.0093,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1969,1969-01-01,19.3459,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1970,1970-01-01,20.9802,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1971,1971-01-01,19.6715,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1972,1972-01-01,20.4652,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1973,1973-01-01,19.7975,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,1974,1974-01-01,15.3711,percent,worldbank-gfdd-via-fred
