REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
SWE,WB_ES_M_BREADY_T11,2014,37.513611,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2014,36.462883,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2014,36.347294,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2014,38.303242,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2020,39.246368,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2020,34.127037,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2020,41.374035,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
SWE,WB_ES_M_BREADY_T11,2020,40.431759,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
SWE,WB_ES_M_BREADY_T11,2024,16.512827,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
SWE,WB_ES_M_BREADY_T11,2024,12.474152,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
SWE,WB_ES_M_BREADY_T11,2024,17.496288,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
SWE,WB_ES_M_BREADY_TR18_MEDIAN,2024,3,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
SWE,WB_ES_M_BREADY_TR18_MEDIAN,2024,1,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
