REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
DEU,WB_ES_M_BREADY_T11,2021,22.35606,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,36.42551,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,29.155443,PT,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,5.315425,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,19.042961,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,37.616798,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,39.175514,PT,_T,_T,_T,WB_ES_M_SECTOR_24,_Z,_Z,True,A,A
DEU,WB_ES_M_BREADY_T11,2021,21.989355,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,58.309032,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,60.605049,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,81.37162,PT,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,19.414467,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,40.849983,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,75.821121,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,80.316666,PT,_T,_T,_T,WB_ES_M_SECTOR_24,_Z,_Z,True,A,A
DEU,WB_ES_M_T10,2021,68.581764,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,43.661095,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,43.634659,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,44.825104,PT,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,37.861496,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,68.590157,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,44.867905,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,45.309284,PT,_T,_T,_T,WB_ES_M_SECTOR_24,_Z,_Z,True,A,A
DEU,WB_ES_M_T9_ML,2021,41.750904,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,65.822014,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,60.752636,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,85.822983,PT,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,47.56731,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,69.870392,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,74.305267,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,85.153862,PT,_T,_T,_T,WB_ES_M_SECTOR_24,_Z,_Z,True,A,A
DEU,WB_ES_M_T7_ML,2021,68.379555,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,11.692675,PT,_T,_T,_T,WB_ES_S_SECTOR_1,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,4.904011,PT,_T,_T,_T,WB_ES_S_SECTOR_2,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,15.766307,PT,_T,_T,_T,WB_ES_S_SECTOR_4,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,45.715553,PT,_T,_T,_T,WB_ES_S_SECTOR_6,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,10.443059,PT,_T,_T,_T,WB_ES_S_SECTOR_7,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,17.9137,PT,_T,_T,_T,WB_ES_S_SECTOR_12,_Z,_Z,True,A,A
DEU,WB_ES_S_BREADY_T11,2021,1.981562,PT,_T,_T,_T,WB_ES_S_SECTOR_13,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,44.320786,PT,_T,_T,_T,WB_ES_S_SECTOR_1,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,19.283682,PT,_T,_T,_T,WB_ES_S_SECTOR_2,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,48.760403,PT,_T,_T,_T,WB_ES_S_SECTOR_4,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,81.063988,PT,_T,_T,_T,WB_ES_S_SECTOR_6,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,51.747818,PT,_T,_T,_T,WB_ES_S_SECTOR_7,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,42.553165,PT,_T,_T,_T,WB_ES_S_SECTOR_12,_Z,_Z,True,A,A
DEU,WB_ES_S_T7_ML,2021,63.722847,PT,_T,_T,_T,WB_ES_S_SECTOR_13,_Z,_Z,True,A,A
