REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
GBR,WB_ES_M_BREADY_T11,2024,2.778893,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_T11,2024,0.813543,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_T11,2024,2.954282,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_TR18_MEDIAN,2024,5,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_TR18_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_TR18_MEDIAN,2024,5,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_TR24_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_TR24_MEDIAN,2024,0.5,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
GBR,WB_ES_M_BREADY_TR24_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
GBR,WB_ES_M_T10,2024,47.052414,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_T10,2024,80.422012,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
GBR,WB_ES_M_T10,2024,44.074482,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
GBR,WB_ES_M_T9_ML,2024,40.387474,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_T9_ML,2024,50.458897,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
GBR,WB_ES_M_T9_ML,2024,39.488689,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
GBR,WB_ES_M_T7_ML,2024,14.474937,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_T7_ML,2024,16.329491,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
GBR,WB_ES_M_T7_ML,2024,14.309436,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
GBR,WB_ES_M_TR24_U,2024,7.751714,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
GBR,WB_ES_M_TR24_U,2024,3.495788,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
