REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
TUR,WB_ES_M_BREADY_T11,2013,3.819252,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2013,4.776762,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2013,1.774916,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2013,3.867659,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2013,0.167603,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2013,3.070567,PT,_T,_T,_T,WB_ES_M_SECTOR_26,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2013,6.889556,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2013,2.554733,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2019,2.551751,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2019,13.130742,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2019,0.200496,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2019,0,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2019,0,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2019,2.536638,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2019,0.146252,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_BREADY_T11,2024,1.320755,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2024,0.622218,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2024,0,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2024,0.084779,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2024,1.459005,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_T11,2024,4.348572,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR18_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR18_MEDIAN,2024,10,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR18_MEDIAN,2024,2,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR18_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR18_MEDIAN,2024,5,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR18_MEDIAN,2024,10,D,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR24_MEDIAN,2024,12,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR24_MEDIAN,2024,30,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR24_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR24_MEDIAN,2024,120,D,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR24_MEDIAN,2024,12,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
TUR,WB_ES_M_BREADY_TR24_MEDIAN,2024,21,D,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2013,12.982703,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2013,18.3841,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2013,19.372427,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2013,12.911199,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2013,3.868447,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2013,12.11597,PT,_T,_T,_T,WB_ES_M_SECTOR_26,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2013,18.342318,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2013,10.67526,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2019,22.251778,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2019,27.691339,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2019,27.816944,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2019,8.143704,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2019,25.35038,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2019,20.372652,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2019,27.179853,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_T10,2024,4.846698,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2024,12.917915,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2024,7.224943,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2024,4.952819,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2024,2.72497,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
TUR,WB_ES_M_T10,2024,4.670816,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2013,12.631624,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2013,13.951184,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2013,14.689922,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2013,13.597769,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2013,5.558946,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2013,10.497236,PT,_T,_T,_T,WB_ES_M_SECTOR_26,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2013,17.458748,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2013,11.071957,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2019,3.963822,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2019,16.869909,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2019,0.254588,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2019,0.428697,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2019,0,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2019,4.426904,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2019,0.886879,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_T9_ML,2024,11.112808,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2024,12.579819,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2024,3.923141,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2024,4.185255,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2024,15.951323,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
TUR,WB_ES_M_T9_ML,2024,6.988078,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2013,14.155716,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2013,15.75508,PT,_T,_T,_T,WB_ES_M_SECTOR_5,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2013,4.493016,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2013,9.851068,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2013,5.637244,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2013,11.511549,PT,_T,_T,_T,WB_ES_M_SECTOR_26,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2013,23.534626,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2013,9.66155,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2019,19.35359,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2019,21.545313,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2019,13.310312,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2019,11.119892,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2019,16.530851,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2019,26.127886,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2019,7.109766,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,False,A,A
TUR,WB_ES_M_T7_ML,2024,11.029466,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2024,7.155109,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2024,19.882023,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2024,7.96753,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2024,11.072607,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
TUR,WB_ES_M_T7_ML,2024,7.698536,PT,_T,_T,_T,WB_ES_M_SECTOR_33,_Z,_Z,True,A,A
TUR,WB_ES_M_TR24_U,2024,19.406868,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
