REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
KOR,WB_ES_M_BREADY_T11,2024,1.251583,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_T11,2024,9.368963,PT,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_T11,2024,0,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_T11,2024,0.260979,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_T11,2024,1.123673,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_T11,2024,1.122265,PT,_T,_T,_T,WB_ES_M_SECTOR_24,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_T11,2024,0.40348,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,15,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,15,D,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,20,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,25,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,5,D,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,20,D,_T,_T,_T,WB_ES_M_SECTOR_24,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR18_MEDIAN,2024,10,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR24_MEDIAN,2024,10,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR24_MEDIAN,2024,15,D,_T,_T,_T,WB_ES_M_SECTOR_9,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR24_MEDIAN,2024,20,D,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR24_MEDIAN,2024,7,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
KOR,WB_ES_M_BREADY_TR24_MEDIAN,2024,10,D,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
