REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
ITA,WB_ES_M_BREADY_T11,2019,6.285973,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
ITA,WB_ES_M_BREADY_T11,2019,7.654351,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_T11,2019,1.893342,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
ITA,WB_ES_M_BREADY_T11,2019,0.954269,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,False,A,A
ITA,WB_ES_M_BREADY_T11,2019,9.516274,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
ITA,WB_ES_M_BREADY_T11,2024,18.58053,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_T11,2024,10.346133,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_T11,2024,20.794334,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_T11,2024,24.05098,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_T11,2024,18.221601,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR18_MEDIAN,2024,3,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR18_MEDIAN,2024,2,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR18_MEDIAN,2024,3,D,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR18_MEDIAN,2024,5,D,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR18_MEDIAN,2024,3,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR24_MEDIAN,2024,3,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR24_MEDIAN,2024,4,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR24_MEDIAN,2024,4,D,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR24_MEDIAN,2024,5,D,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
ITA,WB_ES_M_BREADY_TR24_MEDIAN,2024,3,D,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
ITA,WB_ES_M_T10,2019,16.625511,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
ITA,WB_ES_M_T10,2019,28.409903,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
ITA,WB_ES_M_T10,2019,12.382897,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
ITA,WB_ES_M_T10,2019,18.196829,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,False,A,A
ITA,WB_ES_M_T10,2019,14.148515,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
ITA,WB_ES_M_T10,2024,42.843086,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_T10,2024,30.632627,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_T10,2024,52.50803,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_T10,2024,56.642036,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
ITA,WB_ES_M_T10,2024,40.22665,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
ITA,WB_ES_M_T9_ML,2019,11.731638,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
ITA,WB_ES_M_T9_ML,2019,9.265877,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
ITA,WB_ES_M_T9_ML,2019,6.446874,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
ITA,WB_ES_M_T9_ML,2019,10.792241,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,False,A,A
ITA,WB_ES_M_T9_ML,2019,14.897526,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
ITA,WB_ES_M_T9_ML,2024,38.386066,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_T9_ML,2024,25.003748,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_T9_ML,2024,45.500912,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_T9_ML,2024,42.964981,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
ITA,WB_ES_M_T9_ML,2024,38.853912,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
ITA,WB_ES_M_T7_ML,2019,20.555737,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,False,A,A
ITA,WB_ES_M_T7_ML,2019,8.336543,PT,_T,_T,_T,WB_ES_M_SECTOR_11,_Z,_Z,True,A,A
ITA,WB_ES_M_T7_ML,2019,20.80471,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,False,A,A
ITA,WB_ES_M_T7_ML,2019,11.660397,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,False,A,A
ITA,WB_ES_M_T7_ML,2019,27.368073,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,False,A,A
ITA,WB_ES_M_T7_ML,2024,53.158951,PT,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_T7_ML,2024,53.829918,PT,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_T7_ML,2024,35.194946,PT,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_T7_ML,2024,62.016182,PT,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
ITA,WB_ES_M_T7_ML,2024,51.358082,PT,_T,_T,_T,WB_ES_M_SECTOR_27,_Z,_Z,True,A,A
ITA,WB_ES_M_TR24_U,2024,6.344282,D,_T,_T,_T,WB_ES_M_SECTOR_1,_Z,_Z,True,A,A
ITA,WB_ES_M_TR24_U,2024,4.690696,D,_T,_T,_T,WB_ES_M_SECTOR_12,_Z,_Z,True,A,A
ITA,WB_ES_M_TR24_U,2024,7.188734,D,_T,_T,_T,WB_ES_M_SECTOR_15,_Z,_Z,True,A,A
ITA,WB_ES_M_TR24_U,2024,9.443757,D,_T,_T,_T,WB_ES_M_SECTOR_17,_Z,_Z,True,A,A
