country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
SAU,Saudi Arabia,2025,103.6,index,annual_average_index_by_section_general_index_index_level,annual_average_index_by_section — General Index — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,101.5,index,annual_average_index_by_section_general_index_index_level,annual_average_index_by_section — General Index — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,2.0,,annual_average_index_by_section_general_index_pct_change_vs_2024,annual_average_index_by_section — General Index — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,101.8,index,annual_average_index_by_section_food_and_beverages_index_level,annual_average_index_by_section — Food and beverages — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,100.7,index,annual_average_index_by_section_food_and_beverages_index_level,annual_average_index_by_section — Food and beverages — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,1.1,,annual_average_index_by_section_food_and_beverages_pct_change_vs_2024,annual_average_index_by_section — Food and beverages — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,99.5,index,annual_average_index_by_section_tobacco_index_level,annual_average_index_by_section — Tobacco — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,98.9,index,annual_average_index_by_section_tobacco_index_level,annual_average_index_by_section — Tobacco — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,0.6,,annual_average_index_by_section_tobacco_pct_change_vs_2024,annual_average_index_by_section — Tobacco — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,96.7,index,annual_average_index_by_section_clothing_and_footwear_index_level,annual_average_index_by_section — Clothing and footwear — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,96.8,index,annual_average_index_by_section_clothing_and_footwear_index_level,annual_average_index_by_section — Clothing and footwear — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,0.0,,annual_average_index_by_section_clothing_and_footwear_pct_change_vs_2024,annual_average_index_by_section — Clothing and footwear — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,113.0,index,annual_average_index_by_section_housing_water_electricity_gas_and_other_fuels_index_level,"annual_average_index_by_section — Housing, water, electricity, gas and other fuels — index_level",gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,106.5,index,annual_average_index_by_section_housing_water_electricity_gas_and_other_fuels_index_level,"annual_average_index_by_section — Housing, water, electricity, gas and other fuels — index_level",gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,6.1,,annual_average_index_by_section_housing_water_electricity_gas_and_other_fuels_pct_change_vs_2024,"annual_average_index_by_section — Housing, water, electricity, gas and other fuels — pct_change_vs_2024",gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,98.0,index,annual_average_index_by_section_furnishings_household_equipment_and_routine_household_maintenance_index_level,"annual_average_index_by_section — Furnishings, household equipment and routine household maintenance — index_level",gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,98.8,index,annual_average_index_by_section_furnishings_household_equipment_and_routine_household_maintenance_index_level,"annual_average_index_by_section — Furnishings, household equipment and routine household maintenance — index_level",gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,-0.8,,annual_average_index_by_section_furnishings_household_equipment_and_routine_household_maintenance_pct_change_vs_2024,"annual_average_index_by_section — Furnishings, household equipment and routine household maintenance — pct_change_vs_2024",gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,99.8,index,annual_average_index_by_section_health_index_level,annual_average_index_by_section — Health — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,100.0,index,annual_average_index_by_section_health_index_level,annual_average_index_by_section — Health — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,-0.2,,annual_average_index_by_section_health_pct_change_vs_2024,annual_average_index_by_section — Health — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,100.7,index,annual_average_index_by_section_transportation_index_level,annual_average_index_by_section — Transportation — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,100.2,index,annual_average_index_by_section_transportation_index_level,annual_average_index_by_section — Transportation — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,0.4,,annual_average_index_by_section_transportation_pct_change_vs_2024,annual_average_index_by_section — Transportation — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,97.6,index,annual_average_index_by_section_information_and_communication_index_level,annual_average_index_by_section — Information and communication — index_level,gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
SAU,Saudi Arabia,2024,98.3,index,annual_average_index_by_section_information_and_communication_index_level,annual_average_index_by_section — Information and communication — index_level,gastat-saudi:cpi-series,2024,
SAU,Saudi Arabia,2025,-0.7,,annual_average_index_by_section_information_and_communication_pct_change_vs_2024,annual_average_index_by_section — Information and communication — pct_change_vs_2024,gastat-saudi:cpi-series,2025,
SAU,Saudi Arabia,2025,103.4,index,annual_average_index_by_section_recreation_sport_and_culture_index_level,"annual_average_index_by_section — Recreation, sport and culture — index_level",gastat-saudi:cpi-series,2025,"unspecified (source table, likely 2018=100 per GASTAT CPI base)"
