country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label
IRN,Iran,2003,13,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport20052006,1382
IRN,Iran,2003,400,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport20052006,1382
IRN,Iran,2003,204,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport20052006,1382
IRN,Iran,2003,6000,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport20052006,1382
IRN,Iran,2003,14648097,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport20052006,1382
IRN,Iran,2003,2618520,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport20052006,1382
IRN,Iran,2004,15,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport20052006,1383
IRN,Iran,2004,410,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport20052006,1383
IRN,Iran,2004,233,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport20052006,1383
IRN,Iran,2004,6484,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport20052006,1383
IRN,Iran,2004,15909296,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport20052006,1383
IRN,Iran,2004,2321158,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport20052006,1383
IRN,Iran,2005,16,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport20052006,1384
IRN,Iran,2005,424,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport20052006,1384
IRN,Iran,2005,257,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport20052006,1384
IRN,Iran,2005,7134,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport20052006,1384
IRN,Iran,2005,17735069,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport20052006,1384
IRN,Iran,2005,2989538,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport20052006,1384
IRN,Iran,2007,19,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport20092010,1386
IRN,Iran,2007,557,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport20092010,1386
IRN,Iran,2007,254,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport20092010,1386
IRN,Iran,2007,8532,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport20092010,1386
IRN,Iran,2007,25599673,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport20092010,1386
IRN,Iran,2007,3298267,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport20092010,1386
IRN,Iran,2008,20,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport20092010,1387
IRN,Iran,2008,649,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport20092010,1387
IRN,Iran,2008,266,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport20092010,1387
IRN,Iran,2008,11530,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport20092010,1387
IRN,Iran,2008,30650620,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport20092010,1387
IRN,Iran,2008,3641654,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport20092010,1387
IRN,Iran,2009,20,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport20092010,1388
IRN,Iran,2009,731,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport20092010,1388
IRN,Iran,2009,288,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport20092010,1388
IRN,Iran,2009,15221,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport20092010,1388
IRN,Iran,2009,32712647,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport20092010,1388
IRN,Iran,2009,4013631,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport20092010,1388
IRN,Iran,2008,20,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,648,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,266,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,11530,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,657,,number_of_life_insurance_agents,Number of life insurance agents,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,17,,number_of_loss_adjusters,Number of loss adjusters,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,28569285,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2008,3641654,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport2011,1387
IRN,Iran,2009,21,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,730,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,288,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,15221,,number_of_agents,Number of agents,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,865,,number_of_life_insurance_agents,Number of life insurance agents,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,28,,number_of_loss_adjusters,Number of loss adjusters,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,29478857,,number_of_policies,Number of policies,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2009,4024834,,number_of_claims,Number of claims,bimeh-markazi-iran:annualreport2011,1388
IRN,Iran,2010,22,,number_of_companies,Number of companies,bimeh-markazi-iran:annualreport2011,1389
IRN,Iran,2010,803,,number_of_branches,Number of branches,bimeh-markazi-iran:annualreport2011,1389
IRN,Iran,2010,324,,number_of_brokers,Number of brokers,bimeh-markazi-iran:annualreport2011,1389
