country_iso3,indicator_id,year,value,unit,source_dataset
IRN,salehi_heis__real_pce_growth_pct_rural,2024,0.9,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round)
IRN,salehi_heis__real_pce_growth_pct_other_urban,2024,3.4,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round)
IRN,salehi_heis__real_pce_growth_pct_tehran_urban,2024,-2.4,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round)
IRN,salehi_heis__poverty_rate_pct,2024,16.6,pct_of_population,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round)
IRN,salehi_heis__poverty_rate_pct,2023,17.5,pct_of_population,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round)
IRN,salehi_heis__cash_transfer_per_person_monthly_rials,2024,9000000,rials_per_person_per_month,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2025-09-20_modest-gains-2024-2025.html (analysis of SCI HEIS SH1403/2024-25 round)
IRN,salehi_heis__nominal_income_growth_pct_urban,2023,53.9,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round)
IRN,salehi_heis__nominal_income_growth_pct_rural,2023,51.4,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round)
IRN,salehi_heis__nominal_expenditure_growth_pct_urban,2023,55.9,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round)
IRN,salehi_heis__nominal_expenditure_growth_pct_rural,2023,45.4,pct_growth_yoy,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round)
IRN,salehi_heis__gini_coefficient,2022,0.397,index_0_1,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round)
IRN,salehi_heis__gini_coefficient,2023,0.409,index_0_1,salehi-isfahani-heis-analysis/tyranny-of-numbers-blog-2024-2025/post_2024-10-22_rising-living-standards.html (analysis of SCI HEIS SH1402/2023-24 round)
