country_iso3,indicator_id,year,value,unit,source_dataset
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,1998-Q4,26721.4,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,1999-Q1,29326,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,1999-Q2,30152,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,1999-Q3,31624,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,1999-Q4,33870,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2000-Q1,34099,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2000-Q2,35693,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2000-Q3,40480.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2000-Q4,40755.1,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2001-Q1,41472.3,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2001-Q2,43278.4,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2001-Q3,44278,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2001-Q4,45052.6,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2002-Q1,48546,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2002-Q2,50035.4,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2002-Q3,50384.9,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2002-Q4,55149,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2003-Q1,57329.7,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2003-Q2,58153.4,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2003-Q3,60543.6,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2003-Q4,58403.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2004-Q1,59971.3,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2004-Q2,60200.3,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2004-Q3,65679.8,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2004-Q4,66730.9,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2005-Q1,66785.7,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2005-Q2,70663.5,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2005-Q3,73201.9,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2005-Q4,76996.1,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2006-Q1,77855.8,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2006-Q2,73068.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2006-Q3,70109,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2006-Q4,69368.7,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2007-Q1,68613.1,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2007-Q2,68435.6,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2007-Q3,65866.3,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2007-Q4,58214.3,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2008-Q1,57995.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2008-Q2,54343.7,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2008-Q3,52339.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2008-Q4,48994.8,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2009-Q1,45777.6,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2009-Q2,54169.7,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2009-Q3,51088.1,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2009-Q4,50658.8,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2010-Q1,36996,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2010-Q2,33697.4,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2010-Q3,35925.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2010-Q4,34206,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2011-Q1,34862.7,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2011-Q2,27303.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2011-Q3,31229.1,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2011-Q4,33158.2,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
IRN,jhu_iae_haver__bank_claims_on_public_corps_institutions,2012-Q1,24969.1,billion_rials_nsa_eop,"jhu-iae-haver-iran-monetary/cbi-balance-sheet-quarterly-1998-2016 (haver_mnemonic=Q429FBAU@EMERGEMA, description=Iran: Money Supply: Bank Claims on Public Corps/Institutions (NSA,EOP,Bil.Rials), lsource=Central Bank of the Islamic Republic of Iran)"
