country_iso3,indicator_id,year,value,unit,source_dataset
IRN,imf_ifs_hist__bank_melli_domestic_credits,1937,1.78,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_domestic_credits,1938,1.92,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_domestic_credits,1944,5.97,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_domestic_credits,1945,7.96,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_domestic_credits,1946,8.64,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_domestic_credits,1947,8.76,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_domestic_credits,1948,9.65,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1937,0.45,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1938,0.52,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1939,0.59,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1940,0.63,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1941,1.35,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1942,3.66,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1943,7.11,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
IRN,imf_ifs_hist__bank_melli_foreign_assets,1944,7.85,Billions Rials,imf-ifs-historical/iran-annual-series-extracted (source_issue=ifs_1949-12)
