country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1996,60055488,persons,total_population,Total — population,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,"Sum of age-group populations (60,055,888) differs from the printed national total (60,055,488) by 400 — a minor internal rounding artifact in the source table itself, preserved as printed, not corrected."
IRN,Iran,1996,100.0,percent,total_pct_of_total,Total — pct_of_total,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,"Sum of age-group populations (60,055,888) differs from the printed national total (60,055,488) by 400 — a minor internal rounding artifact in the source table itself, preserved as printed, not corrected."
IRN,Iran,1996,30515159,persons,total_male,Total — male,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,"Sum of age-group populations (60,055,888) differs from the printed national total (60,055,488) by 400 — a minor internal rounding artifact in the source table itself, preserved as printed, not corrected."
IRN,Iran,1996,29540329,persons,total_female,Total — female,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,"Sum of age-group populations (60,055,888) differs from the printed national total (60,055,488) by 400 — a minor internal rounding artifact in the source table itself, preserved as printed, not corrected."
IRN,Iran,1996,103,males per 100 females,total_sex_ratio_male_per_100_female,Total — sex_ratio_male_per_100_female,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,"Sum of age-group populations (60,055,888) differs from the printed national total (60,055,488) by 400 — a minor internal rounding artifact in the source table itself, preserved as printed, not corrected."
IRN,Iran,1996,1020936,persons,infants_1_year_population,Infants (<1 year) — population,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,
IRN,Iran,1996,1.7,percent,infants_1_year_pct_of_total,Infants (<1 year) — pct_of_total,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,
IRN,Iran,1996,524927,persons,infants_1_year_male,Infants (<1 year) — male,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,
IRN,Iran,1996,496009,persons,infants_1_year_female,Infants (<1 year) — female,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,
IRN,Iran,1996,106,males per 100 females,infants_1_year_sex_ratio_male_per_100_female,Infants (<1 year) — sex_ratio_male_per_100_female,"SCI, 1375 (1996) Census, Selected Findings, Table P (پ)",1375,
