country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,19000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1962,15000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1963,20000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1964,72000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1965v4,flag=revised/estimate
IRN,Iran,1965,72000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1968,53319,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1970v3,flag=revised
IRN,Iran,1969,58619,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1970,60219,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1970v3,flag=preliminary
IRN,Iran,1973,95000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,95000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1975v3,flag=estimate
IRN,Iran,1975,95000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1975v3,flag=estimate
IRN,Iran,1976,230000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,184650,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,200000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,180000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1980,150000,metric tons,barite,Barite,usgs-minerals-yearbook:MYB1980v3,
ARG,ARG,2012,9416.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2013,26792.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2014,16265.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2017-18,
ARG,ARG,2015,12917.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2016,12389.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2017,5977.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2018,7225.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2019,3898.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2020,4000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2021,4000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
IRN,IRN,2014,440741.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2017-18,
IRN,IRN,2015,340318.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2019,
IRN,IRN,2016,399750.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2019,
IRN,IRN,2017,239132.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
IRN,IRN,2018,201721.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
IRN,IRN,2019,224412.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2020,288341.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2021,290000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2022,300000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2023,
IRN,IRN,2023,300000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2023,
RUS,RUS,2014,360000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2017-18,
RUS,RUS,2015,361000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2019,
RUS,RUS,2016,434000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2019,
RUS,RUS,2017,178000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2020-21,
RUS,RUS,2018,163000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2019,228000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2020,287000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2021,250000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
RUS,RUS,2022,250000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
SAU,SAU,2014,32000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2017-18,
TUR,TUR,2018,335473.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
TUR,TUR,2019,299000.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
TUR,TUR,2020,283161.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
TUR,TUR,2021,256076.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
TUR,TUR,2022,343322.0,metric tons,mining__barite_production,Barite production,usgs-minerals-yearbook/MYB3-2022,
