country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1991,7436,million liters,total,Total,iran-data-portal,1370,total incl. 194mn liters motor oils in 1370 not itemized below
IRN,Iran,1996,4395,million liters,total,Total,iran-data-portal,1375,
IRN,Iran,2001,2840,million liters,total,Total,iran-data-portal,1380,
IRN,Iran,2002,3803,million liters,total,Total,iran-data-portal,1381,
IRN,Iran,2003,5518,million liters,total,Total,iran-data-portal,1382,
IRN,Iran,2004,8359,million liters,total,Total,iran-data-portal,1383,
IRN,Iran,2005,9162,million liters,total,Total,iran-data-portal,1384,
IRN,Iran,2006,11897,million liters,total,Total,iran-data-portal,1385,
IRN,Iran,1991,635,million liters,motor_spirit,Motor spirit,iran-data-portal,1370,
IRN,Iran,1996,988,million liters,motor_spirit,Motor spirit,iran-data-portal,1375,
IRN,Iran,2001,2840,million liters,motor_spirit,Motor spirit,iran-data-portal,1380,
IRN,Iran,2002,3803,million liters,motor_spirit,Motor spirit,iran-data-portal,1381,
IRN,Iran,2003,5515,million liters,motor_spirit,Motor spirit,iran-data-portal,1382,
IRN,Iran,2004,8297,million liters,motor_spirit,Motor spirit,iran-data-portal,1383,
IRN,Iran,2005,9056,million liters,motor_spirit,Motor spirit,iran-data-portal,1384,
IRN,Iran,2006,10038,million liters,motor_spirit,Motor spirit,iran-data-portal,1385,
IRN,Iran,1991,2309,million liters,burning_oil,Burning oil,iran-data-portal,1370,
IRN,Iran,1996,1976,million liters,burning_oil,Burning oil,iran-data-portal,1375,
IRN,Iran,2001,0,million liters,burning_oil,Burning oil,iran-data-portal,1380,
IRN,Iran,2002,0,million liters,burning_oil,Burning oil,iran-data-portal,1381,
IRN,Iran,2003,0,million liters,burning_oil,Burning oil,iran-data-portal,1382,
IRN,Iran,2004,0,million liters,burning_oil,Burning oil,iran-data-portal,1383,
IRN,Iran,2005,0,million liters,burning_oil,Burning oil,iran-data-portal,1384,
IRN,Iran,2006,0,million liters,burning_oil,Burning oil,iran-data-portal,1385,
IRN,Iran,1991,4298,million liters,gas_oil,Gas oil,iran-data-portal,1370,
IRN,Iran,1996,1427,million liters,gas_oil,Gas oil,iran-data-portal,1375,
IRN,Iran,2001,0,million liters,gas_oil,Gas oil,iran-data-portal,1380,
IRN,Iran,2002,0,million liters,gas_oil,Gas oil,iran-data-portal,1381,
IRN,Iran,2003,0,million liters,gas_oil,Gas oil,iran-data-portal,1382,
IRN,Iran,2004,62,million liters,gas_oil,Gas oil,iran-data-portal,1383,
IRN,Iran,2005,106,million liters,gas_oil,Gas oil,iran-data-portal,1384,
IRN,Iran,2006,1858,million liters,gas_oil,Gas oil,iran-data-portal,1385,
IRN,Iran,1991,0,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1370,
IRN,Iran,1996,4,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1375,
IRN,Iran,2001,0,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1380,
IRN,Iran,2002,0,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1381,
IRN,Iran,2003,3,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1382,
IRN,Iran,2004,0,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1383,
IRN,Iran,2005,0,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1384,
IRN,Iran,2006,2,million liters,aviation_spirit,Aviation spirit,iran-data-portal,1385,
