law_id	year	doc_type	score	title	path
1375dbfc8c7b	2001	court_ruling	12	رأي شماره 386 مورخ 1379 12 14 هيأت عمومي ... تركيني كه تاكنون از آن استفاده مي كردند	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_386_مورخ_1379_12_14_هيأت_عمومي_..._تركيني_كه_تاكنون_از_آن_استفاده_مي_كردند__14761428593104583736.txt
0c4f78a17f65	2020	court_ruling	12	رأي شماره 267 هيأت عمومي ديوان عدالت ادا ... اهر در خصوص اخذ عوارض حذف يا كسر پاركينگ	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_267_هيأت_عمومي_ديوان_عدالت_ادا_..._اهر_در_خصوص_اخذ_عوارض_حذف_يا_كسر_پاركينگ_10783412961054885750.txt
b1570a0e13ce	2009	court_ruling	12	تعيين شرط سني  حداكثر 70 سال  براي داوطل ... صنفي در زمان ثبت نام مغاير قانون مي باشد	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/تعيين_شرط_سني__حداكثر_70_سال__براي_داوطل_..._صنفي_در_زمان_ثبت_نام_مغاير_قانون_مي_باشد_9309715730544725389.txt
6419de4899a5	2016	court_ruling	12	رأي شماره 342 هيأت عمومي ديوان عدالت ادا ... بلاغي به شماره 93 7039 3 مورخ 1393 11 14	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_342_هيأت_عمومي_ديوان_عدالت_ادا_..._بلاغي_به_شماره_93_7039_3_مورخ_1393_11_14_8892118235478915367.txt
3188bb99555b	2018	court_ruling	12	رأي شماره هاي 367 الي 381 هيأت عمومي ديو ... 395  مصوبات شوراي اسلامي شهر تربت حيدريه	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_367_الي_381_هيأت_عمومي_ديو_..._395__مصوبات_شوراي_اسلامي_شهر_تربت_حيدريه_15315386389746936038.txt
a665e0e1f3b0	2016	court_ruling	12	رأي شماره هاي 749 الي 751 هيأت عمومي ديو ... در خصوص عوارض حذف پاركينگ از تاريخ تصويب	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_749_الي_751_هيأت_عمومي_ديو_..._در_خصوص_عوارض_حذف_پاركينگ_از_تاريخ_تصويب_11830545130633714490.txt
c5046743cb6b	2019	court_ruling	12	رأي شماره 2474 ھيأت عمومي ديوان عدالت اد ... 1 و 92 از مصوبات شوراي اسلامي شھر شاھديه	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_2474_ھيأت_عمومي_ديوان_عدالت_اد_..._1_و_92_از_مصوبات_شوراي_اسلامي_شھر_شاھديه_727911902513073873.txt
4c92c99357d2	1992	court_ruling	12	رد درخواست ابطال بند  د  ماده  33آيين نامه تكميلي تعرفه هاي برق مصوب 15 6 65	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رد_درخواست_ابطال_بند__د__ماده__33آيين_نامه_تكميلي_تعرفه_هاي_برق_مصوب_15_6_65_8599685098767643652.txt
664a689f0fd9	2022	court_ruling	12	راي شماره 998 هيات عمومي ديوان عدالت ادا ...  خصوص عوارض تفكيك ساختمان و تغيير كاربري	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_998_هيات_عمومي_ديوان_عدالت_ادا_...__خصوص_عوارض_تفكيك_ساختمان_و_تغيير_كاربري_3826335309602435270.txt
3d03cd710a9b	2022	court_ruling	12	رأي شماره 2681 هيأت عمومي ديوان عدالت اد ...  به كارمندان صنعت نفت است از تاريخ تصويب	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_2681_هيأت_عمومي_ديوان_عدالت_اد_...__به_كارمندان_صنعت_نفت_است_از_تاريخ_تصويب_18208224169108591522.txt
6d32ada7c1e4	2017	court_ruling	12	رأي شماره 1231 هيأت عمومي ديوان عدالت اد ... اوه بر هزينه جمع آوري تابلو توسط شهرداري	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1231_هيأت_عمومي_ديوان_عدالت_اد_..._اوه_بر_هزينه_جمع_آوري_تابلو_توسط_شهرداري_5925256481736921671.txt
2bea686d0be4	2002	court_ruling	12	رأي شماره 358 هيئت عمومي ديوان عدالت ادا ...  38 آئين نامه اصلاحات ارضي - مصوب 1343 -	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_358_هيئت_عمومي_ديوان_عدالت_ادا_...__38_آئين_نامه_اصلاحات_ارضي_-_مصوب_1343_-_8589173954750598089.txt
c9b2d5fc662c	2022	court_ruling	12	با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/16092989666383302621_16092989666383302621.txt
