law_id	year	doc_type	score	title	path
216cc2ac0763	2015	court_ruling	11	رأي شماره 976 هيأت عمومي ديوان عدالت ادا ... گ در سال 1393 از زمان تصويب ابطال مي شود	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_976_هيأت_عمومي_ديوان_عدالت_ادا_..._گ_در_سال_1393_از_زمان_تصويب_ابطال_مي_شود_9146037431571128715.txt
50146ee210a5	1998	court_ruling	11	رأي شماره 137 هيئت عمومي ديوان عدالت ادا ... ع خودرو و ماشين آلات راهسازي و قطعه سازي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_137_هيئت_عمومي_ديوان_عدالت_ادا_..._ع_خودرو_و_ماشين_آلات_راهسازي_و_قطعه_سازي_11161851973730919452.txt
9a43f55cf67a	2016	court_ruling	11	رأي شماره 705 هيأت عمومي ديوان عدالت ادا ... دمات سال 1393 مصوب شوراي اسلامي شهر بابل	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_705_هيأت_عمومي_ديوان_عدالت_ادا_..._دمات_سال_1393_مصوب_شوراي_اسلامي_شهر_بابل_6414216421426159738.txt
54c8ec03538e	2015	court_ruling	11	رأی شماره ۱۸۴۷ هیأت عمومی دیوان عدالت اداری، موضوع قراردادهای پیمانکاری که مشمول پرداخت حق بیمه می‌گردد با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/8721658903264029991_8721658903264029991.txt
aa249b3de1e9	2013	court_ruling	11	رأي شماره794 هيأت عمومي ديوان عدالت ادار ... ارمندان در زمينه برخورداري از دريافت وام	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره794_هيأت_عمومي_ديوان_عدالت_ادار_..._ارمندان_در_زمينه_برخورداري_از_دريافت_وام_18141473914705715930.txt
895bc8a68faa	2021	court_ruling	11	راي شماره هاي 1602 و 1603 هيات عمومي ديو ... ي شوراي اسلامي شهر اردبيل از تاريخ تصويب	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_هاي_1602_و_1603_هيات_عمومي_ديو_..._ي_شوراي_اسلامي_شهر_اردبيل_از_تاريخ_تصويب_5906971392721991961.txt
a6f78b26c3ad	2019	court_ruling	11	رأي شماره 1443 هيأت عمومي ديوان عدالت اد ... اهم با مالكين متقاضي تفكيك اراضي روستايي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1443_هيأت_عمومي_ديوان_عدالت_اد_..._اهم_با_مالكين_متقاضي_تفكيك_اراضي_روستايي_14718410775388221770.txt
7468abb6f69b	2022	court_ruling	11	رأي ﺷﻤﺎرهﻫﺎي 1263 و 1264 ﻫﯿﺄت ﻋﻤﻮﻣﯽ دﯾﻮا ... ور از جهت آنكه معافيت هاي قانوني ياد شده	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_ﺷﻤﺎرهﻫﺎي_1263_و_1264_ﻫﯿﺄت_ﻋﻤﻮﻣﯽ_دﯾﻮا_..._ور_از_جهت_آنكه_معافيت_هاي_قانوني_ياد_شده_9232532529253823664.txt
8af6969786d8	2018	court_ruling	11	رأي شماره 382 هيأت عمومي ديوان عدالت ادا ... ي اسلامي شهر كياسر در مورد عوارض پاركينگ	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_382_هيأت_عمومي_ديوان_عدالت_ادا_..._ي_اسلامي_شهر_كياسر_در_مورد_عوارض_پاركينگ_8021187969416270832.txt
b49506713031	1991	court_ruling	11	رأي شماره 226 مورخ 1369 10 11 هيأت عمومي ... ينه هاي بندري به ارز خارجي به بانك مزبور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_226_مورخ_1369_10_11_هيأت_عمومي_..._ينه_هاي_بندري_به_ارز_خارجي_به_بانك_مزبور_5962933370939099580.txt
78cdc7605e16	2009	court_ruling	11	عدم استحقاق پرداخت حقوق و مزايا به كاركن ... ظيم قرارداد خدمت به كار اشتغال يافته اند	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/عدم_استحقاق_پرداخت_حقوق_و_مزايا_به_كاركن_..._ظيم_قرارداد_خدمت_به_كار_اشتغال_يافته_اند_17228846096080364653.txt
effebeda3c8c	2016	court_ruling	11	رأي شماره هاي 401 ـ 400 هيأت عمومي ديوان ... ش ب ـ 1386 9 8 شوراي اسلامي شهر بهارستان	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_401_ـ_400_هيأت_عمومي_ديوان_..._ش_ب_ـ_1386_9_8_شوراي_اسلامي_شهر_بهارستان_2718170176671096402.txt
7dd453bbe459	2019	court_ruling	11	رأی شماره ۵۷۸ هیأت عمومی دیوان عدالت اداری با موضوع ابطال وضع عوارض به میزان دو برابر در تبصره‌های ۱، ۷ و ۴ از تعرفه عوارض شهرداری در سال ۱۳۹۴ مصوب شورای اسلامی شهر آزادشهر با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/16152980564226995050_16152980564226995050.txt
6cbcaa2341b2	2018	court_ruling	11	رأي شماره 281 هيأت عمومي ديوان عدالت ادا ... ص تصويب خسارت تاخير تاديه اسناد نكول شده	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_281_هيأت_عمومي_ديوان_عدالت_ادا_..._ص_تصويب_خسارت_تاخير_تاديه_اسناد_نكول_شده_5329781323997720571.txt
8ac9ae62e68b	2022	court_ruling	11	رأي شماره 108 هيأت عمومي ديوان عدالت ادا ... الهاي 1383و 1384 شوراي اسلامي شهر لنگرود	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_108_هيأت_عمومي_ديوان_عدالت_ادا_..._الهاي_1383و_1384_شوراي_اسلامي_شهر_لنگرود_17525190479608926689.txt
