law_id	year	doc_type	score	title	path
4ceec7541b21	1961	other	6	اجازه اصلاح بودجه تفصيلي سال 1339 اداره كل به انتشارات و راديو	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_اصلاح_بودجه_تفصيلي_سال_1339_اداره_كل_به_انتشارات_و_راديو_7154753578718438270.txt
3ed1f98f3955	1980	other	6	لایحه قانونی راجع به تعیین حقوق خدمت و حقوق وظیفه و مستمری کسانیکه بصورت موقت در ارتش استخدام و بعلت انجام وظیفه شهید یا معلول شده‌اند با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/2345342913541691487_2345342913541691487.txt
1ef6f71b9f38	2001	law	6	قانون اصلاح ماده  150  قانون ارتش جمهوري ... ات استخدامي سپاه پاسداران  انقلاب اسلامي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده__150__قانون_ارتش_جمهوري_..._ات_استخدامي_سپاه_پاسداران__انقلاب_اسلامي_13371004954284143674.txt
50ec0da4f5ab	2007	law	6	قانون اصلاح بند  م  تبصره  2  قانون بودجه سال 1386 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_بند__م__تبصره__2__قانون_بودجه_سال_1386_كل_كشور_14222283182914175341.txt
c98dedaf8ff7	1928	law	6	قانون اجازه منظور داشتن اعتبار خريد خانه ... انه هاي ايران در بودجه سنوات 1308 و 1309	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_منظور_داشتن_اعتبار_خريد_خانه_..._انه_هاي_ايران_در_بودجه_سنوات_1308_و_1309_16373612747964533545.txt
e074599a7b44	1979	other	6	لایحه قانونی اجازه صدور پروانه دامداری برای دامدارانی که تا شهریور ماه ۱۳۵۸ بدون اخذ پروانه، دامداری ایجاد نموده‌اند با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/11681801604240437645_11681801604240437645.txt
05a6602a7d0f	1974	law	6	قانون لغو تبصره 70 قانون بودجه سال 1342  ...  74 قانون استخدام نيروهاي مسلح شاهنشاهي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_لغو_تبصره_70_قانون_بودجه_سال_1342__...__74_قانون_استخدام_نيروهاي_مسلح_شاهنشاهي__8472627051757228664.txt
ceb7427ee1d0	1964	other	6	لايحه قانوني درمورد اضافه نمودن يك تبصره به ماده 38 آئين نامه اصلاحات ارضي مصوب 1343 5 3	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_درمورد_اضافه_نمودن_يك_تبصره_به_ماده_38_آئين_نامه_اصلاحات_ارضي_مصوب_1343_5_3_12871094288372351322.txt
f12203b1ad34	1967	law	6	قانون استخدام چهار نفر کارشناسان توتون با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/6277682079081972267_6277682079081972267.txt
9ddc8d71d4f9	1964	law	6	قانون راجع باستخدام كادر فني از فارغ التحصيلان آموزشگاه تيرتاش مازندران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_باستخدام_كادر_فني_از_فارغ_التحصيلان_آموزشگاه_تيرتاش_مازندران_7775876330519533453.txt
7abb7d4d0898	1936	law	6	قانون اصلاح ماده هفتم بودجه سال 315 مجلس شوراي ملي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده_هفتم_بودجه_سال_315_مجلس_شوراي_ملي_3751623582994630998.txt
8f9013748b61	1971	decree	6	تأييد عمل دولت در تصويبنامه قانوني با موضوع اصلاح بودجه تفصيلي سال 1339 وزارت كشاورزي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تأييد_عمل_دولت_در_تصويبنامه_قانوني_با_موضوع_اصلاح_بودجه_تفصيلي_سال_1339_وزارت_كشاورزي_4218568046179085180.txt
f579f1220dc8	1964	law	6	قانون راجع بمعافيت حقوق گمركي يكدستگاه ماشين ترو كاژ هنرهاي زيبا	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_بمعافيت_حقوق_گمركي_يكدستگاه_ماشين_ترو_كاژ_هنرهاي_زيبا_14616219071783282942.txt
bbec146a37c4	1976	other	6	اجازه اعتبار سنواتي طرح هاي عمراني مربوط به ساختمان شبكه آبياري و شمگير	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_اعتبار_سنواتي_طرح_هاي_عمراني_مربوط_به_ساختمان_شبكه_آبياري_و_شمگير_7845777201761283817.txt
6e07037b6fbf	1970	other	6	لایحه قانونی اصلاح بعضی از مواد لایحه قانونی استخدام کشوری مصوب کمیسیون خاص مشترک مجلسین با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/15689489589430598114_15689489589430598114.txt
db4318b0852e	1998	other	6	بازنگري مصوبات شوراي عالي انقلاب فرهنگي در خصوص آموزش عالي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/بازنگري_مصوبات_شوراي_عالي_انقلاب_فرهنگي_در_خصوص_آموزش_عالي_8170483110602859010.txt
7c3f83c07787	1976	other	6	اصلاح بودجه سال 1354 وزارت رفاه اجتماعي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اصلاح_بودجه_سال_1354_وزارت_رفاه_اجتماعي_15261155405287590815.txt
bf5eb155dbbe	1956	other	6	لايحه قانوني راجع باستخدام چهار نفر متخص ... قي از كشور اطريش جهت هنرستان موسيقي كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_باستخدام_چهار_نفر_متخص_..._قي_از_كشور_اطريش_جهت_هنرستان_موسيقي_كشور_18406693437692596196.txt
adf4d2b3839c	2002	law	6	قانون اصلاح قانون برقراري حقوق وظيفه و م ... شي از مسؤوليتهاي خطير نمايندگي مصوب 1365	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_برقراري_حقوق_وظيفه_و_م_..._شي_از_مسؤوليتهاي_خطير_نمايندگي_مصوب_1365_3288791927085227250.txt
6abf72fc6fa3	1989	law	6	قانون تشدید مقابله با اقدامات تروریستی دولت آمریکا با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/7671466206910524651_7671466206910524651.txt
fb5d7efcdc81	1975	other	6	اعتبار طرحهاي عمراني  سرمايه گذاري ثابت   در سالهاي 1353و1354	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اعتبار_طرحهاي_عمراني__سرمايه_گذاري_ثابت___در_سالهاي_1353و1354_8056436760601706814.txt
015f08996892	1985	law	6	قانون اجازه استخدام قضات به شوراي عالي قضائي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_قضات_به_شوراي_عالي_قضائي_9770460890635561522.txt
