law_id	year	doc_type	score	title	path
1925785d39f0	1996	other	26	(untitled)	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/5310488119525932537_5310488119525932537.txt
936caa12d044	1942	law	26	قانون بودجه كل سال 1321 كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_كل_سال_1321_كشور_1477570950673162566.txt
2c883cdbfed6	2004	law	26	قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت جمهوري يمن	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_يمن_4548643507743388778.txt
ce97bf638795	1973	other	26	خلاصه برنامه پنجم عمراني كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/خلاصه_برنامه_پنجم_عمراني_كشور_9865755708136317531.txt
72924036f4a7	1961	other	26	تصميم قانوني دائر به ابراز رأي اعتماد به دولت	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_تصميم_قانوني_دائر_به_ابراز_رأي_اعتماد_به_دولت_2033244139295177364.txt
a5fe1c03d321	1968	law	26	قانون برنامه عمراني چهارم كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_برنامه_عمراني_چهارم_كشور_7769649028535290152.txt
aaf83c4ee0f6	1996	law	26	قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت جمهوري كرواسي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_كرواسي_12619043547726462645.txt
806b95789cfc	2004	law	26	قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت جمهوري اندونزي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_اندونزي_17441971339209135731.txt
1230cd960f78	2007	law	26	قانون موافقتنامه تجارت ترجيحي بين كشورهاي عضو  دي  -هشت	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_تجارت_ترجيحي_بين_كشورهاي_عضو__دي__-هشت_15612471410045438725.txt
fd5c7d2e9443	2018	other	25	دستورالعمل بسته پرداخت كمك جبراني و حمايت غذايي از گروه هاي كم درآمد جامعه	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_بسته_پرداخت_كمك_جبراني_و_حمايت_غذايي_از_گروه_هاي_كم_درآمد_جامعه_828210585993029469.txt
569c3dbb9be5	2009	other	25	آيين نامه اجرايي توزيع سهام عدالت	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_توزيع_سهام_عدالت_8719215514030514933.txt
12e5c7953ff4	2009	law	25	آيين نامه توزيع اعتبار جزء  6  رديف  520000  قانون بودجه سال 1388 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_توزيع_اعتبار_جزء__6__رديف__520000__قانون_بودجه_سال_1388_كل_كشور_16123264101351396291.txt
25626b23075e	2011	law	25	آيين نامه اجرايي ماده   6   قانون هدفمند كردن يارانه ها	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___6___قانون_هدفمند_كردن_يارانه_ها_7811670780858081531.txt
ca7d94acfc34	1955	law	25	آئين نامه اجراي قانون تشكيل سازمان تعاوني مصرف كادر نيروهاي انتظامي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_اجراي_قانون_تشكيل_سازمان_تعاوني_مصرف_كادر_نيروهاي_انتظامي_4306092030220726547.txt
18432ac5265a	2009	other	25	آيين نامه نحوه واگذاري سهام ترجيحي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_واگذاري_سهام_ترجيحي_9383271075502295722.txt
159e999dda79	2017	law	25	آيين نامه اجرايي بندهاي  الف ،  ب ،  ج ، ...  تبصره  16  قانون بودجه سال 1396 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بندهاي__الف_،__ب_،__ج_،_...__تبصره__16__قانون_بودجه_سال_1396_كل_كشور_6064985975792834321.txt
006b94997234	2011	law	25	الحاق ماده  11  مكرر به آيين نامه اجرايي قانون مقررات صادرات و واردات   مصوب 1373 -	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_ماده__11__مكرر_به_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات___مصوب_1373_-_7648832121693990302.txt
78d061997227	2001	law	25	آيين نامه  اجرايي  بند الف  تبصره  27 قانون  بودجه  سال  1380كل  كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اجرايي__بند_الف__تبصره__27_قانون__بودجه__سال__1380كل__كشور_1569265865843331640.txt
7d146990a7cb	2000	law	25	آییننامه اجرایی بند (الف) تبصره (۲۷) قانون بودجه سال ۱۳۷۹ کل کشور با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/6835667233505007778_6835667233505007778.txt
d38fb9ca647b	2012	law	25	آيين نامه اجرايي قانون حمايت از شركتها و ...  بنيان و تجاري سازي نوآوري ها و اختراعات	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_حمايت_از_شركتها_و_...__بنيان_و_تجاري_سازي_نوآوري_ها_و_اختراعات_5168687951980075898.txt
a39b1be4f482	2019	law	25	آيين نامه اجرايي بند  هـ   تبصره  7  ماده واحده قانون بودجه سال 1398 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__هـ___تبصره__7__ماده_واحده_قانون_بودجه_سال_1398_كل_كشور_5764205590064556719.txt
cb7195602213	2012	court_ruling	25	رأي شماره550 هيأت عمومي ديوان عدالت ادار ... ر خصوص وضع عوارض بر قراردادهاي پيمانكاري	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره550_هيأت_عمومي_ديوان_عدالت_ادار_..._ر_خصوص_وضع_عوارض_بر_قراردادهاي_پيمانكاري_8636818724226445711.txt
47320c8ce6db	2021	court_ruling	25	رأي شماره 1089 هيأت عمومي ديوان عدالت اد ... 2 8 اداره صنعت، معدن و تجارت شهرستان سقز	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1089_هيأت_عمومي_ديوان_عدالت_اد_..._2_8_اداره_صنعت،_معدن_و_تجارت_شهرستان_سقز_1351620526132114580.txt
b09987468ab4	2021	court_ruling	25	راي شماره 1610 هيات عمومي ديوان عدالت اد ...  بهاي خدمات سال 1397 شوراي اسلامي شهر قم	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_1610_هيات_عمومي_ديوان_عدالت_اد_...__بهاي_خدمات_سال_1397_شوراي_اسلامي_شهر_قم_13353528152183653065.txt
ca7810dd3eef	2019	court_ruling	25	رأی شماره ۱۹۶۳ هیأت عمومی دیوان عدالت اداری با موضوع ابطال ماده ۲۲ از تعرفه عوارض و بهای خدمات سال ۱۳۹۴ و ماده ۲۱ از تعرفه عوارض و بهای خدمات سال ۱۳۹۵ مصوب شورای اسلامی شهر یزد با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/13365888895145465528_13365888895145465528.txt
37167d63e096	2022	court_ruling	25	رأی شماره ۵۹ هیأت عمومی دیوان عدالت اداری با موضوع ابطال ماده ۳ از تعرفه عوارض و بهای خدمات ملاک عمل دهیاری روستای خیرآباد سال ۱۳۹۹ مصوب شورای اسلامی شهر فسا با اصلاحات و الحاقات بعدی	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/5569404185816770089_5569404185816770089.txt
b8f71a32e79b	2016	court_ruling	25	رأي شماره هاي 358 الي 365 هيأت عمومي ديو ... يب درخصوص تعيين و برقراري عوارض حق الارض	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_358_الي_365_هيأت_عمومي_ديو_..._يب_درخصوص_تعيين_و_برقراري_عوارض_حق_الارض_15670005225234573008.txt
ebd596328085	2017	court_ruling	25	رأي شماره 685 هيأت عمومي ديوان عدالت ادا ... بانكها، مؤسسات مالي اعتباري و دفاتر بيمه	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_685_هيأت_عمومي_ديوان_عدالت_ادا_..._بانكها،_مؤسسات_مالي_اعتباري_و_دفاتر_بيمه_16775156779996862489.txt
9a24bee1199f	2013	court_ruling	25	ابطال مصوبات موضوع كدهاي 1311 و 1  1311  ... ر در مورد وضع عوارض بر فعاليت پيمانكاران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/ابطال_مصوبات_موضوع_كدهاي_1311_و_1__1311__..._ر_در_مورد_وضع_عوارض_بر_فعاليت_پيمانكاران_5849879049618458577.txt
a7a2574f4d25	2004	law	25	قانون موافقتنامه بازرگاني بين دولت جمهوري اسلامي ايران و دولت سلطنتي عمان	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بازرگاني_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_سلطنتي_عمان_1867318506919304165.txt
a4cc71315c8b	1989	law	25	قانون  بودجه  سال  1368 كل  كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__بودجه__سال__1368_كل__كشور_2157705573082180005.txt
cdb4a87593ab	1971	law	25	قانون تاسيس شركت سهامي شيلات جنوب ايران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تاسيس_شركت_سهامي_شيلات_جنوب_ايران_9861745147118655234.txt
c019b232b0f6	1968	law	25	قانون اصلاح پاره اي از مواد و الحاق مواد جديد بقانون تاسيس صندوق توسعه كشاورزي ايران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_پاره_اي_از_مواد_و_الحاق_مواد_جديد_بقانون_تاسيس_صندوق_توسعه_كشاورزي_ايران_13736275974544720159.txt
2952a2502b26	1969	law	25	قانون موافقتنامه بين دولت شاهنشاهي ايران ... ري فدرال المان  آلمان  درباره همكاري فني	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بين_دولت_شاهنشاهي_ايران_..._ري_فدرال_المان__آلمان__درباره_همكاري_فني_5176685200344727533.txt
7e288fd6cdb8	1929	law	25	قانون اجازه مبادله قرارداد تجارت و بحرپي ... د اقتصادي بلژيك و لوكزامبورك لوكزامبورگ	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_مبادله_قرارداد_تجارت_و_بحرپي_..._د_اقتصادي_بلژيك_و_لوكزامبورك_لوكزامبورگ__5098418789304173191.txt
ba96494ba7d6	1996	other	25	(untitled)	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/15429328437900799194_15429328437900799194.txt
1a38f8ae1956	1979	law	25	قانون حفاظت و توسعه صنايع ايران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حفاظت_و_توسعه_صنايع_ايران_5095867420606261948.txt
af1bd3d63708	1973	law	25	قانون  صندوق  ضمانت  صادرات  ايران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__صندوق__ضمانت__صادرات__ايران_13819868193388495592.txt
c62f8027c577	1993	law	25	قانون بودجه سال 1372 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1372_كل_كشور_3078039171675850391.txt
38fc239469b5	1983	law	25	قانون بودجه سال 1362 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1362_كل_كشور_16359543413699363050.txt
bebb95fe090e	1981	law	25	قانون اصلاح بعضي از مقررات قانون بودجه سال 1359	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_بعضي_از_مقررات_قانون_بودجه_سال_1359_7175254771953625159.txt
d9810bdf7f5b	1984	law	25	قانون بودجه سال 1363 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_بودجه_سال_1363_كل_كشور_4345108776978666515.txt
f70234d3d7cc	1988	law	25	قانون بودجه سال 1367 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1367_كل_كشور_434822782505970352.txt
389f64241e5c	2004	law	25	قانون موافقتنامه بلند مدت بازرگاني بين د ... امي ايران و دولت جمهوري اسلامي پاكستان	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بلند_مدت_بازرگاني_بين_د_..._امي_ايران_و_دولت_جمهوري_اسلامي_پاكستان___1996740379359096600.txt
f1d74a02b7f1	1973	law	25	قانون برنامه و بودجه كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_برنامه_و_بودجه_كشور_9453652088668195327.txt
8a3c0757369d	1986	other	25	لايحه بودجه سال 1365 كل كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_بودجه_سال_1365_كل_كشور_14999855369535797407.txt
8e18d08d0b49	2016	other	24	اصلاح دستورالعمل و روش اجرايي آيين نامه اخذ عوارض در مناطق آزاد تجاري - صنعتي	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_دستورالعمل_و_روش_اجرايي_آيين_نامه_اخذ_عوارض_در_مناطق_آزاد_تجاري_-_صنعتي_2388848829031661036.txt
2fb080efe212	2000	law	24	افزايش  عناوين  درآمدهاي  به  شرح  جدول  ...  ماده  79 قانون  برنامه  سوم  توسعه كشور	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/افزايش__عناوين__درآمدهاي__به__شرح__جدول__...__ماده__79_قانون__برنامه__سوم__توسعه_كشور_5293037398822642078.txt
b0b1cc6cb89b	2012	law	24	دستورالعمل تبصره  2   ماده  134   قانون برنامه پنجم توسعه جمهوري اسلامي ايران	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_تبصره__2___ماده__134___قانون_برنامه_پنجم_توسعه_جمهوري_اسلامي_ايران_8842769083351967759.txt
c82a73bdaac8	2018	law	24	آيين نامه اجرايي تبصره ماده  14  قانون هواي پاك	/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره_ماده__14__قانون_هواي_پاك_15581182736141507772.txt
