date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1936-08-04,GRC,institutional-change,Metaxas dictatorship (4th of August Regime) begins,آغاز دیکتاتوری متاکساس (رژیم چهارم اوت),"General Ioannis Metaxas suspends parliament and imposes martial law with King George II's backing, establishing an authoritarian, anti-communist corporatist state that lasts until his death in 1941.",ژنرال یوانیس متاکساس با پشتیبانی جورج دوم، پادشاه، پارلمان را تعلیق و حکومت نظامی اعلام کرد و دولتی اقتدارگرا، ضدکمونیست و صنفی‌گرا برپا کرد که تا مرگ او در سال 1941 دوام آورد.,fiscal,https://www.britannica.com/place/Greece/The-Metaxas-regime-and-World-War-II,Encyclopaedia Britannica
1946-01-01,GRC,catastrophe,Greek Civil War,جنگ داخلی یونان,"Communist-led insurgents and the Western-backed government fight a full-scale civil war from 1946 to October 1949, on top of WWII occupation devastation; postwar reconstruction is delayed roughly a decade and financed largely through US Marshall Plan and Truman Doctrine aid.",شورشیان به رهبری کمونیست‌ها و دولت مورد حمایت غرب از سال 1946 تا اکتبر 1949 جنگی داخلی تمام‌عیار را، علاوه بر ویرانی ناشی از اشغال در جنگ جهانی دوم، به راه انداختند؛ بازسازی پس از جنگ حدود یک دهه به تعویق افتاد و عمدتاً از محل کمک‌های طرح مارشال و دکترین ترومن آمریکا تأمین مالی شد.,fiscal;labor,https://www.britannica.com/event/Greek-Civil-War,Encyclopaedia Britannica
1947-03-12,GRC,policy-enacted,Truman Doctrine — US aid begins,دکترین ترومن؛ آغاز کمک آمریکا,"President Truman requests $400m in military and economic assistance for Greece and Turkey after Britain says it can no longer fund the fight against the communist-led insurgency; Congress approves $300m for Greece, launching sustained US involvement in Greek reconstruction and the broader Cold War aid framework.",ترومن، رئیس‌جمهور، پس از اعلام بریتانیا مبنی بر ناتوانی در تأمین مالی نبرد با شورش به رهبری کمونیست‌ها، 400 میلیون دلار کمک نظامی و اقتصادی برای یونان و ترکیه درخواست کرد؛ کنگره 300 میلیون دلار برای یونان تصویب کرد و مشارکت پایدار آمریکا در بازسازی یونان و چارچوب گسترده‌تر کمک‌های جنگ سرد را آغاز کرد.,fiscal,https://www.archives.gov/milestone-documents/truman-doctrine,US National Archives — Milestone Documents
1953-04-09,GRC,policy-enacted,Drachma devaluation and stabilization,کاهش ارزش دراخما و تثبیت اقتصادی,"Minister Spyros Markezinis devalues the drachma 50% against the dollar and curbs import restrictions, achieving Greece's first balanced budget since the war; industrial production rises nearly 40% in 1953 and a 1954 revaluation (1 new drachma = 1,000 old) anchors two decades of currency stability under Bretton Woods.",اسپیروس مارکزینیس، وزیر، ارزش دراخما را 50 درصد در برابر دلار کاهش داد و محدودیت‌های واردات را کم کرد و نخستین بودجه متوازن یونان پس از جنگ را رقم زد؛ تولید صنعتی در سال 1953 نزدیک به 40 درصد افزایش یافت و تجدید ارزش‌گذاری سال 1954 (1 دراخمای جدید برابر با 1000 دراخمای قدیم) دو دهه ثبات پولی زیر نظام برتون وودز را تثبیت کرد.,fx;inflation,https://www.elibrary.imf.org/view/journals/024/1954/002/article-A002-en.xml,"IMF Staff Papers — ""Stabilization of the Greek Economy and the 1953 Devaluation of the Drachma"""
1961-07-09,GRC,institutional-change,EEC Association Agreement signed,امضای موافقت‌نامه همکاری با جامعه اقتصادی اروپا,"Greece becomes the first European state to sign an Association Agreement with the EEC, laying the legal groundwork for eventual full membership and beginning tariff and investment integration with Western Europe.",یونان نخستین کشور اروپایی شد که موافقت‌نامه همکاری با جامعه اقتصادی اروپا را امضا کرد و زمینه حقوقی عضویت کامل در آینده را فراهم آورد و یکپارچگی تعرفه‌ای و سرمایه‌گذاری با اروپای غربی را آغاز کرد.,trade,https://www.cvce.eu/en/obj/signature_of_the_association_agreement_between_greece_and_the_eec_athens_9_july_1961-en-cb612cfb-21d3-4e51-8eca-e2740e0bf297.html,"CVCE — Signature of the Association Agreement (Athens, 9 July 1961)"
1967-04-21,GRC,political-event,Military junta seizes power,تصرف قدرت به دست شورای نظامی,"A group of army colonels led by Georgios Papadopoulos overthrow the caretaker government weeks before scheduled elections, imposing seven years of censorship, repression and state-directed economic policy.",گروهی از سرهنگان ارتش به رهبری یورگوس پاپادوپولوس، چند هفته پیش از انتخابات برنامه‌ریزی‌شده، دولت موقت را سرنگون کردند و هفت سال سانسور، سرکوب و سیاست اقتصادی دولت‌محور را تحمیل کردند.,fiscal,https://en.wikipedia.org/wiki/Greek_junta,Wikipedia — Greek Junta (cross-check chronology skeleton)
1974-07-24,GRC,political-event,Metapolitefsi — restoration of democracy,متاپولیتفسی؛ بازگشت دموکراسی,"The junta collapses under the pressure of Turkey's invasion of Cyprus; Konstantinos Karamanlis returns from exile to form a government of national unity, beginning the 'metapolitefsi' transition to stable parliamentary democracy.",شورای نظامی زیر فشار حمله ترکیه به قبرس فروپاشید؛ کنستانتین کارامانلیس از تبعید بازگشت تا دولت وحدت ملی تشکیل دهد و گذار «متاپولیتفسی» به دموکراسی پارلمانی باثبات آغاز شد.,fiscal,https://en.wikipedia.org/wiki/Metapolitefsi,Wikipedia — Metapolitefsi (cross-check chronology skeleton)
1975-06-11,GRC,institutional-change,1975 Constitution ratified,تصویب قانون اساسی 1975,"Parliament adopts a new constitution establishing Greece as a parliamentary republic following the December 1974 referendum that abolished the monarchy, completing the legal transition from the 1967-74 junta to stable democracy.",پارلمان قانون اساسی جدیدی را تصویب کرد که یونان را پس از همه‌پرسی دسامبر 1974 که سلطنت را لغو کرد به جمهوری پارلمانی بدل ساخت و گذار حقوقی از شورای نظامی 1967-1974 به دموکراسی باثبات را کامل کرد.,fiscal,https://www.hellenicparliament.gr/UserFiles/f3c70a23-7696-49db-9148-f24dce6a27c8/THE%20CONSTITUTION%20OF%20GREECE.pdf,Hellenic Parliament — official constitutional text
1981-01-01,GRC,institutional-change,Greece joins the EEC,پیوستن یونان به جامعه اقتصادی اروپا,"Greece becomes the European Community's tenth member, seven years after the accession application was filed following the restoration of democracy, unlocking trade integration and later structural funds.",یونان دهمین عضو جامعه اروپا شد، هفت سال پس از ثبت درخواست الحاق در پی بازگشت دموکراسی، که یکپارچگی تجاری و بعدها صندوق‌های ساختاری را در دسترس گذاشت.,trade;fiscal,https://en.wikipedia.org/wiki/1981_enlargement_of_the_European_Communities,Wikipedia — 1981 Enlargement of the European Communities (cross-check chronology skeleton)
1985-10-01,GRC,policy-enacted,PASOK stabilization program,برنامه تثبیت پاسوک,"Papandreou government accepts EEC-conditioned austerity (a 15% drachma devaluation, borrowing limits, wage controls) in exchange for a $1.75bn loan to close an 8.7%-of-GDP trade deficit, reversing the expansionary policies of PASOK's first term.",دولت پاپاندرئو ریاضت مشروط جامعه اقتصادی اروپا (کاهش 15 درصدی ارزش دراخما، سقف استقراض و کنترل دستمزد) را در ازای وامی 1.75 میلیارد دلاری برای پوشش کسری تجاری معادل 8.7 درصد تولید ناخالص داخلی پذیرفت و سیاست‌های انبساطی دوره نخست پاسوک را وارونه کرد.,fx;fiscal,https://en.wikipedia.org/wiki/PASOK,Wikipedia — PASOK (cross-check)
1991-01-01,GRC,policy-enacted,Mitsotakis austerity and privatization program,برنامه ریاضت و خصوصی‌سازی میتسوتاکیس,"Incoming Nea Dimokratia government inherits public debt above 100% of GDP (from ~23% in 1980) and a ~15%-of-GDP deficit; it cuts pension replacement rates, raises the retirement age, and begins partial bank and telecom privatization to steer toward euro-convergence criteria.",دولت تازه‌وارد دموکراسی نوین بدهی عمومی بالای 100 درصد تولید ناخالص داخلی (از حدود 23 درصد در 1980) و کسری حدود 15 درصدی تولید ناخالص داخلی را به ارث برد؛ این دولت نرخ جایگزینی مستمری‌ها را کاهش داد، سن بازنشستگی را بالا برد و خصوصی‌سازی جزئی بانک‌ها و مخابرات را برای حرکت به سوی معیارهای همگرایی یورو آغاز کرد.,fiscal,https://en.wikipedia.org/wiki/Konstantinos_Mitsotakis,Wikipedia — Konstantinos Mitsotakis (cross-check)
1996-01-01,GRC,policy-enacted,Simitis convergence program for euro entry,برنامه همگرایی سیمیتیس برای ورود به یورو,"Costas Simitis launches multi-year fiscal-convergence programs targeting Maastricht criteria, narrowing the deficit from 10.4% of GDP (1996) to below 3% by 2000, qualifying Greece for the euro in June 2000.",کوستاس سیمیتیس برنامه‌های چندساله همگرایی مالی را با هدف معیارهای ماستریخت آغاز کرد و کسری بودجه را از 10.4 درصد تولید ناخالص داخلی (1996) به زیر 3 درصد تا سال 2000 رساند و یونان را در ژوئن 2000 واجد شرایط پیوستن به یورو کرد.,fiscal,https://en.wikipedia.org/wiki/Costas_Simitis,Wikipedia — Costas Simitis (cross-check)
1998-03-16,GRC,policy-enacted,Drachma enters the Exchange Rate Mechanism,ورود دراخما به سازوکار نرخ ارز اروپا,"Drachma joins the ERM at a central rate of 357 per ECU, roughly 12% below the prevailing market rate, a required step on the path to eurozone entry targeted for 2001.",دراخما با نرخ مرکزی 357 در برابر هر واحد پول اروپایی، حدود 12 درصد پایین‌تر از نرخ رایج بازار، به سازوکار نرخ ارز اروپا پیوست، گامی ضروری در مسیر ورود به منطقه یورو که برای سال 2001 هدف‌گذاری شده بود.,fx,https://www.bankofgreece.gr/Publications/3120081003_en.pdf,Bank of Greece — working paper on drachma ERM speculative attacks
2001-01-01,GRC,policy-enacted,Euro adoption (accounting currency),پذیرش یورو (به‌عنوان پول حسابداری),"Greece joins the eurozone as its accounting currency, a year after the other original members, following a Council decision confirming it met the convergence criteria; notes and coins enter circulation on 1 January 2002.",یونان یک سال پس از دیگر اعضای اولیه و در پی تصمیم شورا مبنی بر تأیید احراز معیارهای همگرایی، به منطقه یورو به‌عنوان پول حسابداری پیوست؛ اسکناس و سکه از 1 ژانویه 2002 وارد گردش شد.,fx,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010102.en.html,European Central Bank — Press Release
2004-08-13,GRC,economic-event,Athens Olympics,المپیک آتن,"Greece hosts the Summer Olympics after a construction and security spending surge estimated at roughly €9bn, contributing to the elevated public debt levels of the following decade.",یونان پس از جهش هزینه‌های ساخت‌وساز و امنیت که حدود 9 میلیارد یورو برآورد می‌شود، میزبان بازی‌های المپیک تابستانی شد که به سطوح بالای بدهی عمومی در دهه بعد دامن زد.,fiscal;trade,https://en.wikipedia.org/wiki/2004_Summer_Olympics,Wikipedia — 2004 Summer Olympics (cross-check chronology skeleton)
2009-10-20,GRC,economic-event,Deficit revision triggers sovereign-debt crisis,بازنگری کسری بودجه بحران بدهی حاکمیتی را برمی‌انگیزد,Incoming Papandreou government reveals the 2009 budget deficit will reach approximately 12.5% of GDP (versus a prior estimate of 3.7%); the shock revision triggers a ratings downgrade and the loss of bond-market access that becomes the Greek debt crisis.,دولت تازه‌وارد پاپاندرئو فاش کرد که کسری بودجه سال 2009 به حدود 12.5 درصد تولید ناخالص داخلی خواهد رسید (در برابر برآورد پیشین 3.7 درصد)؛ این بازنگری تکان‌دهنده کاهش رتبه اعتباری و از دست رفتن دسترسی به بازار اوراق قرضه را برانگیخت که به بحران بدهی یونان بدل شد.,fiscal,https://en.wikipedia.org/wiki/Greek_government-debt_crisis,Wikipedia — Greek Government-Debt Crisis (cross-check chronology skeleton)
2010-04-23,GRC,economic-event,Greece formally requests EU-IMF support,درخواست رسمی یونان برای پشتیبانی اتحادیه اروپا و صندوق بین‌المللی پول,"PM Papandreou activates the eurozone support mechanism from the island of Kastellorizo after the debt crisis reaches a tipping point, leading within weeks to the first €110bn bailout agreement.",پاپاندرئو، نخست‌وزیر، پس از رسیدن بحران بدهی به نقطه بحرانی، سازوکار پشتیبانی منطقه یورو را از جزیره کاستلوریزو فعال کرد که ظرف چند هفته به نخستین توافق نجات 110 میلیارد یورویی انجامید.,fiscal,https://greekreporter.com/2026/04/23/april-23-2010-greece-bailouts-austerity/,"GreekReporter — ""April 23, 2010: Greece Enters the Bailout and Austerity Era"""
2010-05-03,GRC,policy-enacted,First EU-IMF bailout program (€110bn),نخستین برنامه نجات اتحادیه اروپا و صندوق بین‌المللی پول (110 میلیارد یورو),"Greece signs its first memorandum of understanding with the Eurogroup, ECB and IMF for €110bn in loans (€80bn bilateral eurozone loans plus a €30bn IMF Stand-By Arrangement) in exchange for austerity and structural reforms.",یونان نخستین تفاهم‌نامه خود را با گروه یورو، بانک مرکزی اروپا و صندوق بین‌المللی پول برای 110 میلیارد یورو وام (80 میلیارد یورو وام دوجانبه منطقه یورو به‌علاوه توافق آماده‌به‌کار 30 میلیارد یورویی صندوق) در ازای ریاضت و اصلاحات ساختاری امضا کرد.,fiscal;banking,https://ec.europa.eu/economy_finance/publications/occasional_paper/2010/op61_en.htm,"European Commission — Occasional Paper 61, The Economic Adjustment Programme for Greece"
2012-02-21,GRC,policy-enacted,Second bailout (€130bn) and PSI debt restructuring,دومین بسته نجات (130 میلیارد یورو) و بازساختاردهی بدهی با مشارکت بخش خصوصی,"Eurogroup finalizes a second €130bn program; the accompanying Private Sector Involvement (PSI) debt swap in March 2012 imposes a 53.5% face-value haircut on private bondholders, the largest sovereign-debt restructuring in history at the time.",گروه یورو دومین برنامه 130 میلیارد یورویی را نهایی کرد؛ مبادله بدهی همراه آن با مشارکت بخش خصوصی در مارس 2012، کاهش 53.5 درصدی ارزش اسمی را بر دارندگان خصوصی اوراق قرضه تحمیل کرد، بزرگ‌ترین بازساختاردهی بدهی حاکمیتی تاریخ در آن زمان.,fiscal;banking,https://www.esm.europa.eu/content/what-was-private-sector-debt-restructuring-march-2012,European Stability Mechanism
