date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1936-07-17,ESP,catastrophe,Spanish Civil War begins,آغاز جنگ داخلی اسپانیا,"Military uprising against the Second Republic triggers a three-year civil war; the conflict kills up to a million people, destroys infrastructure, and leaves the economy in ruins with a decade of food rationing to follow.",قیام نظامی علیه جمهوری دوم جنگ داخلی سه‌ساله‌ای را برانگیخت؛ این درگیری تا یک میلیون نفر را کشت، زیرساخت‌ها را ویران کرد و اقتصاد را با یک دهه جیره‌بندی غذا در پیش رو در ویرانی رها کرد.,fiscal;food;labor,https://www.britannica.com/event/Spanish-Civil-War,Encyclopaedia Britannica
1939-04-01,ESP,institutional-change,Civil War ends — Francoist autarky begins,پایان جنگ داخلی؛ آغاز خودکفایی فرانکو,"Franco declares victory and installs an authoritarian regime pursuing economic autarky (self-sufficiency), with state-controlled trade, price regulation and rationing that leaves the economy stagnant through the 1940s.",فرانکو پیروزی را اعلام کرد و رژیمی اقتدارگرا برپا کرد که خودکفایی اقتصادی را دنبال می‌کرد، با تجارت تحت کنترل دولت، تنظیم قیمت و جیره‌بندی که اقتصاد را در سراسر دهه 1940 راکد نگه داشت.,trade;fiscal;food,https://www.britannica.com/place/Spain/Francos-Spain-1939-75,Encyclopaedia Britannica
1953-09-26,ESP,policy-enacted,Pact of Madrid with the United States,پیمان مادرید با ایالات متحده,"Three executive agreements grant the US military bases on Spanish soil in exchange for economic and military aid; Spain receives over $1.5bn in US economic aid 1953-63, ending Franco-era international isolation and easing the autarky-era balance-of-payments squeeze.",سه موافقت‌نامه اجرایی، پایگاه‌های نظامی آمریکا در خاک اسپانیا را در ازای کمک اقتصادی و نظامی مجاز کرد؛ اسپانیا در سال‌های 1953 تا 1963 بیش از 1.5 میلیارد دلار کمک اقتصادی آمریکا دریافت کرد که به انزوای بین‌المللی دوران فرانکو پایان داد و تنگنای تراز پرداخت‌های دوران خودکفایی را تسکین بخشید.,fiscal;trade,https://en.wikipedia.org/wiki/Pact_of_Madrid,Wikipedia — Pact of Madrid (cross-check)
1957-02-25,ESP,institutional-change,"Opus Dei ""technocrats"" enter Franco's cabinet",ورود «تکنوکرات‌های» اوپوس دئی به کابینه فرانکو,"Cabinet reshuffle brings technocratic ministers (Ullastres at Trade, Navarro Rubio at Finance, López Rodó coordinating development planning) into economic policymaking, sidelining Falangist autarky ideologues and paving the way for the 1959 Stabilization Plan.",بازآرایی کابینه، وزیران تکنوکرات (اویاسترس در بازرگانی، ناوارو روبیو در دارایی و لوپز رودو در هماهنگی برنامه‌ریزی توسعه) را وارد سیاست‌گذاری اقتصادی کرد، ایدئولوگ‌های خودکفایی فالانژیست را به حاشیه راند و راه را برای طرح تثبیت 1959 هموار کرد.,fiscal;trade,https://www.tutor2u.net/history/reference/economic-development-in-spain-1956-75,tutor2u — Economic Development in Spain (1956-75)
1959-07-01,ESP,policy-enacted,Stabilization Plan of 1959,طرح تثبیت 1959,"Decree-Law abandons economic autarky in favor of trade liberalization, currency devaluation, and openness to foreign investment, ending two decades of Francoist self-sufficiency policy and setting up the 1960s growth boom.",قانون فرمانی خودکفایی اقتصادی را به نفع آزادسازی تجاری، کاهش ارزش پول و گشایش به روی سرمایه‌گذاری خارجی کنار گذاشت، به دو دهه سیاست خودکفایی فرانکو پایان داد و زمینه رونق رشد دهه 1960 را فراهم کرد.,fx;trade;fiscal,https://www.britannica.com/topic/Stabilization-Plan-of-1959,Encyclopaedia Britannica
1964-01-01,ESP,economic-event,Spanish Miracle growth era begins,آغاز دوران رشد «معجزه اسپانیا»,"First four-year Indicative Development Plan formalizes 1960s state-guided industrialization; GDP grows roughly 6.5%/year on average from 1959-1974, the second-highest rate in the world after Japan, driven by tourism, emigrant remittances, and manufacturing exports.",نخستین برنامه توسعه ارشادی چهارساله، صنعتی‌سازی دولت‌هدایت‌شده دهه 1960 را رسمیت بخشید؛ تولید ناخالص داخلی از 1959 تا 1974 به‌طور میانگین سالانه حدود 6.5 درصد رشد کرد، دومین نرخ بالای جهان پس از ژاپن، که از گردشگری، حواله‌های مهاجران و صادرات صنعتی نیرو می‌گرفت.,trade;fiscal;labor,https://www.britannica.com/topic/Economic-Stabilization-Plan,Encyclopaedia Britannica
1970-06-29,ESP,policy-enacted,EEC Preferential Trade Agreement,موافقت‌نامه تجاری ترجیحی با جامعه اقتصادی اروپا,"Spain and the EEC sign a six-year tariff-reduction timetable covering 60% of Spanish imports from the Community, a first institutionalized step toward European economic integration 16 years before full accession.",اسپانیا و جامعه اقتصادی اروپا جدول زمانی شش‌ساله کاهش تعرفه را امضا کردند که 60 درصد واردات اسپانیا از این جامعه را دربرمی‌گرفت، نخستین گام نهادینه‌شده به سوی یکپارچگی اقتصادی اروپا، 16 سال پیش از الحاق کامل.,trade,https://www.cvce.eu/content/publication/2007/6/15/1ada9820-a7c1-4cac-bdaf-9429c544904a/publishable_en.pdf,CVCE — Agreement between the EEC and Spain (29 June 1970)
1975-11-20,ESP,political-event,Franco's death,مرگ فرانکو,Francisco Franco dies after 36 years in power; Juan Carlos I is crowned king two days later and Spain begins its transition to constitutional democracy.,فرانسیسکو فرانکو پس از 36 سال در قدرت درگذشت؛ خوان کارلوس یکم دو روز بعد تاجگذاری کرد و اسپانیا گذار خود به دموکراسی مشروطه را آغاز کرد.,fiscal,https://www.britannica.com/biography/Francisco-Franco,Encyclopaedia Britannica
1977-10-25,ESP,policy-enacted,Moncloa Pacts,پیمان‌های مونکلوآ,"Government, unions and opposition parties sign economic and political agreements exchanging wage restraint for tax, social-security and housing-market reforms, stabilizing the economy (inflation was above 24%) during the democratic transition.",دولت، اتحادیه‌های کارگری و احزاب مخالف توافق‌های اقتصادی و سیاسی‌ای را امضا کردند که خویشتن‌داری دستمزدی را با اصلاحات مالیاتی، تأمین اجتماعی و بازار مسکن مبادله می‌کرد و اقتصاد را در دوران گذار دموکراتیک (تورم بالای 24 درصد بود) تثبیت کرد.,fiscal;inflation;labor;housing,https://ideas.repec.org/p/ays/ispwps/paper0601.html,"Reaching a Political Consensus for Tax Reform in Spain: The Moncloa Pacts (academic working paper, IDEAS/RePEc)"
1978-12-06,ESP,institutional-change,1978 Constitution ratified,تصویب قانون اساسی 1978,"92% of voters approve the new constitution in a referendum, establishing Spain as a parliamentary constitutional monarchy under Juan Carlos I and completing the legal transition from Francoist dictatorship to democracy.",92 درصد رأی‌دهندگان قانون اساسی جدید را در همه‌پرسی تأیید کردند که اسپانیا را به پادشاهی مشروطه پارلمانی زیر نظر خوان کارلوس یکم بدل کرد و گذار حقوقی از دیکتاتوری فرانکو به دموکراسی را کامل کرد.,fiscal,https://www.lamoncloa.gob.es/lang/en/espana/paginas/constitution.aspx,La Moncloa — Spanish Government (official)
1982-10-28,ESP,political-event,PSOE landslide election win,پیروزی قاطع حزب سوسیالیست کارگران اسپانیا,"Felipe González's Socialists win 202 of 350 seats on the highest-turnout election of the democratic era, taking office to confront a deep recession and beginning a program of austerity, labor-market flexibilization, and industrial restructuring rather than the expansionary platform originally promised.",سوسیالیست‌های فلیپه گونسالس 202 کرسی از 350 کرسی را در پرمشارکت‌ترین انتخابات دوران دموکراسی به دست آوردند و در حالی روی کار آمدند که با رکودی عمیق روبه‌رو بودند و به‌جای برنامه انبساطی وعده‌داده‌شده، برنامه‌ای از ریاضت، انعطاف‌پذیری بازار کار و بازساختاردهی صنعتی را آغاز کردند.,fiscal;labor,https://en.wikipedia.org/wiki/1982_Spanish_general_election,Wikipedia — 1982 Spanish general election (cross-check)
1984-07-27,ESP,policy-enacted,Industrial Reconversion Law,قانون بازتبدیل صنعتی,"González government's industrial-restructuring program closes or downsizes uncompetitive steel, shipbuilding and textile plants inherited from the autarky/developmentalist era, triggering general strikes in 1984 and 1988 but modernizing Spain's industrial base ahead of EEC entry.",برنامه بازساختاردهی صنعتی دولت گونسالس، کارخانه‌های ناکارآمد فولاد، کشتی‌سازی و نساجی به‌جامانده از دوران خودکفایی و توسعه‌گرایی را تعطیل یا کوچک کرد که اعتصاب‌های عمومی 1984 و 1988 را برانگیخت اما پایه صنعتی اسپانیا را پیش از ورود به جامعه اقتصادی اروپا نوسازی کرد.,fiscal;labor,https://pressbooks.pub/spainthenationinitslabyrinth/chapter/chapter-6-psoe-1982-1996/,The Nation in Its Labyrinth (Pressbooks) — Socialists in Power (1982-1996)
1986-01-01,ESP,institutional-change,Spain joins the EEC,پیوستن اسپانیا به جامعه اقتصادی اروپا,"Spain accedes to the European Economic Community alongside Portugal, locking in trade liberalization and eventual access to EU structural and cohesion funds.",اسپانیا در کنار پرتغال به جامعه اقتصادی اروپا پیوست و آزادسازی تجاری و در نهایت دسترسی به صندوق‌های ساختاری و انسجام اتحادیه اروپا را تثبیت کرد.,trade;fiscal,https://www.cvce.eu/en/recherche/unit-content/-/unit/492a8c2c-2850-4ba8-a327-6533841130ec/4172ec37-fac5-43d1-8dcb-ff2d321e6c43,CVCE (Centre Virtuel de la Connaissance sur l'Europe) — EU integration history archive
1992-07-25,ESP,economic-event,Barcelona Olympics and Seville Expo,المپیک بارسلونا و اکسپوی سویا,"Spain hosts the Summer Olympics in Barcelona and the Universal Exposition in Seville the same year, both accompanied by large public infrastructure investment that showcases the country's post-transition modernization.",اسپانیا در یک سال میزبان بازی‌های المپیک تابستانی در بارسلونا و نمایشگاه جهانی در سویا شد که هر دو با سرمایه‌گذاری بزرگ در زیرساخت عمومی همراه بود و نوسازی کشور پس از گذار را به نمایش گذاشت.,trade;fiscal,https://www.britannica.com/event/Barcelona-1992-Olympic-Games,Encyclopaedia Britannica
1992-09-17,ESP,economic-event,Peseta devalued amid ERM crisis,کاهش ارزش پزتا در بحران سازوکار نرخ ارز اروپا,"First of three peseta devaluations within the 1992-93 European Exchange Rate Mechanism crisis (5% in September, 6% in November 1992, 6.5% in May 1993) after sterling and the lira are forced out of the ERM entirely.",نخستین مورد از سه کاهش ارزش پزتا در بحران سازوکار نرخ ارز اروپا در سال‌های 1992-1993 (5 درصد در سپتامبر، 6 درصد در نوامبر 1992 و 6.5 درصد در ماه مه 1993)، پس از آنکه پوند استرلینگ و لیر ایتالیا کاملاً از این سازوکار خارج شدند.,fx,https://www.bruegel.org/2012/11/spain-a-tale-of-two-crises/,"Bruegel — ""Spain: a tale of two crises"""
1999-01-01,ESP,policy-enacted,Euro adoption (accounting currency),پذیرش یورو (به‌عنوان پول حسابداری),Spain adopts the euro as its accounting currency at a fixed peseta rate; notes and coins enter circulation on 1 January 2002.,اسپانیا یورو را با نرخ ثابت پزتا به‌عنوان پول حسابداری خود پذیرفت؛ اسکناس و سکه از 1 ژانویه 2002 وارد گردش شد.,fx,https://economy-finance.ec.europa.eu/euro/eu-countries-and-euro/spain-and-euro_en,European Commission — Spain and the Euro
2008-01-01,ESP,catastrophe,Property bubble bursts,ترکیدن حباب املاک,A decade-long housing construction and credit boom collapses; house prices fall roughly 37% from 2007-2013 as construction employment craters and non-performing loans surge at savings banks (cajas).,رونق یک‌دهه‌ای ساخت‌وساز مسکن و اعتبار فروپاشید؛ قیمت مسکن در سال‌های 2007 تا 2013 حدود 37 درصد افت کرد، اشتغال بخش ساختمان فروریخت و مطالبات غیرجاری در بانک‌های پس‌انداز (کاخاها) به‌شدت افزایش یافت.,housing;banking,https://www.imf.org/en/countries/esp,IMF Spain country page
2010-05-12,ESP,policy-enacted,First austerity package amid debt crisis,نخستین بسته ریاضتی در بحران بدهی,"Zapatero government announces surprise spending cuts (public-sector pay cut 5%, pension freeze) under market pressure following Greece's bailout, reversing the stimulus-oriented response to the 2008 crisis.",دولت ثاپاترو تحت فشار بازار و پس از بسته نجات یونان، کاهش‌های غیرمنتظره هزینه (کاهش 5 درصدی حقوق بخش عمومی و انجماد مستمری‌ها) را اعلام کرد و پاسخ محرک‌محور به بحران 2008 را وارونه ساخت.,fiscal,https://www.imf.org/en/countries/esp,IMF Spain country page
2011-09-27,ESP,institutional-change,"Constitutional ""golden rule"" on deficits",«قاعده طلایی» قانون اساسی درباره کسری بودجه,"Parliament amends Article 135 of the constitution (233-3 in the Senate) to cap structural deficit and debt levels for the state and autonomous communities, a rare mid-crisis constitutional change demanded by the EU-wide fiscal-discipline push.",پارلمان اصل 135 قانون اساسی را اصلاح کرد (با رأی 233 به 3 در سنا) تا سقفی بر کسری ساختاری و سطح بدهی دولت و مناطق خودمختار بگذارد، تغییری نادر در قانون اساسی در میانه بحران که فشار سراسری اتحادیه اروپا برای انضباط مالی آن را طلب می‌کرد.,fiscal,https://www.loc.gov/item/global-legal-monitor/2011-08-30/spain-proposed-constitutional-amendment-to-include-debt-ceiling-provision/,US Library of Congress — Global Legal Monitor
2012-07-20,ESP,policy-enacted,EU bank bailout — up to €100bn credit line,بسته نجات بانکی اتحادیه اروپا؛ خط اعتباری تا 100 میلیارد یورو,Eurogroup approves a memorandum of understanding for up to €100bn in loans to recapitalize Spain's troubled banking sector (mainly the former cajas); €39.5bn is ultimately disbursed via the ESM in December 2012.,گروه یورو تفاهم‌نامه‌ای را برای وام تا 100 میلیارد یورو جهت افزایش سرمایه بخش بانکی گرفتار اسپانیا (عمدتاً کاخاهای پیشین) تصویب کرد؛ در نهایت 39.5 میلیارد یورو از طریق سازوکار ثبات اروپا در دسامبر 2012 پرداخت شد.,banking;fiscal,https://www.esm.europa.eu/assistance/spain,European Stability Mechanism — Spain
2013-01-24,ESP,economic-event,Unemployment peaks above 26%,اوج‌گیری بیکاری به بالای 26 درصد,"Spain's unemployment rate hits a record 26.3% (youth unemployment 55.7%) as the post-2008 double-dip recession bottoms out, the worst labor-market outcome of the eurozone debt crisis among the core comparator countries.",نرخ بیکاری اسپانیا با به کف رسیدن رکود دومرحله‌ای پس از 2008 به رکورد 26.3 درصد رسید (بیکاری جوانان 55.7 درصد)، بدترین وضعیت بازار کار در بحران بدهی منطقه یورو در میان کشورهای اصلی مقایسه‌شده.,labor,https://www.aljazeera.com/economy/2013/1/24/spains-unemployment-rate-reaches-record-high-2,Al Jazeera
