date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1927-10-15,IRQ,economic-event,Baba Gurgur oil strike opens Iraq's oil era,کشف نفت بابا گرگر,"A gusher at Baba Gurgur near Kirkuk becomes the first major commercial oil discovery in Iraq, brought into production by the Iraq Petroleum Company from 1934 and giving rise to the country's oil-export economy.",فوران نفت در بابا گرگر نزدیک کرکوک نخستین اکتشاف بزرگ تجاری نفت در عراق بود که از سال ۱۹۳۴ توسط شرکت نفت عراق به بهره‌برداری رسید و پایه اقتصاد صادرات نفتی این کشور را گذاشت.,oil,https://en.wikipedia.org/wiki/Baba_Gurgur,Wikipedia — Baba Gurgur (cross-checked against GeoExpro's account of the Iraq Petroleum Company)
1928-07-31,IRQ,institutional-change,Red Line Agreement forms the Iraq Petroleum cartel,پیمان خط قرمز,"Western oil majors (Anglo-Persian, Shell, Compagnie Française des Pétroles, the Near East Development Corporation, and Calouste Gulbenkian) sign the Red Line Agreement, binding each other to a self-denial clause against independent exploration across former Ottoman territory and cementing joint control of Iraq's oil concession.",شرکت‌های بزرگ نفتی غربی (آنگلو-پرشین، شل، شرکت نفت فرانسه، نیر ایست دولوپمنت و کالوست گلبنکیان) پیمان خط قرمز را امضا کردند که آنها را به بند خودداری از اکتشاف مستقل در سرزمین‌های سابق عثمانی متعهد می‌ساخت و کنترل مشترک بر امتیاز نفت عراق را تثبیت کرد.,oil;institutional,https://history.state.gov/milestones/1921-1936/red-line,"US Department of State, Office of the Historian"
1932-10-03,IRQ,institutional-change,Iraq gains independence from the British mandate,استقلال عراق از قیمومیت بریتانیا,"Iraq is admitted to the League of Nations as a sovereign state, ending the British Mandate; Britain nonetheless retains military basing rights and continuing influence over Iraqi oil and fiscal policy under the 1930 Anglo-Iraqi Treaty.",عراق به عنوان کشوری مستقل به جامعه ملل پیوست و قیمومیت بریتانیا پایان یافت؛ با این حال بریتانیا بر اساس پیمان انگلیس و عراق ۱۹۳۰ حق پایگاه‌های نظامی و نفوذ بر سیاست نفتی و مالی عراق را حفظ کرد.,institutional;fiscal,https://www.britannica.com/place/Iraq/Independence-1932-39,Encyclopaedia Britannica
1952-02-14,IRQ,policy-enacted,Iraq Petroleum Company accepts 50-50 profit sharing,توافق تقسیم برابر سود نفت با شرکت نفت عراق,"IPC agrees to split profits evenly with the Iraqi government, retroactive to January 1951, following the pattern set by the Saudi-Aramco deal; Iraqi government oil revenue rises from about £11.7m in 1950 to roughly £42.5m by 1957.",شرکت نفت عراق پذیرفت سود خود را به‌طور مساوی با دولت عراق، با اثر بازگشتی از ژانویه ۱۹۵۱، تقسیم کند؛ این الگو از توافق آرامکو با عربستان سعودی گرفته شده بود و درآمد نفتی دولت عراق را از حدود ۱۱.۷ میلیون پوند در ۱۹۵۰ به نزدیک ۴۲.۵ میلیون پوند تا ۱۹۵۷ رساند.,oil;fiscal,https://www.encyclopedia.com/humanities/encyclopedias-almanacs-transcripts-and-maps/iraq-petroleum-company-ipc,Encyclopedia.com — Iraq Petroleum Company (IPC)
1958-07-14,IRQ,political-event,14 July Revolution overthrows the Hashemite monarchy,انقلاب ۱۴ ژوئیه,"Free Officers led by Abd al-Karim Qasim overthrow King Faisal II, ending a pro-Western monarchy closely tied to Iraq Petroleum Company interests and opening a decade of nationalist economic policy, including land reform and oil-concession renegotiation.",افسران آزاد به رهبری عبدالکریم قاسم پادشاهی هاشمی را سرنگون کردند و به سلطنتی غرب‌گرا که پیوند نزدیکی با منافع شرکت نفت عراق داشت پایان دادند؛ این رویداد راه را برای یک دهه سیاست‌های ملی‌گرایانه اقتصادی از جمله اصلاحات ارضی و بازنگری در امتیاز نفت گشود.,institutional;oil,https://www.britannica.com/place/Iraq/The-revolution-of-1958,Encyclopaedia Britannica
1958-09,IRQ,policy-enacted,Agrarian Reform Law caps landownership,قانون اصلاحات ارضی عراق,"Law No. 30 caps private landholdings and mandates redistribution of roughly 18 million dunums seized from large landowners to tenant farmers, dismantling Iraq's semi-feudal rural land structure under the new Qasim government.",قانون شماره ۳۰ سقفی برای مالکیت زمین تعیین کرد و بازتوزیع نزدیک به ۱۸ میلیون دونم زمین مصادره‌شده از مالکان بزرگ میان کشاورزان مستأجر را الزامی ساخت و ساختار نیمه‌فئودالی زمین‌داری روستایی عراق را در دوران حکومت قاسم برچید.,food;fiscal,https://www.britannica.com/topic/Agrarian-Reform-Law-1958-Iraq,Encyclopaedia Britannica
1961-12-12,IRQ,policy-enacted,Law No. 80 confiscates unexploited IPC concession areas,قانون شماره ۸۰ و مصادره مناطق بهره‌برداری‌نشده امتیاز شرکت نفت عراق,"Iraq expropriates roughly 99.5% of the Iraq Petroleum Company's concession territory without compensation, leaving IPC only its producing fields; the law halts new IOC exploration in Iraq for a decade and lays the legal groundwork for full nationalization.",عراق نزدیک به ۹۹.۵ درصد از مساحت امتیاز شرکت نفت عراق را بدون پرداخت غرامت مصادره کرد و تنها میدان‌های در حال بهره‌برداری را برای شرکت باقی گذاشت؛ این قانون اکتشاف شرکت‌های نفتی بین‌المللی در عراق را برای یک دهه متوقف کرد و زمینه حقوقی ملی‌سازی کامل نفت را فراهم آورد.,oil;fiscal,http://large.stanford.edu/publications/coal/references/baker/studies/noc/docs/NOC_Iraq_Jaffe.pdf,"Stanford University — Baker Institute study, 'Iraq's Oil Sector: Past, Present and Future' (Jaffe)"
1964,IRQ,institutional-change,Iraq National Oil Company (INOC) established,تأسیس شرکت ملی نفت عراق,"Law No. 11 creates the Iraq National Oil Company to explore and develop the oil areas returned to the state under Law 80, Iraq's first fully state-owned oil operating company and a direct institutional precursor to the 1972 full nationalization of IPC.",قانون شماره ۱۱ شرکت ملی نفت عراق را برای اکتشاف و توسعه مناطقی که طبق قانون ۸۰ به دولت بازگردانده شده بود تأسیس کرد؛ این نخستین شرکت کاملاً دولتی بهره‌بردار نفت در عراق بود و مقدمه نهادی ملی‌سازی کامل شرکت نفت عراق در سال ۱۹۷۲ به شمار می‌رفت.,oil;institutional,https://en.wikipedia.org/wiki/Iraq_National_Oil_Company,Wikipedia — Iraq National Oil Company (cross-checked against Oil & Gas Journal's INOC case history)
1968-07-17,IRQ,political-event,Ba'ath Party seizes power in the 17 July Revolution,کودتای ۱۷ ژوئیه و به قدرت رسیدن حزب بعث,"A bloodless coup led by the Arab Ba'ath Socialist Party brings Ahmad Hassan al-Bakr to power, beginning 35 years of Ba'athist rule and a shift to state-led, oil-financed development that culminates in full IPC nationalization four years later.",کودتایی بدون خونریزی به رهبری حزب بعث عرب سوسیالیست، احمد حسن البکر را به قدرت رساند و آغازگر ۳۵ سال حکومت بعثی و چرخش به سوی توسعه دولت‌محور و نفت‌بنیاد شد که چهار سال بعد به ملی‌سازی کامل شرکت نفت عراق انجامید.,institutional;oil,https://www.britannica.com/place/Iraq/The-revolution-of-1968,Encyclopaedia Britannica
1972-06-01,IRQ,policy-enacted,Iraq nationalizes the Iraq Petroleum Company,ملی‌سازی شرکت نفت عراق,The government nationalizes all remaining IPC assets after over a decade of disputes over the North Rumaila field and back-payment claims; the newly state-controlled sector's oil revenue subsequently rises from roughly $600-700m in 1968 to about $10bn/year by 1973-79 as global prices spike.,دولت عراق پس از بیش از یک دهه اختلاف بر سر میدان الرمیله شمالی و مطالبات پرداخت‌های معوق، تمامی دارایی‌های باقی‌مانده شرکت نفت عراق را ملی کرد؛ در پی آن و همراه با جهش قیمت جهانی نفت، درآمد نفتی عراق از حدود ۶۰۰ تا ۷۰۰ میلیون دلار در ۱۹۶۸ به نزدیک ۱۰ میلیارد دلار در سال طی ۱۹۷۳ تا ۱۹۷۹ رسید.,oil;fiscal,https://history.state.gov/historicaldocuments/frus1969-76ve04/d311,US Department of State — Foreign Relations of the United States (Office of the Historian)
