date_gregorian,date_jalali,open,low,high,close,change_direction,change_abs,change_pct,unit,source,country_iso3
2011/11/26,1390/09/05,13700.0,13700.0,13700.0,13700.0,high,260.0,1.93,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/11/27,1390/09/06,13440.0,13440.0,13440.0,13440.0,high,90.0,0.67,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/11/28,1390/09/07,13350.0,13350.0,13350.0,13350.0,,,,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/11/30,1390/09/09,13500.0,13500.0,13500.0,13500.0,low,90.0,0.67,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/03,1390/09/12,13610.0,13610.0,13610.0,13610.0,low,13.0,0.1,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/07,1390/09/16,13550.0,13550.0,13550.0,13550.0,high,57.0,0.42,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/10,1390/09/19,13450.0,13450.0,13450.0,13450.0,low,80.0,0.59,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/11,1390/09/20,13530.0,13530.0,13530.0,13530.0,low,100.0,0.74,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/12,1390/09/21,13630.0,13630.0,13630.0,13630.0,low,140.0,1.03,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/13,1390/09/22,13770.0,13770.0,13770.0,13770.0,high,60.0,0.44,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/14,1390/09/23,13710.0,13710.0,13710.0,13710.0,low,20.0,0.15,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/17,1390/09/26,14080.0,14080.0,14080.0,14080.0,low,420.0,2.98,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/18,1390/09/27,14500.0,14500.0,14500.0,14500.0,low,800.0,5.52,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/19,1390/09/28,15300.0,15300.0,15300.0,15300.0,high,150.0,0.99,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/20,1390/09/29,15150.0,15150.0,15150.0,15150.0,high,920.0,6.47,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/21,1390/09/30,14230.0,14230.0,14230.0,14230.0,low,74.0,0.52,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/24,1390/10/03,14800.0,14800.0,14800.0,14800.0,low,450.0,3.04,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/25,1390/10/04,15250.0,15250.0,15250.0,15250.0,high,100.0,0.66,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/26,1390/10/05,15150.0,15150.0,15150.0,15150.0,low,50.0,0.33,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/27,1390/10/06,15200.0,15200.0,15200.0,15200.0,low,20.0,0.13,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/28,1390/10/07,15220.0,15220.0,15220.0,15220.0,low,168.0,1.1,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2011/12/31,1390/10/10,15900.0,15900.0,15900.0,15900.0,low,1500.0,9.43,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/01,1390/10/11,17400.0,17400.0,17400.0,17400.0,high,1200.0,7.41,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/02,1390/10/12,16200.0,16200.0,16200.0,16200.0,high,400.0,2.53,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/03,1390/10/13,15800.0,15800.0,15800.0,15800.0,low,180.0,1.14,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/04,1390/10/14,15980.0,15980.0,15980.0,15980.0,high,1.0,0.01,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/07,1390/10/17,16550.0,16550.0,16550.0,16550.0,low,350.0,2.11,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/08,1390/10/18,16900.0,16900.0,16900.0,16900.0,,,,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/09,1390/10/19,16900.0,16900.0,16900.0,16900.0,low,20.0,0.12,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/10,1390/10/20,16920.0,16920.0,16920.0,16920.0,low,30.0,0.18,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/11,1390/10/21,16950.0,16950.0,16950.0,16950.0,high,36.0,0.21,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/15,1390/10/25,16900.0,16900.0,16900.0,16900.0,low,500.0,2.96,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/16,1390/10/26,17400.0,17400.0,17400.0,17400.0,low,800.0,4.6,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/17,1390/10/27,18200.0,18200.0,18200.0,18200.0,,,,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/18,1390/10/28,18200.0,18200.0,18200.0,18200.0,low,590.0,3.24,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/20,1390/10/30,19400.0,18900.0,19700.0,19300.0,high,200.0,1.05,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/22,1390/11/02,19500.0,18700.0,19600.0,19100.0,high,2100.0,12.35,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/25,1390/11/05,17000.0,17000.0,17000.0,17000.0,low,100.0,0.59,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/28,1390/11/08,18300.0,18300.0,18300.0,18300.0,,,,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/29,1390/11/09,18300.0,18300.0,18300.0,18300.0,,,,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/01/31,1390/11/11,18300.0,18300.0,18300.0,18300.0,high,470.0,2.64,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/02/01,1390/11/12,17900.0,17460.0,18190.0,17830.0,low,670.0,3.76,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/02/04,1390/11/15,18500.0,18500.0,18500.0,18500.0,low,300.0,1.62,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
2012/02/05,1390/11/16,18800.0,18800.0,18800.0,18800.0,low,100.0,0.53,IRR_per_USD,"TGJU.org (USD/IRR free-market indicator, price_dollar_rl), tgju.org/profile/price_dollar_rl",IRN
