country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1890,15000,GBP,annual_concession_payment_to_imperial_treasury_tobacco_regie,Annual concession payment to Imperial Treasury (Tobacco Regie),iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Terms of the March 1890 concession granted to Major Gerald F. Talbot: 50-year monopoly over production/sale of Iran's tobacco, in exchange for an annual GBP 15,000 payment plus 25% of net profits after a 5% dividend on capital. [source: Encyclopaedia Iranica (via multiple sources incl. Wikipedia 'Tobacco Protest', citing parliamentary/historical accounts); corroborated by UK Hansard, 'The Persian Tobacco Concession', House of Commons, 23 May 1892]"
IRN,Iran,1890,25000,GBP,immediate_concession_payment_to_shah,Immediate concession payment to Shah,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"One-time payment in addition to the GBP 15,000 annual sum. [source: Wikipedia 'Tobacco Protest', citing historical accounts of the 1890 concession terms]"
IRN,Iran,1890,371875,GBP,imperial_tobacco_corporation_of_persia_prospectus_projected_annual_net_profit,Imperial Tobacco Corporation of Persia prospectus-projected annual net profit,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"PROJECTED/ADVERTISED figure from the Corporation's flotation prospectus, not an actual realized profit -- the concession was annulled in 1892 (after the tobacco boycott/fatwa) before full operation, so this figure was never achieved. Included to illustrate the scale of profit the concessionaires publicly promised investors, which is itself part of why the concession was so controversial domestically. [source: UK Hansard, 'The Persian Tobacco Concession', House of Commons, 23 May 1892]"
IRN,Iran,1920,20,percent ad valorem,cigarette_tobacco_excise_tax_rate,Cigarette tobacco excise tax rate,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Levied on merchants (not growers) from June 1919 under the post-Regie excise system; water-pipe/pipe tobacco taxed at 30%. [source: Encyclopaedia Iranica, DOKANIYAT, citing Khosravani 1924 and Jamalzada]"
IRN,Iran,1929,3.5,percent,tobacco_tax_share_of_total_government_revenue,Tobacco tax share of total government revenue,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"End of the 1920s; described as 'almost as important a source of revenue as opium.' This immediately preceded the 20 March 1929 law converting the excise into a full state purchase/sale/production monopoly. [source: Encyclopaedia Iranica, DOKANIYAT, citing Lingeman 1928/1930 and Hadow 1925]"
IRN,Iran,1934,10000000,rials,sherkat_e_dokhaniyat_e_iran_initial_capitalization,Sherkat-e Dokhaniyat-e Iran initial capitalization,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"State tobacco-monopoly's centralized purchase/sale syndicate, established following the 1933 revision of the monopoly law. [no FX rate for 1934 (known gap), not converted] [source: Encyclopaedia Iranica, DOKANIYAT, citing Simmonds 1935, p.32]"
IRN,Iran,1940,30000,acres,tobacco_cultivation_area,Tobacco cultivation area,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Iranian year 1319 Sh./1940. Described as sufficient only to meet domestic demand -- output no longer a significant export commodity by this point, unlike the pre-monopoly 19th century trade. [source: Encyclopaedia Iranica, DOKANIYAT, citing 'Persia' (London, 1942) and Salnama 1356]"
IRN,Iran,1940,13500,tons,tobacco_annual_output,Tobacco annual output,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Iranian year 1319 Sh./1940. NOTE: FAOSTAT's earliest 'Unmanufactured tobacco' production series for Iran begins 1961 -- this figure fills a genuine 21-year pre-FAOSTAT gap. [source: Encyclopaedia Iranica, DOKANIYAT, citing 'Persia' (London, 1942) and Salnama 1356]"
IRN,Iran,1940,12000000,cigarettes per day,cigarette_production_rate,Cigarette production rate,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Iranian year 1319 Sh./1940. [source: Encyclopaedia Iranica, DOKANIYAT, citing 'Persia' (London, 1942)]"
IRN,Iran,1967,750000,people,dokhaniyat_total_workforce,Dokhaniyat total workforce,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Iranian year 1346 Sh./1967. Breakdown: ~350,000 farmers + ~350,000 in sales; remainder factory workers and headquarters staff. This is the state monopoly's full economic footprint (growers + distribution + processing), not just factory employment. [source: Encyclopaedia Iranica, DOKANIYAT, citing Salnama-ye Keshvar-e Iran 1346 (1967), p.563]"
IRN,Iran,1986,30000000000,cigarettes,cigarettes_sold_in_iran,Cigarettes sold in Iran,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"Iranian year 1365 Sh./1986. Reported as a 7% increase over the preceding year; about 60% were domestically produced (the remainder presumably imported). [source: Encyclopaedia Iranica, DOKANIYAT, citing Salnama-ye Keshvar-e Iran 1367 (1988)]"
IRN,Iran,1995,7500,people,dokhaniyat_factory_workforce,Dokhaniyat factory workforce,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,"As of article publication: three state tobacco factories operating (Tehran, Isfahan, Rasht); a limited amount of water-pipe tobacco (tanbaku) exported to neighboring countries. [source: Encyclopaedia Iranica, DOKANIYAT (article published 1995, 'remains in effect today')]"
