country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,200,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1962,200,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1963,200,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1964,200,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1965,274,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1968,297,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1970v3,flag=revised
IRN,Iran,1969,309,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1970,323,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1973,1050,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1975v3,flag=revised
IRN,Iran,1974,1200,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,1000,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,1000,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,969,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,900,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,900,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1980,700,thousand metric tons,coal,Coal,usgs-minerals-yearbook:MYB1980v3,
