Downloaded from wid.world on 12-07-2026 at 18:24:05
Country;Year;Percentile;Variable;Value;DataQuality
KR;1700;p99p100;shweal992j;;
KR;1700;p99p100;shweal992i;;
KR;1700;p99p100;shweal999j;;
KR;1700;p0p100;anninc999i;;
KR;1700;p90p100;shweal992i;;
KR;1700;p90p100;shweal999j;;
KR;1700;p90p100;shweal992j;;
KR;1700;p90p100;sptinc992j;;
KR;1700;p0p100;anninc992i;;
KR;1700;p90p100;sptinc999j;;
KR;1700;p99p100;sptinc992j;;
KR;1700;p99p100;sptinc999j;;
KR;1701;p99p100;shweal992j;;
KR;1701;p99p100;shweal992i;;
KR;1701;p99p100;shweal999j;;
KR;1701;p0p100;anninc999i;;
KR;1701;p90p100;shweal992i;;
KR;1701;p90p100;shweal999j;;
KR;1701;p90p100;shweal992j;;
KR;1701;p90p100;sptinc992j;;
KR;1701;p0p100;anninc992i;;
KR;1701;p90p100;sptinc999j;;
KR;1701;p99p100;sptinc992j;;
KR;1701;p99p100;sptinc999j;;
KR;1702;p99p100;shweal992j;;
KR;1702;p99p100;shweal992i;;
KR;1702;p99p100;shweal999j;;
KR;1702;p0p100;anninc999i;;
KR;1702;p90p100;shweal992i;;
KR;1702;p90p100;shweal999j;;
KR;1702;p90p100;shweal992j;;
KR;1702;p90p100;sptinc992j;;
KR;1702;p0p100;anninc992i;;
KR;1702;p90p100;sptinc999j;;
KR;1702;p99p100;sptinc992j;;
KR;1702;p99p100;sptinc999j;;
KR;1703;p99p100;shweal992j;;
KR;1703;p99p100;shweal992i;;
KR;1703;p99p100;shweal999j;;
KR;1703;p0p100;anninc999i;;
KR;1703;p90p100;shweal992i;;
KR;1703;p90p100;shweal999j;;
KR;1703;p90p100;shweal992j;;
KR;1703;p90p100;sptinc992j;;
KR;1703;p0p100;anninc992i;;
KR;1703;p90p100;sptinc999j;;
KR;1703;p99p100;sptinc992j;;
KR;1703;p99p100;sptinc999j;;
KR;1704;p99p100;shweal992j;;
KR;1704;p99p100;shweal992i;;
KR;1704;p99p100;shweal999j;;
KR;1704;p0p100;anninc999i;;
KR;1704;p90p100;shweal992i;;
KR;1704;p90p100;shweal999j;;
KR;1704;p90p100;shweal992j;;
KR;1704;p90p100;sptinc992j;;
KR;1704;p0p100;anninc992i;;
KR;1704;p90p100;sptinc999j;;
KR;1704;p99p100;sptinc992j;;
KR;1704;p99p100;sptinc999j;;
KR;1705;p99p100;shweal992j;;
KR;1705;p99p100;shweal992i;;
KR;1705;p99p100;shweal999j;;
KR;1705;p0p100;anninc999i;;
KR;1705;p90p100;shweal992i;;
KR;1705;p90p100;shweal999j;;
KR;1705;p90p100;shweal992j;;
KR;1705;p90p100;sptinc992j;;
KR;1705;p0p100;anninc992i;;
KR;1705;p90p100;sptinc999j;;
KR;1705;p99p100;sptinc992j;;
KR;1705;p99p100;sptinc999j;;
KR;1706;p99p100;shweal992j;;
KR;1706;p99p100;shweal992i;;
KR;1706;p99p100;shweal999j;;
KR;1706;p0p100;anninc999i;;
KR;1706;p90p100;shweal992i;;
KR;1706;p90p100;shweal999j;;
KR;1706;p90p100;shweal992j;;
KR;1706;p90p100;sptinc992j;;
KR;1706;p0p100;anninc992i;;
KR;1706;p90p100;sptinc999j;;
KR;1706;p99p100;sptinc992j;;
KR;1706;p99p100;sptinc999j;;
KR;1707;p99p100;shweal992j;;
KR;1707;p99p100;shweal992i;;
KR;1707;p99p100;shweal999j;;
KR;1707;p0p100;anninc999i;;
KR;1707;p90p100;shweal992i;;
KR;1707;p90p100;shweal999j;;
KR;1707;p90p100;shweal992j;;
KR;1707;p90p100;sptinc992j;;
KR;1707;p0p100;anninc992i;;
KR;1707;p90p100;sptinc999j;;
KR;1707;p99p100;sptinc992j;;
KR;1707;p99p100;sptinc999j;;
KR;1708;p99p100;shweal992j;;
KR;1708;p99p100;shweal992i;;
KR;1708;p99p100;shweal999j;;
KR;1708;p0p100;anninc999i;;
KR;1708;p90p100;shweal992i;;
KR;1708;p90p100;shweal999j;;
KR;1708;p90p100;shweal992j;;
KR;1708;p90p100;sptinc992j;;
KR;1708;p0p100;anninc992i;;
KR;1708;p90p100;sptinc999j;;
KR;1708;p99p100;sptinc992j;;
KR;1708;p99p100;sptinc999j;;
KR;1709;p99p100;shweal992j;;
KR;1709;p99p100;shweal992i;;
KR;1709;p99p100;shweal999j;;
KR;1709;p0p100;anninc999i;;
KR;1709;p90p100;shweal992i;;
KR;1709;p90p100;shweal999j;;
KR;1709;p90p100;shweal992j;;
KR;1709;p90p100;sptinc992j;;
KR;1709;p0p100;anninc992i;;
KR;1709;p90p100;sptinc999j;;
KR;1709;p99p100;sptinc992j;;
KR;1709;p99p100;sptinc999j;;
KR;1710;p99p100;shweal992j;;
KR;1710;p99p100;shweal992i;;
KR;1710;p99p100;shweal999j;;
KR;1710;p0p100;anninc999i;;
KR;1710;p90p100;shweal992i;;
KR;1710;p90p100;shweal999j;;
KR;1710;p90p100;shweal992j;;
KR;1710;p90p100;sptinc992j;;
KR;1710;p0p100;anninc992i;;
KR;1710;p90p100;sptinc999j;;
KR;1710;p99p100;sptinc992j;;
KR;1710;p99p100;sptinc999j;;
KR;1711;p99p100;shweal992j;;
KR;1711;p99p100;shweal992i;;
KR;1711;p99p100;shweal999j;;
KR;1711;p0p100;anninc999i;;
KR;1711;p90p100;shweal992i;;
KR;1711;p90p100;shweal999j;;
KR;1711;p90p100;shweal992j;;
KR;1711;p90p100;sptinc992j;;
KR;1711;p0p100;anninc992i;;
KR;1711;p90p100;sptinc999j;;
KR;1711;p99p100;sptinc992j;;
KR;1711;p99p100;sptinc999j;;
KR;1712;p99p100;shweal992j;;
KR;1712;p99p100;shweal992i;;
KR;1712;p99p100;shweal999j;;
KR;1712;p0p100;anninc999i;;
KR;1712;p90p100;shweal992i;;
KR;1712;p90p100;shweal999j;;
KR;1712;p90p100;shweal992j;;
KR;1712;p90p100;sptinc992j;;
KR;1712;p0p100;anninc992i;;
KR;1712;p90p100;sptinc999j;;
KR;1712;p99p100;sptinc992j;;
KR;1712;p99p100;sptinc999j;;
KR;1713;p99p100;shweal992j;;
KR;1713;p99p100;shweal992i;;
KR;1713;p99p100;shweal999j;;
KR;1713;p0p100;anninc999i;;
KR;1713;p90p100;shweal992i;;
KR;1713;p90p100;shweal999j;;
KR;1713;p90p100;shweal992j;;
KR;1713;p90p100;sptinc992j;;
KR;1713;p0p100;anninc992i;;
KR;1713;p90p100;sptinc999j;;
KR;1713;p99p100;sptinc992j;;
KR;1713;p99p100;sptinc999j;;
KR;1714;p99p100;shweal992j;;
KR;1714;p99p100;shweal992i;;
KR;1714;p99p100;shweal999j;;
KR;1714;p0p100;anninc999i;;
KR;1714;p90p100;shweal992i;;
KR;1714;p90p100;shweal999j;;
KR;1714;p90p100;shweal992j;;
KR;1714;p90p100;sptinc992j;;
KR;1714;p0p100;anninc992i;;
KR;1714;p90p100;sptinc999j;;
KR;1714;p99p100;sptinc992j;;
KR;1714;p99p100;sptinc999j;;
KR;1715;p99p100;shweal992j;;
KR;1715;p99p100;shweal992i;;
KR;1715;p99p100;shweal999j;;
KR;1715;p0p100;anninc999i;;
KR;1715;p90p100;shweal992i;;
KR;1715;p90p100;shweal999j;;
KR;1715;p90p100;shweal992j;;
KR;1715;p90p100;sptinc992j;;
KR;1715;p0p100;anninc992i;;
KR;1715;p90p100;sptinc999j;;
KR;1715;p99p100;sptinc992j;;
KR;1715;p99p100;sptinc999j;;
KR;1716;p99p100;shweal992j;;
KR;1716;p99p100;shweal992i;;
KR;1716;p99p100;shweal999j;;
KR;1716;p0p100;anninc999i;;
KR;1716;p90p100;shweal992i;;
KR;1716;p90p100;shweal999j;;
KR;1716;p90p100;shweal992j;;
KR;1716;p90p100;sptinc992j;;
KR;1716;p0p100;anninc992i;;
KR;1716;p90p100;sptinc999j;;
KR;1716;p99p100;sptinc992j;;
KR;1716;p99p100;sptinc999j;;
