country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1973,33700,metric tons,aluminum_primary_ingot,"Aluminum, primary ingot",usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,49000,metric tons,aluminum_primary_ingot,"Aluminum, primary ingot",usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,51000,metric tons,aluminum_primary_ingot,"Aluminum, primary ingot",usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,30600,metric tons,aluminum_metal_primary_ingot,"Aluminum metal, primary ingot",usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,21100,metric tons,aluminum_metal_primary_ingot,"Aluminum metal, primary ingot",usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,25500,metric tons,aluminum_metal_primary_ingot,"Aluminum metal, primary ingot",usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,14000,metric tons,aluminum_metal_primary_ingot,"Aluminum metal, primary ingot",usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1980,10000,metric tons,aluminum_metal_primary_ingot,"Aluminum metal, primary ingot",usgs-minerals-yearbook:MYB1980v3,
ARG,ARG,2012,390370.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2013,439690.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2014,441597.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2017-18,
ARG,ARG,2015,433478.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2016,412283.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2017,403192.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2018,419435.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2019,426886.0,metric tons,mining__aluminum_primary_production,Aluminum primary production,usgs-minerals-yearbook/MYB3-2020-21,
