Downloaded from wid.world on 12-07-2026 at 18:24:18
Country;Year;Percentile;Variable;Value;DataQuality
SU;1700;p0p100;anninc992i;;
SU;1700;p0p100;anninc999i;;
SU;1701;p0p100;anninc992i;;
SU;1701;p0p100;anninc999i;;
SU;1702;p0p100;anninc992i;;
SU;1702;p0p100;anninc999i;;
SU;1703;p0p100;anninc992i;;
SU;1703;p0p100;anninc999i;;
SU;1704;p0p100;anninc992i;;
SU;1704;p0p100;anninc999i;;
SU;1705;p0p100;anninc992i;;
SU;1705;p0p100;anninc999i;;
SU;1706;p0p100;anninc992i;;
SU;1706;p0p100;anninc999i;;
SU;1707;p0p100;anninc992i;;
SU;1707;p0p100;anninc999i;;
SU;1708;p0p100;anninc992i;;
SU;1708;p0p100;anninc999i;;
SU;1709;p0p100;anninc992i;;
SU;1709;p0p100;anninc999i;;
SU;1710;p0p100;anninc992i;;
SU;1710;p0p100;anninc999i;;
SU;1711;p0p100;anninc992i;;
SU;1711;p0p100;anninc999i;;
SU;1712;p0p100;anninc992i;;
SU;1712;p0p100;anninc999i;;
SU;1713;p0p100;anninc992i;;
SU;1713;p0p100;anninc999i;;
SU;1714;p0p100;anninc992i;;
SU;1714;p0p100;anninc999i;;
SU;1715;p0p100;anninc992i;;
SU;1715;p0p100;anninc999i;;
SU;1716;p0p100;anninc992i;;
SU;1716;p0p100;anninc999i;;
SU;1717;p0p100;anninc992i;;
SU;1717;p0p100;anninc999i;;
SU;1718;p0p100;anninc992i;;
SU;1718;p0p100;anninc999i;;
SU;1719;p0p100;anninc992i;;
SU;1719;p0p100;anninc999i;;
SU;1720;p0p100;anninc992i;;
SU;1720;p0p100;anninc999i;;
SU;1721;p0p100;anninc992i;;
SU;1721;p0p100;anninc999i;;
SU;1722;p0p100;anninc992i;;
SU;1722;p0p100;anninc999i;;
SU;1723;p0p100;anninc992i;;
SU;1723;p0p100;anninc999i;;
SU;1724;p0p100;anninc992i;;
SU;1724;p0p100;anninc999i;;
SU;1725;p0p100;anninc992i;;
SU;1725;p0p100;anninc999i;;
SU;1726;p0p100;anninc992i;;
SU;1726;p0p100;anninc999i;;
SU;1727;p0p100;anninc992i;;
SU;1727;p0p100;anninc999i;;
SU;1728;p0p100;anninc992i;;
SU;1728;p0p100;anninc999i;;
SU;1729;p0p100;anninc992i;;
SU;1729;p0p100;anninc999i;;
SU;1730;p0p100;anninc992i;;
SU;1730;p0p100;anninc999i;;
SU;1731;p0p100;anninc992i;;
SU;1731;p0p100;anninc999i;;
SU;1732;p0p100;anninc992i;;
SU;1732;p0p100;anninc999i;;
SU;1733;p0p100;anninc992i;;
SU;1733;p0p100;anninc999i;;
SU;1734;p0p100;anninc992i;;
SU;1734;p0p100;anninc999i;;
SU;1735;p0p100;anninc992i;;
SU;1735;p0p100;anninc999i;;
SU;1736;p0p100;anninc992i;;
SU;1736;p0p100;anninc999i;;
SU;1737;p0p100;anninc992i;;
SU;1737;p0p100;anninc999i;;
SU;1738;p0p100;anninc992i;;
SU;1738;p0p100;anninc999i;;
SU;1739;p0p100;anninc992i;;
SU;1739;p0p100;anninc999i;;
SU;1740;p0p100;anninc992i;;
SU;1740;p0p100;anninc999i;;
SU;1741;p0p100;anninc992i;;
SU;1741;p0p100;anninc999i;;
SU;1742;p0p100;anninc992i;;
SU;1742;p0p100;anninc999i;;
SU;1743;p0p100;anninc992i;;
SU;1743;p0p100;anninc999i;;
SU;1744;p0p100;anninc992i;;
SU;1744;p0p100;anninc999i;;
SU;1745;p0p100;anninc992i;;
SU;1745;p0p100;anninc999i;;
SU;1746;p0p100;anninc992i;;
SU;1746;p0p100;anninc999i;;
SU;1747;p0p100;anninc992i;;
SU;1747;p0p100;anninc999i;;
SU;1748;p0p100;anninc992i;;
SU;1748;p0p100;anninc999i;;
SU;1749;p0p100;anninc992i;;
SU;1749;p0p100;anninc999i;;
SU;1750;p0p100;anninc992i;;
SU;1750;p0p100;anninc999i;;
SU;1751;p0p100;anninc992i;;
SU;1751;p0p100;anninc999i;;
SU;1752;p0p100;anninc992i;;
SU;1752;p0p100;anninc999i;;
SU;1753;p0p100;anninc992i;;
SU;1753;p0p100;anninc999i;;
SU;1754;p0p100;anninc992i;;
SU;1754;p0p100;anninc999i;;
SU;1755;p0p100;anninc992i;;
SU;1755;p0p100;anninc999i;;
SU;1756;p0p100;anninc992i;;
SU;1756;p0p100;anninc999i;;
SU;1757;p0p100;anninc992i;;
SU;1757;p0p100;anninc999i;;
SU;1758;p0p100;anninc992i;;
SU;1758;p0p100;anninc999i;;
SU;1759;p0p100;anninc992i;;
SU;1759;p0p100;anninc999i;;
SU;1760;p0p100;anninc992i;;
SU;1760;p0p100;anninc999i;;
SU;1761;p0p100;anninc992i;;
SU;1761;p0p100;anninc999i;;
SU;1762;p0p100;anninc992i;;
SU;1762;p0p100;anninc999i;;
SU;1763;p0p100;anninc992i;;
SU;1763;p0p100;anninc999i;;
SU;1764;p0p100;anninc992i;;
SU;1764;p0p100;anninc999i;;
SU;1765;p0p100;anninc992i;;
SU;1765;p0p100;anninc999i;;
SU;1766;p0p100;anninc992i;;
SU;1766;p0p100;anninc999i;;
SU;1767;p0p100;anninc992i;;
SU;1767;p0p100;anninc999i;;
SU;1768;p0p100;anninc992i;;
SU;1768;p0p100;anninc999i;;
SU;1769;p0p100;anninc992i;;
SU;1769;p0p100;anninc999i;;
SU;1770;p0p100;anninc992i;;
SU;1770;p0p100;anninc999i;;
SU;1771;p0p100;anninc992i;;
SU;1771;p0p100;anninc999i;;
SU;1772;p0p100;anninc992i;;
SU;1772;p0p100;anninc999i;;
SU;1773;p0p100;anninc992i;;
