country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,74000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1965v4,flag=revised
IRN,Iran,1962,90000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1965v4,flag=revised
IRN,Iran,1963,100000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1964,120000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1965,150000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1968,90000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1970v3,flag=estimate
IRN,Iran,1969,140000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1970,120000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1970v3,flag=preliminary
IRN,Iran,1973,140000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,175000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,175000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,160000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,233300,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,198000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,136000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1980v3,flag=preliminary
IRN,Iran,1980,80000,metric tons,chromite_gross_weight,Chromite (gross weight),usgs-minerals-yearbook:MYB1980v3,flag=estimate
