country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
SUN,USSR (Soviet Union),,4.0,,gnp_growth_soviet_official_statistic,"GNP growth, Soviet official statistic",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1981-1985 avg annual %,Soviet State Committee for Statistics began publishing Western-style GNP estimates in early 1987 [p.2 (unlabeled intro table)]
SUN,USSR (Soviet Union),1986,4.6,,gnp_growth_soviet_official_statistic,"GNP growth, Soviet official statistic",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1986, [p.2]
SUN,USSR (Soviet Union),1987,3.3,,gnp_growth_soviet_official_statistic,"GNP growth, Soviet official statistic",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1987, [p.2]
SUN,USSR (Soviet Union),,1.8,,gnp_growth_cia_estimate,"GNP growth, CIA estimate",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1981-1985 avg annual %,CIA figure valued at 1982 factor cost [p.2]
SUN,USSR (Soviet Union),1986,4.0,,gnp_growth_cia_estimate,"GNP growth, CIA estimate",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1986, [p.2]
SUN,USSR (Soviet Union),1987,1.3,,gnp_growth_cia_estimate,"GNP growth, CIA estimate",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1987, [p.2]
SUN,USSR (Soviet Union),,3.6,,nmp_growth_soviet_official_statistic,"NMP growth, Soviet official statistic",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1981-1985 avg annual %,"Net Material Product (traditional Marxist-concept measure, excludes most services and depreciation) [p.2]"
SUN,USSR (Soviet Union),1986,4.1,,nmp_growth_soviet_official_statistic,"NMP growth, Soviet official statistic",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1986, [p.2]
SUN,USSR (Soviet Union),1987,2.3,,nmp_growth_soviet_official_statistic,"NMP growth, Soviet official statistic",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1987, [p.2]
SUN,USSR (Soviet Union),,1.6,,nmp_growth_cia_estimate,"NMP growth, CIA estimate",ussr-russia-historical:cia-soviet-economy-assessments:JEC-Measures-Soviet-GNP-1982-Prices.pdf,1981-1985 avg annual %, [p.2]
