Downloaded from wid.world on 12-07-2026 at 18:24:11
Country;Year;Percentile;Variable;Value;DataQuality
VE;1700;p99p100;shweal999j;;
VE;1700;p99p100;sptinc992j;;
VE;1700;p0p100;anninc992i;;
VE;1700;p90p100;sptinc999j;;
VE;1700;p0p100;anninc999i;;
VE;1700;p90p100;shweal999j;;
VE;1700;p90p100;shweal992j;;
VE;1700;p99p100;shweal992j;;
VE;1700;p99p100;sptinc999j;;
VE;1700;p90p100;sptinc992j;;
VE;1701;p99p100;shweal999j;;
VE;1701;p99p100;sptinc992j;;
VE;1701;p0p100;anninc992i;;
VE;1701;p90p100;sptinc999j;;
VE;1701;p0p100;anninc999i;;
VE;1701;p90p100;shweal999j;;
VE;1701;p90p100;shweal992j;;
VE;1701;p99p100;shweal992j;;
VE;1701;p99p100;sptinc999j;;
VE;1701;p90p100;sptinc992j;;
VE;1702;p99p100;shweal999j;;
VE;1702;p99p100;sptinc992j;;
VE;1702;p0p100;anninc992i;;
VE;1702;p90p100;sptinc999j;;
VE;1702;p0p100;anninc999i;;
VE;1702;p90p100;shweal999j;;
VE;1702;p90p100;shweal992j;;
VE;1702;p99p100;shweal992j;;
VE;1702;p99p100;sptinc999j;;
VE;1702;p90p100;sptinc992j;;
VE;1703;p99p100;shweal999j;;
VE;1703;p99p100;sptinc992j;;
VE;1703;p0p100;anninc992i;;
VE;1703;p90p100;sptinc999j;;
VE;1703;p0p100;anninc999i;;
VE;1703;p90p100;shweal999j;;
VE;1703;p90p100;shweal992j;;
VE;1703;p99p100;shweal992j;;
VE;1703;p99p100;sptinc999j;;
VE;1703;p90p100;sptinc992j;;
VE;1704;p99p100;shweal999j;;
VE;1704;p99p100;sptinc992j;;
VE;1704;p0p100;anninc992i;;
VE;1704;p90p100;sptinc999j;;
VE;1704;p0p100;anninc999i;;
VE;1704;p90p100;shweal999j;;
VE;1704;p90p100;shweal992j;;
VE;1704;p99p100;shweal992j;;
VE;1704;p99p100;sptinc999j;;
