country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1956,104,"index, 1954/5=100",agricultural_products,Agricultural products,wb1960-table7-per-capita-consumption-index,1955/6,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1956,97,"index, 1954/5=100",tobacco,Tobacco,wb1960-table7-per-capita-consumption-index,1955/6,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1956,100,"index, 1954/5=100",textiles,Textiles,wb1960-table7-per-capita-consumption-index,1955/6,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1956,151,"index, 1954/5=100",cement,Cement,wb1960-table7-per-capita-consumption-index,1955/6,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1956,447,"index, 1954/5=100",electricity,Electricity,wb1960-table7-per-capita-consumption-index,1955/6,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1956,111,"index, 1954/5=100",kerosene,Kerosene,wb1960-table7-per-capita-consumption-index,1955/6,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1957,112,"index, 1954/5=100",agricultural_products,Agricultural products,wb1960-table7-per-capita-consumption-index,1956/7,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1957,122,"index, 1954/5=100",tobacco,Tobacco,wb1960-table7-per-capita-consumption-index,1956/7,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1957,92,"index, 1954/5=100",textiles,Textiles,wb1960-table7-per-capita-consumption-index,1956/7,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1957,183,"index, 1954/5=100",cement,Cement,wb1960-table7-per-capita-consumption-index,1956/7,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1957,1045,"index, 1954/5=100",electricity,Electricity,wb1960-table7-per-capita-consumption-index,1956/7,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1957,123,"index, 1954/5=100",kerosene,Kerosene,wb1960-table7-per-capita-consumption-index,1956/7,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1958,114,"index, 1954/5=100",agricultural_products,Agricultural products,wb1960-table7-per-capita-consumption-index,1957/8,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1958,140,"index, 1954/5=100",tobacco,Tobacco,wb1960-table7-per-capita-consumption-index,1957/8,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1958,100,"index, 1954/5=100",textiles,Textiles,wb1960-table7-per-capita-consumption-index,1957/8,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1958,248,"index, 1954/5=100",cement,Cement,wb1960-table7-per-capita-consumption-index,1957/8,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1958,1133,"index, 1954/5=100",electricity,Electricity,wb1960-table7-per-capita-consumption-index,1957/8,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
IRN,Iran,1958,123,"index, 1954/5=100",kerosene,Kerosene,wb1960-table7-per-capita-consumption-index,1957/8,"Domestic production plus imports minus exports, no stock-change allowance; population increase assumed 2.4%/yr (source footnote a/)"
