Downloaded from wid.world on 12-07-2026 at 18:24:09
Country;Year;Percentile;Variable;Value;DataQuality
SA;1700;p0p100;anninc992i;;
SA;1700;p90p100;sptinc999j;;
SA;1700;p99p100;sptinc999j;;
SA;1700;p99p100;shweal992j;;
SA;1700;p90p100;shweal999j;;
SA;1700;p99p100;shweal999j;;
SA;1700;p90p100;sptinc992j;;
SA;1700;p99p100;sptinc992j;;
SA;1700;p0p100;anninc999i;;
SA;1700;p90p100;shweal992j;;
SA;1701;p0p100;anninc992i;;
SA;1701;p90p100;sptinc999j;;
SA;1701;p99p100;sptinc999j;;
SA;1701;p99p100;shweal992j;;
SA;1701;p90p100;shweal999j;;
SA;1701;p99p100;shweal999j;;
SA;1701;p90p100;sptinc992j;;
SA;1701;p99p100;sptinc992j;;
SA;1701;p0p100;anninc999i;;
SA;1701;p90p100;shweal992j;;
SA;1702;p0p100;anninc992i;;
SA;1702;p90p100;sptinc999j;;
SA;1702;p99p100;sptinc999j;;
SA;1702;p99p100;shweal992j;;
SA;1702;p90p100;shweal999j;;
SA;1702;p99p100;shweal999j;;
SA;1702;p90p100;sptinc992j;;
SA;1702;p99p100;sptinc992j;;
SA;1702;p0p100;anninc999i;;
SA;1702;p90p100;shweal992j;;
SA;1703;p0p100;anninc992i;;
SA;1703;p90p100;sptinc999j;;
SA;1703;p99p100;sptinc999j;;
SA;1703;p99p100;shweal992j;;
SA;1703;p90p100;shweal999j;;
SA;1703;p99p100;shweal999j;;
SA;1703;p90p100;sptinc992j;;
SA;1703;p99p100;sptinc992j;;
SA;1703;p0p100;anninc999i;;
SA;1703;p90p100;shweal992j;;
SA;1704;p0p100;anninc992i;;
SA;1704;p90p100;sptinc999j;;
SA;1704;p99p100;sptinc999j;;
SA;1704;p99p100;shweal992j;;
SA;1704;p90p100;shweal999j;;
SA;1704;p99p100;shweal999j;;
SA;1704;p90p100;sptinc992j;;
SA;1704;p99p100;sptinc992j;;
SA;1704;p0p100;anninc999i;;
SA;1704;p90p100;shweal992j;;
SA;1705;p0p100;anninc992i;;
SA;1705;p90p100;sptinc999j;;
SA;1705;p99p100;sptinc999j;;
SA;1705;p99p100;shweal992j;;
SA;1705;p90p100;shweal999j;;
SA;1705;p99p100;shweal999j;;
SA;1705;p90p100;sptinc992j;;
SA;1705;p99p100;sptinc992j;;
SA;1705;p0p100;anninc999i;;
SA;1705;p90p100;shweal992j;;
SA;1706;p0p100;anninc992i;;
SA;1706;p90p100;sptinc999j;;
SA;1706;p99p100;sptinc999j;;
SA;1706;p99p100;shweal992j;;
