country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,13500,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1962,7500,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1963,10000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1964,15000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1965v4,flag=revised/estimate
IRN,Iran,1965,15000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1968,53952,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1970v3,flag=revised
IRN,Iran,1969,53200,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1970v3,flag=estimate
IRN,Iran,1970,57700,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1970v3,flag=estimate
IRN,Iran,1973,71500,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1975v3,flag=revised
IRN,Iran,1974,82500,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,66000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1975v3,flag=preliminary
IRN,Iran,1976,72000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,61500,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,45000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1979,25000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1980,20000,metric tons,zinc_content_of_concentrate_mine_output_metal_content,Zinc (content of concentrate / mine output metal content),usgs-minerals-yearbook:MYB1980v3,
ARG,ARG,2012,39602.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2013,39424.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2016,
ARG,ARG,2014,28038.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2017-18,
ARG,ARG,2015,30498.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2016,22792.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2019,
ARG,ARG,2017,23392.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2018,22050.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2019,19462.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2020,11320.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2020-21,
ARG,ARG,2021,6188.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2020-21,
ESP,ESP,2014,26756.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2017-18,
ESP,ESP,2015,49216.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2019,
ESP,ESP,2016,76342.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2019,
ESP,ESP,2017,70451.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2020-21,
ESP,ESP,2018,106352.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2019,90980.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2020,90368.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2021,90481.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2022,
ESP,ESP,2022,90000.0,metric tons,mining__zinc_mine_production_zn_content,Zinc mine production zn content,usgs-minerals-yearbook/MYB3-2022,
