Downloaded from wid.world on 12-07-2026 at 18:24:07
Country;Year;Percentile;Variable;Value;DataQuality
TR;1700;p0p100;anninc992i;;
TR;1700;p99p100;sptinc999j;;
TR;1700;p99p100;shweal999j;;
TR;1700;p90p100;sptinc999j;;
TR;1700;p90p100;sptinc992j;;
TR;1700;p99p100;sptinc992j;;
TR;1700;p99p100;shweal992j;;
TR;1700;p0p100;anninc999i;;
TR;1700;p90p100;shweal999j;;
TR;1700;p90p100;shweal992j;;
TR;1701;p0p100;anninc992i;;
TR;1701;p99p100;sptinc999j;;
TR;1701;p99p100;shweal999j;;
TR;1701;p90p100;sptinc999j;;
TR;1701;p90p100;sptinc992j;;
TR;1701;p99p100;sptinc992j;;
TR;1701;p99p100;shweal992j;;
TR;1701;p0p100;anninc999i;;
TR;1701;p90p100;shweal999j;;
TR;1701;p90p100;shweal992j;;
TR;1702;p0p100;anninc992i;;
TR;1702;p99p100;sptinc999j;;
TR;1702;p99p100;shweal999j;;
TR;1702;p90p100;sptinc999j;;
TR;1702;p90p100;sptinc992j;;
TR;1702;p99p100;sptinc992j;;
TR;1702;p99p100;shweal992j;;
TR;1702;p0p100;anninc999i;;
TR;1702;p90p100;shweal999j;;
TR;1702;p90p100;shweal992j;;
TR;1703;p0p100;anninc992i;;
TR;1703;p99p100;sptinc999j;;
TR;1703;p99p100;shweal999j;;
TR;1703;p90p100;sptinc999j;;
TR;1703;p90p100;sptinc992j;;
TR;1703;p99p100;sptinc992j;;
TR;1703;p99p100;shweal992j;;
TR;1703;p0p100;anninc999i;;
TR;1703;p90p100;shweal999j;;
TR;1703;p90p100;shweal992j;;
TR;1704;p0p100;anninc992i;;
TR;1704;p99p100;sptinc999j;;
TR;1704;p99p100;shweal999j;;
TR;1704;p90p100;sptinc999j;;
TR;1704;p90p100;sptinc992j;;
TR;1704;p99p100;sptinc992j;;
TR;1704;p99p100;shweal992j;;
TR;1704;p0p100;anninc999i;;
TR;1704;p90p100;shweal999j;;
TR;1704;p90p100;shweal992j;;
TR;1705;p0p100;anninc992i;;
TR;1705;p99p100;sptinc999j;;
TR;1705;p99p100;shweal999j;;
TR;1705;p90p100;sptinc999j;;
TR;1705;p90p100;sptinc992j;;
TR;1705;p99p100;sptinc992j;;
TR;1705;p99p100;shweal992j;;
TR;1705;p0p100;anninc999i;;
TR;1705;p90p100;shweal999j;;
TR;1705;p90p100;shweal992j;;
TR;1706;p0p100;anninc992i;;
TR;1706;p99p100;sptinc999j;;
TR;1706;p99p100;shweal999j;;
TR;1706;p90p100;sptinc999j;;
TR;1706;p90p100;sptinc992j;;
TR;1706;p99p100;sptinc992j;;
TR;1706;p99p100;shweal992j;;
TR;1706;p0p100;anninc999i;;
TR;1706;p90p100;shweal999j;;
TR;1706;p90p100;shweal992j;;
TR;1707;p0p100;anninc992i;;
TR;1707;p99p100;sptinc999j;;
TR;1707;p99p100;shweal999j;;
TR;1707;p90p100;sptinc999j;;
TR;1707;p90p100;sptinc992j;;
TR;1707;p99p100;sptinc992j;;
TR;1707;p99p100;shweal992j;;
TR;1707;p0p100;anninc999i;;
TR;1707;p90p100;shweal999j;;
TR;1707;p90p100;shweal992j;;
TR;1708;p0p100;anninc992i;;
TR;1708;p99p100;sptinc999j;;
TR;1708;p99p100;shweal999j;;
TR;1708;p90p100;sptinc999j;;
TR;1708;p90p100;sptinc992j;;
TR;1708;p99p100;sptinc992j;;
TR;1708;p99p100;shweal992j;;
TR;1708;p0p100;anninc999i;;
TR;1708;p90p100;shweal999j;;
TR;1708;p90p100;shweal992j;;
TR;1709;p0p100;anninc992i;;
TR;1709;p99p100;sptinc999j;;
TR;1709;p99p100;shweal999j;;
TR;1709;p90p100;sptinc999j;;
TR;1709;p90p100;sptinc992j;;
TR;1709;p99p100;sptinc992j;;
TR;1709;p99p100;shweal992j;;
TR;1709;p0p100;anninc999i;;
TR;1709;p90p100;shweal999j;;
TR;1709;p90p100;shweal992j;;
TR;1710;p0p100;anninc992i;;
TR;1710;p99p100;sptinc999j;;
TR;1710;p99p100;shweal999j;;
TR;1710;p90p100;sptinc999j;;
TR;1710;p90p100;sptinc992j;;
TR;1710;p99p100;sptinc992j;;
TR;1710;p99p100;shweal992j;;
TR;1710;p0p100;anninc999i;;
TR;1710;p90p100;shweal999j;;
