Downloaded from wid.world on 12-07-2026 at 18:24:24
Country;Year;Percentile;Variable;Value;DataQuality
GR;1700;p90p100;shweal999j;;
GR;1700;p90p100;sptinc999j;;
GR;1700;p99p100;sptinc992j;;
GR;1700;p0p100;anninc992i;;
GR;1700;p0p100;anninc999i;;
GR;1700;p99p100;shweal999j;;
GR;1700;p99p100;shweal992j;;
GR;1700;p90p100;shweal992j;;
GR;1700;p99p100;sptinc999j;;
GR;1700;p90p100;sptinc992j;;
GR;1701;p90p100;shweal999j;;
GR;1701;p90p100;sptinc999j;;
GR;1701;p99p100;sptinc992j;;
GR;1701;p0p100;anninc992i;;
GR;1701;p0p100;anninc999i;;
GR;1701;p99p100;shweal999j;;
GR;1701;p99p100;shweal992j;;
GR;1701;p90p100;shweal992j;;
GR;1701;p99p100;sptinc999j;;
GR;1701;p90p100;sptinc992j;;
GR;1702;p90p100;shweal999j;;
GR;1702;p90p100;sptinc999j;;
GR;1702;p99p100;sptinc992j;;
GR;1702;p0p100;anninc992i;;
GR;1702;p0p100;anninc999i;;
GR;1702;p99p100;shweal999j;;
GR;1702;p99p100;shweal992j;;
GR;1702;p90p100;shweal992j;;
GR;1702;p99p100;sptinc999j;;
GR;1702;p90p100;sptinc992j;;
GR;1703;p90p100;shweal999j;;
GR;1703;p90p100;sptinc999j;;
GR;1703;p99p100;sptinc992j;;
GR;1703;p0p100;anninc992i;;
GR;1703;p0p100;anninc999i;;
GR;1703;p99p100;shweal999j;;
GR;1703;p99p100;shweal992j;;
GR;1703;p90p100;shweal992j;;
GR;1703;p99p100;sptinc999j;;
GR;1703;p90p100;sptinc992j;;
GR;1704;p90p100;shweal999j;;
GR;1704;p90p100;sptinc999j;;
GR;1704;p99p100;sptinc992j;;
GR;1704;p0p100;anninc992i;;
GR;1704;p0p100;anninc999i;;
GR;1704;p99p100;shweal999j;;
GR;1704;p99p100;shweal992j;;
GR;1704;p90p100;shweal992j;;
GR;1704;p99p100;sptinc999j;;
GR;1704;p90p100;sptinc992j;;
GR;1705;p90p100;shweal999j;;
GR;1705;p90p100;sptinc999j;;
GR;1705;p99p100;sptinc992j;;
GR;1705;p0p100;anninc992i;;
GR;1705;p0p100;anninc999i;;
GR;1705;p99p100;shweal999j;;
GR;1705;p99p100;shweal992j;;
GR;1705;p90p100;shweal992j;;
GR;1705;p99p100;sptinc999j;;
GR;1705;p90p100;sptinc992j;;
GR;1706;p90p100;shweal999j;;
GR;1706;p90p100;sptinc999j;;
GR;1706;p99p100;sptinc992j;;
GR;1706;p0p100;anninc992i;;
GR;1706;p0p100;anninc999i;;
GR;1706;p99p100;shweal999j;;
GR;1706;p99p100;shweal992j;;
GR;1706;p90p100;shweal992j;;
GR;1706;p99p100;sptinc999j;;
GR;1706;p90p100;sptinc992j;;
GR;1707;p90p100;shweal999j;;
GR;1707;p90p100;sptinc999j;;
GR;1707;p99p100;sptinc992j;;
GR;1707;p0p100;anninc992i;;
GR;1707;p0p100;anninc999i;;
GR;1707;p99p100;shweal999j;;
GR;1707;p99p100;shweal992j;;
GR;1707;p90p100;shweal992j;;
GR;1707;p99p100;sptinc999j;;
GR;1707;p90p100;sptinc992j;;
GR;1708;p90p100;shweal999j;;
GR;1708;p90p100;sptinc999j;;
GR;1708;p99p100;sptinc992j;;
GR;1708;p0p100;anninc992i;;
GR;1708;p0p100;anninc999i;;
GR;1708;p99p100;shweal999j;;
GR;1708;p99p100;shweal992j;;
GR;1708;p90p100;shweal992j;;
GR;1708;p99p100;sptinc999j;;
GR;1708;p90p100;sptinc992j;;
GR;1709;p90p100;shweal999j;;
GR;1709;p90p100;sptinc999j;;
GR;1709;p99p100;sptinc992j;;
GR;1709;p0p100;anninc992i;;
GR;1709;p0p100;anninc999i;;
GR;1709;p99p100;shweal999j;;
GR;1709;p99p100;shweal992j;;
GR;1709;p90p100;shweal992j;;
GR;1709;p99p100;sptinc999j;;
GR;1709;p90p100;sptinc992j;;
GR;1710;p90p100;shweal999j;;
GR;1710;p90p100;sptinc999j;;
GR;1710;p99p100;sptinc992j;;
GR;1710;p0p100;anninc992i;;
GR;1710;p0p100;anninc999i;;
GR;1710;p99p100;shweal999j;;
GR;1710;p99p100;shweal992j;;
GR;1710;p90p100;shweal992j;;
GR;1710;p99p100;sptinc999j;;
GR;1710;p90p100;sptinc992j;;
GR;1711;p90p100;shweal999j;;
GR;1711;p90p100;sptinc999j;;
GR;1711;p99p100;sptinc992j;;
GR;1711;p0p100;anninc992i;;
GR;1711;p0p100;anninc999i;;
GR;1711;p99p100;shweal999j;;
GR;1711;p99p100;shweal992j;;
GR;1711;p90p100;shweal992j;;
GR;1711;p99p100;sptinc999j;;
GR;1711;p90p100;sptinc992j;;
GR;1712;p90p100;shweal999j;;
GR;1712;p90p100;sptinc999j;;
GR;1712;p99p100;sptinc992j;;
GR;1712;p0p100;anninc992i;;
GR;1712;p0p100;anninc999i;;
GR;1712;p99p100;shweal999j;;
GR;1712;p99p100;shweal992j;;
GR;1712;p90p100;shweal992j;;
GR;1712;p99p100;sptinc999j;;
GR;1712;p90p100;sptinc992j;;
GR;1713;p90p100;shweal999j;;
GR;1713;p90p100;sptinc999j;;
GR;1713;p99p100;sptinc992j;;
GR;1713;p0p100;anninc992i;;
GR;1713;p0p100;anninc999i;;
GR;1713;p99p100;shweal999j;;
GR;1713;p99p100;shweal992j;;
GR;1713;p90p100;shweal992j;;
GR;1713;p99p100;sptinc999j;;
GR;1713;p90p100;sptinc992j;;
GR;1714;p90p100;shweal999j;;
GR;1714;p90p100;sptinc999j;;
GR;1714;p99p100;sptinc992j;;
GR;1714;p0p100;anninc992i;;
GR;1714;p0p100;anninc999i;;
GR;1714;p99p100;shweal999j;;
GR;1714;p99p100;shweal992j;;
GR;1714;p90p100;shweal992j;;
GR;1714;p99p100;sptinc999j;;
GR;1714;p90p100;sptinc992j;;
GR;1715;p90p100;shweal999j;;
GR;1715;p90p100;sptinc999j;;
GR;1715;p99p100;sptinc992j;;
GR;1715;p0p100;anninc992i;;
GR;1715;p0p100;anninc999i;;
GR;1715;p99p100;shweal999j;;
GR;1715;p99p100;shweal992j;;
GR;1715;p90p100;shweal992j;;
GR;1715;p99p100;sptinc999j;;
GR;1715;p90p100;sptinc992j;;
GR;1716;p90p100;shweal999j;;
GR;1716;p90p100;sptinc999j;;
GR;1716;p99p100;sptinc992j;;
GR;1716;p0p100;anninc992i;;
GR;1716;p0p100;anninc999i;;
GR;1716;p99p100;shweal999j;;
GR;1716;p99p100;shweal992j;;
GR;1716;p90p100;shweal992j;;
GR;1716;p99p100;sptinc999j;;
GR;1716;p90p100;sptinc992j;;
GR;1717;p90p100;shweal999j;;
GR;1717;p90p100;sptinc999j;;
GR;1717;p99p100;sptinc992j;;
GR;1717;p0p100;anninc992i;;
GR;1717;p0p100;anninc999i;;
GR;1717;p99p100;shweal999j;;
GR;1717;p99p100;shweal992j;;
GR;1717;p90p100;shweal992j;;
GR;1717;p99p100;sptinc999j;;
GR;1717;p90p100;sptinc992j;;
GR;1718;p90p100;shweal999j;;
GR;1718;p90p100;sptinc999j;;
GR;1718;p99p100;sptinc992j;;
GR;1718;p0p100;anninc992i;;
GR;1718;p0p100;anninc999i;;
GR;1718;p99p100;shweal999j;;
GR;1718;p99p100;shweal992j;;
GR;1718;p90p100;shweal992j;;
GR;1718;p99p100;sptinc999j;;
GR;1718;p90p100;sptinc992j;;
GR;1719;p90p100;shweal999j;;
GR;1719;p90p100;sptinc999j;;
GR;1719;p99p100;sptinc992j;;
GR;1719;p0p100;anninc992i;;
GR;1719;p0p100;anninc999i;;
GR;1719;p99p100;shweal999j;;
GR;1719;p99p100;shweal992j;;
GR;1719;p90p100;shweal992j;;
GR;1719;p99p100;sptinc999j;;
GR;1719;p90p100;sptinc992j;;
GR;1720;p90p100;shweal999j;;
GR;1720;p90p100;sptinc999j;;
GR;1720;p99p100;sptinc992j;;
GR;1720;p0p100;anninc992i;;
GR;1720;p0p100;anninc999i;;
GR;1720;p99p100;shweal999j;;
GR;1720;p99p100;shweal992j;;
GR;1720;p90p100;shweal992j;;
GR;1720;p99p100;sptinc999j;;
GR;1720;p90p100;sptinc992j;;
GR;1721;p90p100;shweal999j;;
GR;1721;p90p100;sptinc999j;;
GR;1721;p99p100;sptinc992j;;
GR;1721;p0p100;anninc992i;;
GR;1721;p0p100;anninc999i;;
GR;1721;p99p100;shweal999j;;
GR;1721;p99p100;shweal992j;;
GR;1721;p90p100;shweal992j;;
GR;1721;p99p100;sptinc999j;;
GR;1721;p90p100;sptinc992j;;
GR;1722;p90p100;shweal999j;;
GR;1722;p90p100;sptinc999j;;
GR;1722;p99p100;sptinc992j;;
GR;1722;p0p100;anninc992i;;
GR;1722;p0p100;anninc999i;;
GR;1722;p99p100;shweal999j;;
GR;1722;p99p100;shweal992j;;
GR;1722;p90p100;shweal992j;;
GR;1722;p99p100;sptinc999j;;
GR;1722;p90p100;sptinc992j;;
GR;1723;p90p100;shweal999j;;
GR;1723;p90p100;sptinc999j;;
GR;1723;p99p100;sptinc992j;;
GR;1723;p0p100;anninc992i;;
GR;1723;p0p100;anninc999i;;
GR;1723;p99p100;shweal999j;;
GR;1723;p99p100;shweal992j;;
GR;1723;p90p100;shweal992j;;
GR;1723;p99p100;sptinc999j;;
GR;1723;p90p100;sptinc992j;;
GR;1724;p90p100;shweal999j;;
GR;1724;p90p100;sptinc999j;;
GR;1724;p99p100;sptinc992j;;
GR;1724;p0p100;anninc992i;;
GR;1724;p0p100;anninc999i;;
GR;1724;p99p100;shweal999j;;
GR;1724;p99p100;shweal992j;;
GR;1724;p90p100;shweal992j;;
GR;1724;p99p100;sptinc999j;;
GR;1724;p90p100;sptinc992j;;
GR;1725;p90p100;shweal999j;;
GR;1725;p90p100;sptinc999j;;
GR;1725;p99p100;sptinc992j;;
GR;1725;p0p100;anninc992i;;
GR;1725;p0p100;anninc999i;;
GR;1725;p99p100;shweal999j;;
GR;1725;p99p100;shweal992j;;
GR;1725;p90p100;shweal992j;;
GR;1725;p99p100;sptinc999j;;
GR;1725;p90p100;sptinc992j;;
GR;1726;p90p100;shweal999j;;
GR;1726;p90p100;sptinc999j;;
GR;1726;p99p100;sptinc992j;;
GR;1726;p0p100;anninc992i;;
GR;1726;p0p100;anninc999i;;
GR;1726;p99p100;shweal999j;;
GR;1726;p99p100;shweal992j;;
GR;1726;p90p100;shweal992j;;
GR;1726;p99p100;sptinc999j;;
GR;1726;p90p100;sptinc992j;;
GR;1727;p90p100;shweal999j;;
GR;1727;p90p100;sptinc999j;;
GR;1727;p99p100;sptinc992j;;
GR;1727;p0p100;anninc992i;;
GR;1727;p0p100;anninc999i;;
GR;1727;p99p100;shweal999j;;
GR;1727;p99p100;shweal992j;;
GR;1727;p90p100;shweal992j;;
GR;1727;p99p100;sptinc999j;;
GR;1727;p90p100;sptinc992j;;
GR;1728;p90p100;shweal999j;;
GR;1728;p90p100;sptinc999j;;
GR;1728;p99p100;sptinc992j;;
GR;1728;p0p100;anninc992i;;
GR;1728;p0p100;anninc999i;;
GR;1728;p99p100;shweal999j;;
GR;1728;p99p100;shweal992j;;
GR;1728;p90p100;shweal992j;;
GR;1728;p99p100;sptinc999j;;
GR;1728;p90p100;sptinc992j;;
GR;1729;p90p100;shweal999j;;
GR;1729;p90p100;sptinc999j;;
GR;1729;p99p100;sptinc992j;;
GR;1729;p0p100;anninc992i;;
GR;1729;p0p100;anninc999i;;
GR;1729;p99p100;shweal999j;;
GR;1729;p99p100;shweal992j;;
GR;1729;p90p100;shweal992j;;
GR;1729;p99p100;sptinc999j;;
GR;1729;p90p100;sptinc992j;;
GR;1730;p90p100;shweal999j;;
GR;1730;p90p100;sptinc999j;;
GR;1730;p99p100;sptinc992j;;
GR;1730;p0p100;anninc992i;;
GR;1730;p0p100;anninc999i;;
GR;1730;p99p100;shweal999j;;
GR;1730;p99p100;shweal992j;;
GR;1730;p90p100;shweal992j;;
GR;1730;p99p100;sptinc999j;;
GR;1730;p90p100;sptinc992j;;
GR;1731;p90p100;shweal999j;;
GR;1731;p90p100;sptinc999j;;
GR;1731;p99p100;sptinc992j;;
GR;1731;p0p100;anninc992i;;
GR;1731;p0p100;anninc999i;;
GR;1731;p99p100;shweal999j;;
GR;1731;p99p100;shweal992j;;
GR;1731;p90p100;shweal992j;;
GR;1731;p99p100;sptinc999j;;
GR;1731;p90p100;sptinc992j;;
GR;1732;p90p100;shweal999j;;
GR;1732;p90p100;sptinc999j;;
GR;1732;p99p100;sptinc992j;;
GR;1732;p0p100;anninc992i;;
GR;1732;p0p100;anninc999i;;
GR;1732;p99p100;shweal999j;;
GR;1732;p99p100;shweal992j;;
GR;1732;p90p100;shweal992j;;
GR;1732;p99p100;sptinc999j;;
GR;1732;p90p100;sptinc992j;;
GR;1733;p90p100;shweal999j;;
GR;1733;p90p100;sptinc999j;;
GR;1733;p99p100;sptinc992j;;
GR;1733;p0p100;anninc992i;;
GR;1733;p0p100;anninc999i;;
GR;1733;p99p100;shweal999j;;
GR;1733;p99p100;shweal992j;;
GR;1733;p90p100;shweal992j;;
GR;1733;p99p100;sptinc999j;;
GR;1733;p90p100;sptinc992j;;
GR;1734;p90p100;shweal999j;;
GR;1734;p90p100;sptinc999j;;
GR;1734;p99p100;sptinc992j;;
GR;1734;p0p100;anninc992i;;
GR;1734;p0p100;anninc999i;;
GR;1734;p99p100;shweal999j;;
GR;1734;p99p100;shweal992j;;
GR;1734;p90p100;shweal992j;;
GR;1734;p99p100;sptinc999j;;
GR;1734;p90p100;sptinc992j;;
GR;1735;p90p100;shweal999j;;
GR;1735;p90p100;sptinc999j;;
GR;1735;p99p100;sptinc992j;;
GR;1735;p0p100;anninc992i;;
GR;1735;p0p100;anninc999i;;
GR;1735;p99p100;shweal999j;;
GR;1735;p99p100;shweal992j;;
GR;1735;p90p100;shweal992j;;
GR;1735;p99p100;sptinc999j;;
GR;1735;p90p100;sptinc992j;;
GR;1736;p90p100;shweal999j;;
GR;1736;p90p100;sptinc999j;;
GR;1736;p99p100;sptinc992j;;
GR;1736;p0p100;anninc992i;;
GR;1736;p0p100;anninc999i;;
GR;1736;p99p100;shweal999j;;
GR;1736;p99p100;shweal992j;;
GR;1736;p90p100;shweal992j;;
GR;1736;p99p100;sptinc999j;;
GR;1736;p90p100;sptinc992j;;
GR;1737;p90p100;shweal999j;;
GR;1737;p90p100;sptinc999j;;
GR;1737;p99p100;sptinc992j;;
GR;1737;p0p100;anninc992i;;
GR;1737;p0p100;anninc999i;;
GR;1737;p99p100;shweal999j;;
GR;1737;p99p100;shweal992j;;
GR;1737;p90p100;shweal992j;;
GR;1737;p99p100;sptinc999j;;
GR;1737;p90p100;sptinc992j;;
GR;1738;p90p100;shweal999j;;
GR;1738;p90p100;sptinc999j;;
GR;1738;p99p100;sptinc992j;;
GR;1738;p0p100;anninc992i;;
GR;1738;p0p100;anninc999i;;
GR;1738;p99p100;shweal999j;;
GR;1738;p99p100;shweal992j;;
GR;1738;p90p100;shweal992j;;
GR;1738;p99p100;sptinc999j;;
GR;1738;p90p100;sptinc992j;;
GR;1739;p90p100;shweal999j;;
GR;1739;p90p100;sptinc999j;;
GR;1739;p99p100;sptinc992j;;
GR;1739;p0p100;anninc992i;;
GR;1739;p0p100;anninc999i;;
GR;1739;p99p100;shweal999j;;
GR;1739;p99p100;shweal992j;;
GR;1739;p90p100;shweal992j;;
GR;1739;p99p100;sptinc999j;;
GR;1739;p90p100;sptinc992j;;
GR;1740;p90p100;shweal999j;;
GR;1740;p90p100;sptinc999j;;
GR;1740;p99p100;sptinc992j;;
GR;1740;p0p100;anninc992i;;
GR;1740;p0p100;anninc999i;;
GR;1740;p99p100;shweal999j;;
GR;1740;p99p100;shweal992j;;
GR;1740;p90p100;shweal992j;;
GR;1740;p99p100;sptinc999j;;
GR;1740;p90p100;sptinc992j;;
GR;1741;p90p100;shweal999j;;
GR;1741;p90p100;sptinc999j;;
GR;1741;p99p100;sptinc992j;;
GR;1741;p0p100;anninc992i;;
GR;1741;p0p100;anninc999i;;
GR;1741;p99p100;shweal999j;;
GR;1741;p99p100;shweal992j;;
GR;1741;p90p100;shweal992j;;
GR;1741;p99p100;sptinc999j;;
GR;1741;p90p100;sptinc992j;;
GR;1742;p90p100;shweal999j;;
GR;1742;p90p100;sptinc999j;;
GR;1742;p99p100;sptinc992j;;
GR;1742;p0p100;anninc992i;;
GR;1742;p0p100;anninc999i;;
GR;1742;p99p100;shweal999j;;
GR;1742;p99p100;shweal992j;;
GR;1742;p90p100;shweal992j;;
GR;1742;p99p100;sptinc999j;;
GR;1742;p90p100;sptinc992j;;
GR;1743;p90p100;shweal999j;;
GR;1743;p90p100;sptinc999j;;
GR;1743;p99p100;sptinc992j;;
GR;1743;p0p100;anninc992i;;
GR;1743;p0p100;anninc999i;;
GR;1743;p99p100;shweal999j;;
GR;1743;p99p100;shweal992j;;
GR;1743;p90p100;shweal992j;;
GR;1743;p99p100;sptinc999j;;
GR;1743;p90p100;sptinc992j;;
GR;1744;p90p100;shweal999j;;
GR;1744;p90p100;sptinc999j;;
GR;1744;p99p100;sptinc992j;;
GR;1744;p0p100;anninc992i;;
GR;1744;p0p100;anninc999i;;
GR;1744;p99p100;shweal999j;;
GR;1744;p99p100;shweal992j;;
GR;1744;p90p100;shweal992j;;
GR;1744;p99p100;sptinc999j;;
GR;1744;p90p100;sptinc992j;;
GR;1745;p90p100;shweal999j;;
GR;1745;p90p100;sptinc999j;;
GR;1745;p99p100;sptinc992j;;
GR;1745;p0p100;anninc992i;;
GR;1745;p0p100;anninc999i;;
GR;1745;p99p100;shweal999j;;
GR;1745;p99p100;shweal992j;;
GR;1745;p90p100;shweal992j;;
GR;1745;p99p100;sptinc999j;;
GR;1745;p90p100;sptinc992j;;
GR;1746;p90p100;shweal999j;;
GR;1746;p90p100;sptinc999j;;
GR;1746;p99p100;sptinc992j;;
GR;1746;p0p100;anninc992i;;
GR;1746;p0p100;anninc999i;;
GR;1746;p99p100;shweal999j;;
GR;1746;p99p100;shweal992j;;
GR;1746;p90p100;shweal992j;;
GR;1746;p99p100;sptinc999j;;
GR;1746;p90p100;sptinc992j;;
GR;1747;p90p100;shweal999j;;
GR;1747;p90p100;sptinc999j;;
GR;1747;p99p100;sptinc992j;;
GR;1747;p0p100;anninc992i;;
GR;1747;p0p100;anninc999i;;
GR;1747;p99p100;shweal999j;;
GR;1747;p99p100;shweal992j;;
GR;1747;p90p100;shweal992j;;
GR;1747;p99p100;sptinc999j;;
GR;1747;p90p100;sptinc992j;;
GR;1748;p90p100;shweal999j;;
GR;1748;p90p100;sptinc999j;;
GR;1748;p99p100;sptinc992j;;
GR;1748;p0p100;anninc992i;;
GR;1748;p0p100;anninc999i;;
GR;1748;p99p100;shweal999j;;
GR;1748;p99p100;shweal992j;;
GR;1748;p90p100;shweal992j;;
GR;1748;p99p100;sptinc999j;;
GR;1748;p90p100;sptinc992j;;
GR;1749;p90p100;shweal999j;;
GR;1749;p90p100;sptinc999j;;
GR;1749;p99p100;sptinc992j;;
GR;1749;p0p100;anninc992i;;
GR;1749;p0p100;anninc999i;;
GR;1749;p99p100;shweal999j;;
GR;1749;p99p100;shweal992j;;
GR;1749;p90p100;shweal992j;;
GR;1749;p99p100;sptinc999j;;
GR;1749;p90p100;sptinc992j;;
GR;1750;p90p100;shweal999j;;
GR;1750;p90p100;sptinc999j;;
GR;1750;p99p100;sptinc992j;;
GR;1750;p0p100;anninc992i;;
GR;1750;p0p100;anninc999i;;
GR;1750;p99p100;shweal999j;;
GR;1750;p99p100;shweal992j;;
GR;1750;p90p100;shweal992j;;
GR;1750;p99p100;sptinc999j;;
GR;1750;p90p100;sptinc992j;;
GR;1751;p90p100;shweal999j;;
GR;1751;p90p100;sptinc999j;;
GR;1751;p99p100;sptinc992j;;
GR;1751;p0p100;anninc992i;;
GR;1751;p0p100;anninc999i;;
GR;1751;p99p100;shweal999j;;
GR;1751;p99p100;shweal992j;;
GR;1751;p90p100;shweal992j;;
GR;1751;p99p100;sptinc999j;;
GR;1751;p90p100;sptinc992j;;
GR;1752;p90p100;shweal999j;;
GR;1752;p90p100;sptinc999j;;
GR;1752;p99p100;sptinc992j;;
GR;1752;p0p100;anninc992i;;
GR;1752;p0p100;anninc999i;;
GR;1752;p99p100;shweal999j;;
GR;1752;p99p100;shweal992j;;
GR;1752;p90p100;shweal992j;;
GR;1752;p99p100;sptinc999j;;
GR;1752;p90p100;sptinc992j;;
GR;1753;p90p100;shweal999j;;
GR;1753;p90p100;sptinc999j;;
GR;1753;p99p100;sptinc992j;;
GR;1753;p0p100;anninc992i;;
GR;1753;p0p100;anninc999i;;
GR;1753;p99p100;shweal999j;;
GR;1753;p99p100;shweal992j;;
GR;1753;p90p100;shweal992j;;
GR;1753;p99p100;sptinc999j;;
GR;1753;p90p100;sptinc992j;;
GR;1754;p90p100;shweal999j;;
GR;1754;p90p100;sptinc999j;;
GR;1754;p99p100;sptinc992j;;
GR;1754;p0p100;anninc992i;;
GR;1754;p0p100;anninc999i;;
GR;1754;p99p100;shweal999j;;
GR;1754;p99p100;shweal992j;;
GR;1754;p90p100;shweal992j;;
GR;1754;p99p100;sptinc999j;;
GR;1754;p90p100;sptinc992j;;
GR;1755;p90p100;shweal999j;;
GR;1755;p90p100;sptinc999j;;
GR;1755;p99p100;sptinc992j;;
GR;1755;p0p100;anninc992i;;
GR;1755;p0p100;anninc999i;;
GR;1755;p99p100;shweal999j;;
GR;1755;p99p100;shweal992j;;
GR;1755;p90p100;shweal992j;;
GR;1755;p99p100;sptinc999j;;
GR;1755;p90p100;sptinc992j;;
GR;1756;p90p100;shweal999j;;
GR;1756;p90p100;sptinc999j;;
GR;1756;p99p100;sptinc992j;;
GR;1756;p0p100;anninc992i;;
GR;1756;p0p100;anninc999i;;
GR;1756;p99p100;shweal999j;;
GR;1756;p99p100;shweal992j;;
GR;1756;p90p100;shweal992j;;
GR;1756;p99p100;sptinc999j;;
GR;1756;p90p100;sptinc992j;;
GR;1757;p90p100;shweal999j;;
GR;1757;p90p100;sptinc999j;;
GR;1757;p99p100;sptinc992j;;
GR;1757;p0p100;anninc992i;;
GR;1757;p0p100;anninc999i;;
GR;1757;p99p100;shweal999j;;
GR;1757;p99p100;shweal992j;;
GR;1757;p90p100;shweal992j;;
GR;1757;p99p100;sptinc999j;;
GR;1757;p90p100;sptinc992j;;
GR;1758;p90p100;shweal999j;;
GR;1758;p90p100;sptinc999j;;
GR;1758;p99p100;sptinc992j;;
GR;1758;p0p100;anninc992i;;
GR;1758;p0p100;anninc999i;;
GR;1758;p99p100;shweal999j;;
GR;1758;p99p100;shweal992j;;
GR;1758;p90p100;shweal992j;;
GR;1758;p99p100;sptinc999j;;
GR;1758;p90p100;sptinc992j;;
GR;1759;p90p100;shweal999j;;
GR;1759;p90p100;sptinc999j;;
GR;1759;p99p100;sptinc992j;;
GR;1759;p0p100;anninc992i;;
GR;1759;p0p100;anninc999i;;
GR;1759;p99p100;shweal999j;;
GR;1759;p99p100;shweal992j;;
GR;1759;p90p100;shweal992j;;
GR;1759;p99p100;sptinc999j;;
GR;1759;p90p100;sptinc992j;;
GR;1760;p90p100;shweal999j;;
GR;1760;p90p100;sptinc999j;;
GR;1760;p99p100;sptinc992j;;
GR;1760;p0p100;anninc992i;;
GR;1760;p0p100;anninc999i;;
GR;1760;p99p100;shweal999j;;
GR;1760;p99p100;shweal992j;;
GR;1760;p90p100;shweal992j;;
GR;1760;p99p100;sptinc999j;;
GR;1760;p90p100;sptinc992j;;
GR;1761;p90p100;shweal999j;;
GR;1761;p90p100;sptinc999j;;
GR;1761;p99p100;sptinc992j;;
GR;1761;p0p100;anninc992i;;
GR;1761;p0p100;anninc999i;;
GR;1761;p99p100;shweal999j;;
GR;1761;p99p100;shweal992j;;
GR;1761;p90p100;shweal992j;;
GR;1761;p99p100;sptinc999j;;
GR;1761;p90p100;sptinc992j;;
GR;1762;p90p100;shweal999j;;
GR;1762;p90p100;sptinc999j;;
GR;1762;p99p100;sptinc992j;;
GR;1762;p0p100;anninc992i;;
GR;1762;p0p100;anninc999i;;
