country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,computed
ARG,Argentina,1990,5.133741153892287,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1991,4.987968829333981,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1992,6.687768914480224,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1993,15.294204534664122,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1994,19.433384160185845,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1995,17.950420540061973,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1996,21.087704309899053,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1997,21.324023465895472,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1998,24.150078157990265,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,1999,25.00495474664729,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2000,25.10695558692107,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2001,26.561620709060215,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2002,18.703184207010924,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2003,22.045073886389517,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2004,24.202354203896384,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2005,25.247016284340567,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2006,25.025677734936362,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2007,20.562697868948625,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2008,18.6694237600754,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2009,19.202803827825505,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2010,19.16404823072389,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2011,20.777949109147343,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2012,21.474235903967635,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2013,23.333299757099933,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2014,24.534576915954307,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2015,27.224654568983187,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2016,21.86487262501158,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2017,22.898254305113007,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2018,18.894098457215666,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2019,15.199067088049409,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2020,15.403941547969954,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2021,14.640385005160942,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2022,17.386372032408005,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2023,15.282777279949968,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
ARG,Argentina,2024,14.70053965794264,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1972,23.649906890130353,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1973,25,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1974,31.30537507383343,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1975,43.1881051175657,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1976,40.22038567493113,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1977,37.27000427899016,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1978,43.191140278917146,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1979,39.68046097433211,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1980,15.893470790378005,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1981,43.648672724033496,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1982,31.222222222222225,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1983,28.201701093560143,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1984,29.562500000000004,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1985,34.32294813152671,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1986,39.74583294962704,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1987,39.25570228091237,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1988,40.50579734498403,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1989,31.334199548656226,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1990,31.001086597061462,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1991,30.23354052259972,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1992,32.40510424882202,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1993,58.18891872101538,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1994,58.08775376555337,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1995,42.41733181299886,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
IRN,Iran,1996,39.33640467215785,,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",wdi,false
