country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,,5.9 (1956) narrowing to 3.5 (1991),years,difference_in_mean_age_at_first_marriage_between_men_and_women,Difference in mean age at first marriage between men and women,iranica-online:census-i-in-iran,1956-1991,"Iranica DEMOGRAPHY, para ~9 (Marriage section)"
IRN,Iran,1976,58,percent,share_of_women_aged_10_49_who_were_married,Share of women aged 10-49 who were married,iranica-online:census-i-in-iran,1976,"Iranica DEMOGRAPHY, para ~9"
IRN,Iran,1986,57,percent,share_of_women_aged_10_49_who_were_married,Share of women aged 10-49 who were married,iranica-online:census-i-in-iran,1986,"Iranica DEMOGRAPHY, para ~9"
IRN,Iran,,89 (1956) declining to 77.6 (1986),percent,share_of_population_still_residing_in_their_shahrestan_of_birth_i_e_non_migrants,Share of population still residing in their shahrestan of birth (i.e. non-migrants),iranica-online:census-i-in-iran,1956-1986,"Iranica DEMOGRAPHY, para ~11 (Migration section), Table 16 cross-reference"
IRN,Iran,,~3,million,iranians_who_went_into_exile_us_europe_india_turkey_combined,"Iranians who went into exile (US, Europe, India, Turkey combined)",iranica-online:census-i-in-iran,1978-79 revolution + Iran-Iraq war era,"Iranica DEMOGRAPHY, para ~11, citing Bozorgmehr and Sabbagh p.33"
IRN,Iran,,48,percent,share_of_tehran_s_inhabitants_who_were_migrants,Share of Tehran's inhabitants who were migrants,iranica-online:census-i-in-iran,1900-1956,"Iranica DEMOGRAPHY, para ~12, citing Bharier 1972 p.58"
IRN,Iran,,42,percent,share_of_migrants_nationally_who_settled_in_tehran,Share of migrants (nationally) who settled in Tehran,iranica-online:census-i-in-iran,1900-1956,"Iranica DEMOGRAPHY, para ~12, citing Bharier 1972 p.58"
IRN,Iran,,50,percent,share_of_migrants_nationally_who_settled_in_tehran,Share of migrants (nationally) who settled in Tehran,iranica-online:census-i-in-iran,1956-1966,"Iranica DEMOGRAPHY, para ~12, citing Bharier 1972"
IRN,Iran,,3277794,persons,total_migrants_from_their_native_shahrestan,Total migrants from their native shahrestan,iranica-online:census-i-in-iran,1976-1986,"Iranica DEMOGRAPHY, para ~12"
IRN,Iran,,33.3,percent,share_of_shahrestan_migrants_who_moved_to_tehran_province,Share of shahrestan-migrants who moved to Tehran province,iranica-online:census-i-in-iran,1976-1986,"Iranica DEMOGRAPHY, para ~12"
