country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1973,30.8,million,demographics_population_total_population,Demographics & Population — Total population,cia-nis33-iran-economy-1973,1973 (approx),"As stated in Introduction; not a precise census year. [cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.9 (printed p.1)]"
IRN,Iran,1973,402,million acres,land_use_iran_total_land_area,Land Use — Iran total land area,cia-nis33-iran-economy-1973,n/a,"[cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,14,percent,land_use_agricultural_land_share_of_total_land_area_iran,Land Use — Agricultural land share of total land area -- Iran,cia-nis33-iran-economy-1973,n/a,"Comparator country figures also printed: Iraq 18%, Afghanistan 22%, Turkey 34%. [cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,18,percent,land_use_agricultural_land_share_of_total_land_area_iraq,Land Use — Agricultural land share of total land area -- Iraq,cia-nis33-iran-economy-1973,n/a,"Comparator figure printed alongside Iran's. [cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,22,percent,land_use_agricultural_land_share_of_total_land_area_afghanistan,Land Use — Agricultural land share of total land area -- Afghanistan,cia-nis33-iran-economy-1973,n/a,"Comparator figure printed alongside Iran's. [cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,34,percent,land_use_agricultural_land_share_of_total_land_area_turkey,Land Use — Agricultural land share of total land area -- Turkey,cia-nis33-iran-economy-1973,n/a,"Comparator figure printed alongside Iran's. [cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,60,percent,land_use_northern_iran_share_of_national_wheat_and_barley_production,Land Use — Northern Iran share of national wheat and barley production,cia-nis33-iran-economy-1973,n/a,"[cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,70,percent,land_use_northern_iran_share_of_national_cotton_production,Land Use — Northern Iran share of national cotton production,cia-nis33-iran-economy-1973,n/a,"[cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,75,percent,land_use_northern_iran_share_of_national_tobacco_production,Land Use — Northern Iran share of national tobacco production,cia-nis33-iran-economy-1973,n/a,"[cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
IRN,Iran,1973,80,percent,land_use_northern_iran_share_of_national_rice_and_dried_fruit_production,Land Use — Northern Iran share of national rice and dried-fruit production,cia-nis33-iran-economy-1973,n/a,"[cite: NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.12 (printed p.4)]"
