country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
SUN,USSR (Soviet Union),1928,6,units,seeders_24_row_tractor_drawn,"Seeders, 24-row (tractor-drawn)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1928.5,1928/29 economic year
SUN,USSR (Soviet Union),1929,3589,units,seeders_24_row_tractor_drawn,"Seeders, 24-row (tractor-drawn)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,1929/30 economic year
SUN,USSR (Soviet Union),1931,34810,units,seeders_24_row_tractor_drawn,"Seeders, 24-row (tractor-drawn)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,30000,units,seeders_24_row_tractor_drawn,"Seeders, 24-row (tractor-drawn)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 production program (plan target)
SUN,USSR (Soviet Union),1931,1136,units,seeders_23_row_universal_combined_seed_fertilizer,"Seeders, 23-row universal combined (seed+fertilizer)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,3100,units,seeders_23_row_universal_combined_seed_fertilizer,"Seeders, 23-row universal combined (seed+fertilizer)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1931,10797,units,field_cultivators_tractor_drawn,Field cultivators (tractor-drawn),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,12000,units,field_cultivators_tractor_drawn,Field cultivators (tractor-drawn),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1932,3000,units,field_cultivators_with_hilling_attachment,Field cultivators with hilling attachment,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1931,20422,units,disc_tractor_harrows,Disc tractor harrows,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,28000,units,disc_tractor_harrows,Disc tractor harrows,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 production program (plan target)
SUN,USSR (Soviet Union),1931,5100,units,tractor_drawn_binders_snopovyazalki,Tractor-drawn binders (snopovyazalki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,27000,units,tractor_drawn_binders_snopovyazalki,Tractor-drawn binders (snopovyazalki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1931,930,units,windrowers_vindrouery,Windrowers (vindrouery),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,15000,units,windrowers_vindrouery,Windrowers (vindrouery),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1928,40804,units,self_rake_reapers_samosbroski,Self-rake reapers (samosbroski),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1928.5,1928/29 economic year
SUN,USSR (Soviet Union),1929,47784,units,self_rake_reapers_samosbroski,Self-rake reapers (samosbroski),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,1929/30 economic year
SUN,USSR (Soviet Union),1931,23192,units,self_rake_reapers_samosbroski,Self-rake reapers (samosbroski),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,10000,units,self_rake_reapers_samosbroski,Self-rake reapers (samosbroski),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1928,193088,units,header_rake_reapers_lobogreiki,Header-rake reapers (lobogreiki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1928.5,1928/29 economic year
SUN,USSR (Soviet Union),1929,121759,units,header_rake_reapers_lobogreiki,Header-rake reapers (lobogreiki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,1929/30 economic year
SUN,USSR (Soviet Union),1931,27364,units,header_rake_reapers_lobogreiki,Header-rake reapers (lobogreiki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,15000,units,header_rake_reapers_lobogreiki,Header-rake reapers (lobogreiki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1928,898,units,horse_drawn_binders_konnye_snopovyazalki,Horse-drawn binders (konnye snopovyazalki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1928.5,1928/29 economic year
SUN,USSR (Soviet Union),1929,3551,units,horse_drawn_binders_konnye_snopovyazalki,Horse-drawn binders (konnye snopovyazalki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,1929/30 economic year
SUN,USSR (Soviet Union),1931,14375,units,horse_drawn_binders_konnye_snopovyazalki,Horse-drawn binders (konnye snopovyazalki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,10000,units,horse_drawn_binders_konnye_snopovyazalki,Horse-drawn binders (konnye snopovyazalki),ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1929,104,units,combine_harvesters_factory_kommunar_15_foot_cut,"Combine harvesters, factory Kommunar (15-foot cut)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,"1929/30 economic year; first Soviet combine, built at Kommunar plant, Zaporizhzhia"
SUN,USSR (Soviet Union),1931,3549,units,combine_harvesters_factory_kommunar_15_foot_cut,"Combine harvesters, factory Kommunar (15-foot cut)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1932,10000,units,combine_harvesters_factory_kommunar_15_foot_cut,"Combine harvesters, factory Kommunar (15-foot cut)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target
SUN,USSR (Soviet Union),1932,6000,units,combine_harvesters_rostselmash_15_foot_cut,"Combine harvesters, Rostselmash (15-foot cut)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,1932 plan target; new production line
SUN,USSR (Soviet Union),1932,6000,units,combine_harvesters_sarkombain_20_foot_cut,"Combine harvesters, Sarkombain (20-foot cut)",ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1932,"1932 plan target; new production line, Saratov"
SUN,USSR (Soviet Union),1928,1900,units,threshers_mo_900,Threshers MO-900,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1928.5,1928/29 economic year
SUN,USSR (Soviet Union),1929,4924,units,threshers_mo_900,Threshers MO-900,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,1929/30 economic year
SUN,USSR (Soviet Union),1931,6391,units,threshers_mo_900,Threshers MO-900,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
SUN,USSR (Soviet Union),1928,10,units,threshers_mk_1100,Threshers MK-1100,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1928.5,1928/29 economic year
SUN,USSR (Soviet Union),1929,837,units,threshers_mk_1100,Threshers MK-1100,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1929.5,1929/30 economic year
SUN,USSR (Soviet Union),1931,4344,units,threshers_mk_1100,Threshers MK-1100,ussr-russia-historical:narodnoe-khozyaistvo-yearbooks,1931,
