country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1974,840,USD/ton,prices_goi_import_price_sugar,Prices — GOI import price -- sugar,frus-iran-1973-76-oil-boom-era,Sept 1974,"Cited by the Shah as evidence that inflation is driven by import costs, not oil. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 78 (Sept 10 1974), PDF p.280]"
IRN,Iran,1974,225,USD/ton,prices_goi_import_price_wheat,Prices — GOI import price -- wheat,frus-iran-1973-76-oil-boom-era,Sept 1974,"Cited by the Shah in the same context. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 78 (Sept 10 1974), PDF p.280]"
IRN,Iran,1974,1060,USD/ton,prices_goi_import_price_vegetable_oil,Prices — GOI import price -- vegetable oil,frus-iran-1973-76-oil-boom-era,Sept 1974,"Cited by the Shah in the same context. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 78 (Sept 10 1974), PDF p.280]"
IRN,Iran,1974,0.04,percent,prices_oil_price_contribution_to_us_inflation_per_oecd_study_cited_by_amouzegar,"Prices — Oil price contribution to US inflation, per OECD study cited by Amouzegar",frus-iran-1973-76-oil-boom-era,OECD study cited Sept 1974,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 80 (Sept 26 1974), PDF p.286]"
IRN,Iran,1974,2,percent,prices_oil_price_contribution_to_japan_inflation_per_oecd_study_cited_by_amouzegar,"Prices — Oil price contribution to Japan inflation, per OECD study cited by Amouzegar",frus-iran-1973-76-oil-boom-era,OECD study cited Sept 1974,"Highest among Western countries surveyed, per Amouzegar. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 80 (Sept 26 1974), PDF p.287]"
IRN,Iran,1974,1.5,percent,prices_oil_price_contribution_to_inflation_overall_average_per_oecd_study_cited_by_amouzegar,"Prices — Oil price contribution to inflation, overall average, per OECD study cited by Amouzegar",frus-iran-1973-76-oil-boom-era,OECD study cited Sept 1974,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 80 (Sept 26 1974), PDF p.287]"
IRN,Iran,1974,about 25,percent,prices_iran_s_inflation_rate_1974,"Prices — Iran's inflation rate, 1974",frus-iran-1973-76-oil-boom-era,,"Described as a serious problem in a country accustomed to nearly stable prices. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 121 (May 9 1975), PDF p.399]"
IRN,Iran,1975,2,percent,prices_oil_s_contribution_to_western_inflation_per_the_shah_citing_your_figure,"Prices — Oil's contribution to Western inflation, per the Shah (citing 'your figure')",frus-iran-1973-76-oil-boom-era,as of May 1975,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 127 (May 16 1975), PDF p.428]"
IRN,Iran,1975,14 percent (industrial inflation) vs 35 percent (price rise to Iran),percent,prices_industrial_goods_inflation_vs_prices_charged_to_iran_per_the_shah,"Prices — Industrial-goods inflation vs prices charged to Iran, per the Shah",frus-iran-1973-76-oil-boom-era,as of May 1975,"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 127 (May 16 1975), PDF p.428]"
IRN,Iran,1975,250,percent,prices_rental_price_increase_in_tehran_for_us_technician_housing,Prices — Rental price increase in Tehran for US technician housing,frus-iran-1973-76-oil-boom-era,less than a year (to mid-1975),"Landlords also demanding as much as a year's advance payment. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 137 (July 3 1975), PDF p.455]"
IRN,Iran,1975,20-25,percent,prices_iran_inflation_rate_past_year,"Prices — Iran inflation rate, past year",frus-iran-1973-76-oil-boom-era,past year (to Sept 1975),"[cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 142 (Sept 2 1975), PDF p.469]"
IRN,Iran,1975,about 35,percent,prices_decrease_in_iran_s_purchasing_power_tolerated_during_the_opec_price_freeze,Prices — Decrease in Iran's purchasing power tolerated during the OPEC price freeze,frus-iran-1973-76-oil-boom-era,during price freeze to Sept 1975,"Per the Shah's letter regarding the freeze through end of September 1975. [cite: FRUS, 1969-1976, Volume XXVII, ""Iran; Iraq, 1973-1976"", Document 144 (Sept 11 1975), PDF p.476]"
