country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label
IRN,Iran,1957,25.11,billion rials,money_supply,Money Supply,wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,27.69,billion rials,money_supply,Money Supply,wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,30.86,billion rials,money_supply,Money Supply,wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,36.33,billion rials,money_supply,Money Supply,wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,37.25,billion rials,money_supply,Money Supply,wb1960-table8-changes-in-money-supply,1959-06-20
IRN,Iran,1957,5.27,billion rials,time_and_savings_deposits,Time and Savings Deposits,wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,5.79,billion rials,time_and_savings_deposits,Time and Savings Deposits,wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,7.14,billion rials,time_and_savings_deposits,Time and Savings Deposits,wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,7.30,billion rials,time_and_savings_deposits,Time and Savings Deposits,wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,8.82,billion rials,time_and_savings_deposits,Time and Savings Deposits,wb1960-table8-changes-in-money-supply,1959-06-20
IRN,Iran,1957,30.38,billion rials,total_money_supply_time_and_savings_deposits,Total (Money Supply + Time and Savings Deposits),wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,33.48,billion rials,total_money_supply_time_and_savings_deposits,Total (Money Supply + Time and Savings Deposits),wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,38.00,billion rials,total_money_supply_time_and_savings_deposits,Total (Money Supply + Time and Savings Deposits),wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,43.63,billion rials,total_money_supply_time_and_savings_deposits,Total (Money Supply + Time and Savings Deposits),wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,46.07,billion rials,total_money_supply_time_and_savings_deposits,Total (Money Supply + Time and Savings Deposits),wb1960-table8-changes-in-money-supply,1959-06-20
IRN,Iran,1957,,billion rials,change_in_total_from_previous_column,Change in Total from previous column,wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,+3.10,billion rials,change_in_total_from_previous_column,Change in Total from previous column,wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,+4.52,billion rials,change_in_total_from_previous_column,Change in Total from previous column,wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,+5.63,billion rials,change_in_total_from_previous_column,Change in Total from previous column,wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,+2.44,billion rials,change_in_total_from_previous_column,Change in Total from previous column,wb1960-table8-changes-in-money-supply,1959-06-20
IRN,Iran,1957,,billion rials,change_in_total_over_prior_12_months_june_on_june,Change in Total over prior 12 months (June-on-June),wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,,billion rials,change_in_total_over_prior_12_months_june_on_june,Change in Total over prior 12 months (June-on-June),wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,+7.62,billion rials,change_in_total_over_prior_12_months_june_on_june,Change in Total over prior 12 months (June-on-June),wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,,billion rials,change_in_total_over_prior_12_months_june_on_june,Change in Total over prior 12 months (June-on-June),wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,+8.07,billion rials,change_in_total_over_prior_12_months_june_on_june,Change in Total over prior 12 months (June-on-June),wb1960-table8-changes-in-money-supply,1959-06-20
IRN,Iran,1957,12.16,billion rials,claims_on_government,Claims on Government,wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,12.59,billion rials,claims_on_government,Claims on Government,wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,13.52,billion rials,claims_on_government,Claims on Government,wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,14.14,billion rials,claims_on_government,Claims on Government,wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,14.56,billion rials,claims_on_government,Claims on Government,wb1960-table8-changes-in-money-supply,1959-06-20
IRN,Iran,1957,4.65,billion rials,government_deposits,Government Deposits,wb1960-table8-changes-in-money-supply,1957-06-20
IRN,Iran,1957,6.07,billion rials,government_deposits,Government Deposits,wb1960-table8-changes-in-money-supply,1957-12-20
IRN,Iran,1958,6.51,billion rials,government_deposits,Government Deposits,wb1960-table8-changes-in-money-supply,1958-06-20
IRN,Iran,1958,8.08,billion rials,government_deposits,Government Deposits,wb1960-table8-changes-in-money-supply,1958-12-20
IRN,Iran,1959,10.25,billion rials,government_deposits,Government Deposits,wb1960-table8-changes-in-money-supply,1959-06-20
