country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1972,158.8,'000 tons or '000 head,high_value_consumption_fresh_milk_product_000tons_or_000head,high_value_consumption — fresh_milk — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,3970,fat-equivalent tons,high_value_consumption_fresh_milk_fat_equivalent_tons,high_value_consumption — fresh_milk — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,4.6,percent of total,high_value_consumption_fresh_milk_pct_of_total,high_value_consumption — fresh_milk — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,237.9,'000 tons or '000 head,high_value_consumption_fresh_milk_product_000tons_or_000head,high_value_consumption — fresh_milk — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,5948,fat-equivalent tons,high_value_consumption_fresh_milk_fat_equivalent_tons,high_value_consumption — fresh_milk — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,4.9,percent of total,high_value_consumption_fresh_milk_pct_of_total,high_value_consumption — fresh_milk — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,138.1,'000 tons or '000 head,high_value_consumption_yogurt_urban_product_000tons_or_000head,high_value_consumption — yogurt_urban — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,3729,fat-equivalent tons,high_value_consumption_yogurt_urban_fat_equivalent_tons,high_value_consumption — yogurt_urban — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,4.3,percent of total,high_value_consumption_yogurt_urban_pct_of_total,high_value_consumption — yogurt_urban — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,191.8,'000 tons or '000 head,high_value_consumption_yogurt_urban_product_000tons_or_000head,high_value_consumption — yogurt_urban — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,5179,fat-equivalent tons,high_value_consumption_yogurt_urban_fat_equivalent_tons,high_value_consumption — yogurt_urban — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,4.2,percent of total,high_value_consumption_yogurt_urban_pct_of_total,high_value_consumption — yogurt_urban — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,2.5,'000 tons or '000 head,high_value_consumption_cream_product_000tons_or_000head,high_value_consumption — cream — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,1250,fat-equivalent tons,high_value_consumption_cream_fat_equivalent_tons,high_value_consumption — cream — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,1.5,percent of total,high_value_consumption_cream_pct_of_total,high_value_consumption — cream — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,4.3,'000 tons or '000 head,high_value_consumption_cream_product_000tons_or_000head,high_value_consumption — cream — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,2150,fat-equivalent tons,high_value_consumption_cream_fat_equivalent_tons,high_value_consumption — cream — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,1.8,percent of total,high_value_consumption_cream_pct_of_total,high_value_consumption — cream — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,0.7,'000 tons or '000 head,high_value_consumption_powdered_milk_product_000tons_or_000head,high_value_consumption — powdered_milk — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,210,fat-equivalent tons,high_value_consumption_powdered_milk_fat_equivalent_tons,high_value_consumption — powdered_milk — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,0.2,percent of total,high_value_consumption_powdered_milk_pct_of_total,high_value_consumption — powdered_milk — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,1.0,'000 tons or '000 head,high_value_consumption_powdered_milk_product_000tons_or_000head,high_value_consumption — powdered_milk — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,300,fat-equivalent tons,high_value_consumption_powdered_milk_fat_equivalent_tons,high_value_consumption — powdered_milk — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,0.2,percent of total,high_value_consumption_powdered_milk_pct_of_total,high_value_consumption — powdered_milk — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,317.6,'000 tons or '000 head,low_value_consumption_yogurt_rural_product_000tons_or_000head,low_value_consumption — yogurt_rural — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,9528,fat-equivalent tons,low_value_consumption_yogurt_rural_fat_equivalent_tons,low_value_consumption — yogurt_rural — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1972,11.1,percent of total,low_value_consumption_yogurt_rural_pct_of_total,low_value_consumption — yogurt_rural — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,370.0,'000 tons or '000 head,low_value_consumption_yogurt_rural_product_000tons_or_000head,low_value_consumption — yogurt_rural — product_000tons_or_000head,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,11100,fat-equivalent tons,low_value_consumption_yogurt_rural_fat_equivalent_tons,low_value_consumption — yogurt_rural — fat_equivalent_tons,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
IRN,Iran,1977,9.1,percent of total,low_value_consumption_yogurt_rural_pct_of_total,low_value_consumption — yogurt_rural — pct_of_total,wb1974-cep-statistical-appendix-dairy-consumption-supply,product column = '000 tons of the named dairy product
