fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1960,1960,Wheat,Area Harvested,3663,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Wheat,Production,2590,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Wheat,Gross Value,16969,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,224.0132,1026.6025,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1960,1960,Barley,Area Harvested,1071,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Barley,Production,684,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Barley,Gross Value,2950,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,38.9439,178.4712,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1960,1960,Rice Paddy,Area Harvested,313,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Rice Paddy,Production,651,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Rice Paddy,Gross Value,10947,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,144.5149,662.2793,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1960,1960,Other cereals,Area Harvested,45,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Other cereals,Production,37,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Other cereals,Gross Value,124,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,1.637,7.5018,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1960,1960,Total for cereals,Area Harvested,5092,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Total for cereals,Production,3962,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Total for cereals,Gross Value,30990,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,409.1089,1874.8548,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1960,1960,Vegetables,Area Harvested,122,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Vegetables,Production,561,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Vegetables,Gross Value,2245,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,29.637,135.8196,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
1960,1960,Potatoes,Area Harvested,16,1000 ha,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Potatoes,Production,89,1000 metric tons,,IRN,wb1962-agriculturetable1-crop-land-production-value,,,
1960,1960,Potatoes,Gross Value,732,Rls million,,IRN,wb1962-agriculturetable1-crop-land-production-value,9.6634,44.285,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1960=75.75000007575, rebased CPI_1960=0.0491)"
